Wavelength (nm),Transmission (%)
562,0.9602254033
561,0.9563401341
560,0.9532418251
559,0.9553490281
558,0.9547652602
557,0.9617490768
556,0.9604874253
555,0.9546551704
554,0.9563695788
553,0.9600858092
552,0.9582961202
551,0.9586712122
550,0.960741818
549,0.9566985965
548,0.961997807
547,0.9590751529
546,0.9586653709
545,0.9590788484
544,0.9577723145
543,0.9623560309
542,0.9597096443
541,0.9645234942
540,0.9620922804
539,0.9647948742
538,0.9641273618
537,0.9636249542
536,0.9613432884
535,0.9665305018
534,0.9642872214
533,0.9676398635
532,0.968520999
531,0.9646722078
530,0.9661479592
529,0.9667513967
528,0.9672224522
527,0.9655163884
526,0.9695412517
525,0.9700567722
524,0.9661396742
523,0.966288507
522,0.9671872258
521,0.9719868898
520,0.9683120847
519,0.9673383832
518,0.9710569978
517,0.9747784734
516,0.9700328112
515,0.9721540809
514,0.9724860191
513,0.973064065
512,0.9770315886
511,0.974871099
510,0.9710991979
509,0.9739208221
508,0.9734251499
507,0.9750158787
506,0.976690352
505,0.977455914
504,0.9801925421
503,0.9800633192
502,0.9772254825
501,0.9799116254
500,0.9842592478
499,0.9811624885
498,0.981626451
497,0.9829998016
496,0.9801837802
495,0.9845232368
494,0.9874666929
493,0.9855903387
492,0.9838009477
491,0.9851384759
490,0.9866062403
489,0.9845237136
488,0.9864096642
487,0.9875739813
486,0.9881228209
485,0.9887859225
484,0.9934079647
483,0.9910535812
482,0.9921224117
481,0.9898462296
480,0.9894963503
479,0.9890893698
478,0.9944776297
477,0.9960314035
476,0.9960371256
475,0.9961891174
474,0.9994397163
473,0.9968650341
472,0.9972724319
471,0.9994833469
470,0.997730732
469,0.9997819662
468,1.001278281
467,1.0069381
466,1.003249764
465,1.002144575
464,1.005742908
463,1.006734133
462,1.008390784
461,1.005772352
460,1.009023905
459,1.006542206
458,1.009213924
457,1.007753849
456,1.013806105
455,1.015073538
454,1.015942931
453,1.014816284
452,1.016798019
451,1.02101016
450,1.015209675
449,1.015035391
448,1.018698692
447,1.016865253
446,1.014351249
445,1.017082453
444,1.021834135
443,1.015897989
442,1.021977305
441,1.026102066
440,1.021772504
439,1.024013162
438,1.024552584
437,1.030468464
436,1.025860429
435,1.028159022
434,1.031319141
433,1.031454682
432,1.03337276
431,1.035791039
430,1.036055088
429,1.035943866
428,1.039004087
427,1.040217876
426,1.041756034
425,1.039055347
424,1.041500092
423,1.045504808
422,1.044571161
421,1.050848484
420,1.052116394
419,1.051777124
418,1.048501134
417,1.052421093
416,1.052701831
415,1.053655028
414,1.052866936
413,1.057925463
412,1.057565689
411,1.055128694
410,1.0638448
409,1.062559843
408,1.066514969
407,1.066177726
406,1.064835548
405,1.064758778
404,1.067551255
403,1.073192358
402,1.07075429
401,1.076270223
400,1.074349761
399,1.075937748
398,1.072500706
397,1.076457143
396,1.074533701
395,1.070263267
394,1.073807716
393,1.068897605
392,1.077897906
391,1.07763648
390,1.073560476
389,1.073046803
388,1.069291949
387,1.069986224
386,1.067676425
385,1.062239647
384,1.065863848
383,1.065477371
382,1.065405369
381,1.061148643
380,1.063891411
379,1.066875935
378,1.066038251
377,1.067727089
376,1.071659327
375,1.069948435
374,1.075530529
373,1.078138828
372,1.07491076
371,1.075365901
370,1.08051312
369,1.075581312
368,1.077741146
367,1.076295733
366,1.077887654
365,1.071206808
364,1.070635319
363,1.070737243
362,1.067387223
361,1.057978868
360,1.061339855
359,1.055552483
358,1.053402662
357,1.046545744
356,1.039712548
355,1.033324599
354,1.032720566
353,1.022432327
352,1.016815305
351,0.9995030165
350,1.000718713


