# Total D retention: 7.679E+19 1/m^2
Peak,r_m,r_m_error,Ea,Ea_error,Tm,Tm_error
1,1.5617384915476864e+16,0.0,1.0382661723733546,0.10548583389828114,541.6931591378741,1.8643320896643445
2,7.1782976922366184e+16,0.0,0.2376303771364305,0.0026937096076061484,651.9019300862121,1.1381099266365027
3,5.3509947955718056e+16,0.0,0.4596534529323769,0.006471825670876008,844.7207970592314,1.1007078124357577
