# Total D retention: 1.648E+23 1/m^2
# DH retention: 7.574E+22 1/m^2
# D2 retention: 4.450E+22 1/m^2
Peak,r_m,r_m_error,Ea,Ea_error,Tm,Tm_error
1,2.0444138072159876e+20,0.0,1.6616330560204746,0.00455528953962947,1076.122793613018,260956057298.37405
2,1.5681839831477974e+20,113578637977.77576,5.706347514018036,1.577798260493655e-05,1119.862042590033,9.951372298981096e-09
