# Total D retention: 2.347E+20 1/m^2
# DH retention: 1.506E+20 1/m^2
# D2 retention: 4.462E+19 1/m^2
Peak,r_m,r_m_error,Ea,Ea_error,Tm,Tm_error
1,3.4862905083006624e+16,0.0,0.5591734601562316,0.6464396373502063,395.2862412270625,15.214677827014043
2,5.750817750704174e+16,0.0,0.24752165844406,0.11147093828973514,481.0078197120269,1021889169.5521389
3,2.11758816493456e+16,284319457.5902697,0.7360267036172684,71488224.6272434,827.2330398062496,55379500.90528868
4,7.638294416374466e+16,18344366.497168142,1.01009028044976,0.0006545950470069381,875.9768867570356,1.2002559788616416e-07
5,5.791348998017869e+17,4.084095219988834e-08,2.9709647422249508,2.8926776573468787e-08,1109.9452141170334,8.804672096348527e-09
