Laser power setting (%),Laser power (W),Laser power error (W),Laser power density (MW/m^2),Laser power density error (MW/m^2),Emission time (s),alpha_0.5 (cm^2/s),alpha_c (cm^2/s),kappa_c (W/m-K),kappa_c error (W/m-K),T_min (K),DT_max (K)
20.0,463.8727272727272,11.957833029306476,0.25958058097551756,0.007177385829918498,0.5,0.9097942862129254,0.8996365938368764,112.00302333803678,6.031547395726603,298.09844845979507,1.5790745830218498
40.0,1153.3,32.09094558555635,0.6453802227158133,0.01908240602006427,0.5,0.9227418799229204,0.9226891519863781,114.99104579500381,6.192457329508466,297.72940729421714,4.108457663012757
60.0,1830.770138888889,50.58298020759463,1.024488719307701,0.0301029012091263,0.5,0.8158496898586232,0.8089733597732038,101.2331683282148,5.451572953958256,298.5176835086527,6.177742385785734
80.0,2464.1841379310345,69.21662488436,1.378943646710054,0.04111462159958572,0.5,0.8041852753736951,0.8009492359965918,100.43411439157303,5.408542582572202,298.7677563431603,8.240691090993153
100.0,3043.1805755395685,98.77128695970251,1.7029468114160786,0.0578358124340041,0.5,0.7608564511659865,0.7559137468258571,94.72113204049339,5.100889067564055,298.52496313922995,10.127802846042812
