# SDTrimSP: VERSION 7.03    17.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (stopped-recoil E(start)>ED)  
       10000         640  ! NH NR
#     species     gen/coll      fluence start-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.10000E+00  0.32879E+02  0.24756E+02  0.15715E+03  0.57300E+02  0.26386E+02  0.15613E+03  0.57730E+02  0.11818E+01  0.72882E+00  0.35576E+00  0.00000E+00  0.00000E+00  0.14333E+01  0.32879E+02  0.32655E+02  0.00000E+00  0.32655E+02  0.59689E+01
            2            1  0.10000E+00  0.26090E+02  0.26369E+02  0.16809E+03  0.61669E+02  0.26680E+02  0.16700E+03  0.63572E+02  0.40811E+00  0.10939E+01  0.19033E+01  0.00000E+00  0.00000E+00  0.26050E+01  0.25076E+02  0.24384E+02  0.10137E+01  0.00000E+00  0.19244E+02
            2            1  0.10000E+00  0.26394E+02  0.49987E+01  0.22562E+03  0.70622E+02  0.22845E+01  0.22581E+03  0.70506E+02  0.27142E+01  0.50764E+00  0.37678E+00  0.00000E+00  0.00000E+00  0.29171E+01  0.24421E+02  0.22868E+02  0.15604E+01  0.00000E+00  0.20615E+02
            2            1  0.10000E+00  0.28250E+02  0.19294E+02  0.23812E+03  0.82846E+02  0.21175E+02  0.23873E+03  0.82924E+02  0.13230E+01  0.45664E+00  0.85209E-01  0.00000E+00  0.00000E+00  0.14022E+01  0.28250E+02  0.28250E+02  0.00000E+00  0.26493E+02  0.63028E+01
            2            1  0.10000E+00  0.29603E+02  0.22041E+01  0.34380E+02  0.73704E+00  0.25131E+01  0.34503E+02 -0.22109E+01  0.30895E+00  0.53616E+00  0.29479E+01  0.00000E+00  0.00000E+00  0.32310E+01  0.28403E+02  0.27701E+02  0.12001E+01  0.00000E+00  0.16174E+02
            2            1  0.10000E+00  0.13028E+03  0.34375E+02  0.11718E+03  0.50028E+02  0.39159E+02  0.12559E+03  0.64827E+02  0.47837E+01  0.84316E+01  0.15177E+02  0.00000E+00  0.00000E+00  0.19781E+02  0.10738E+03  0.10074E+03  0.22894E+02  0.00000E+00  0.69505E+02
            2            1  0.10000E+00  0.10701E+03  0.43424E+02  0.13719E+03  0.37177E+02  0.40957E+02  0.14475E+03  0.34857E+02  0.26803E+01  0.75590E+01  0.23206E+01  0.00000E+00  0.00000E+00  0.90051E+01  0.98695E+02  0.95111E+02  0.83189E+01  0.56548E+02  0.31737E+02
            2            1  0.10000E+00  0.47467E+02  0.61674E+02  0.13447E+03  0.24235E+02  0.63296E+02  0.13728E+03  0.19629E+02  0.17095E+01  0.32777E+01  0.46056E+01  0.00000E+00  0.00000E+00  0.65676E+01  0.43141E+02  0.41322E+02  0.43265E+01  0.00000E+00  0.36862E+02
            2            1  0.10000E+00  0.46128E+02  0.80230E+02  0.12953E+03 -0.26995E+01  0.81478E+02  0.13260E+03 -0.38656E+01  0.12473E+01  0.30626E+01  0.19486E+01  0.00000E+00  0.00000E+00  0.47491E+01  0.43616E+02  0.43846E+02  0.25123E+01  0.00000E+00  0.28562E+02
            2            1  0.10000E+00  0.39659E+02  0.17280E+02  0.10411E+03 -0.60545E+01  0.22735E+02  0.10604E+03 -0.48575E+01  0.54550E+01  0.19293E+01  0.11970E+01  0.00000E+00  0.00000E+00  0.62128E+01  0.35797E+02  0.33098E+02  0.38622E+01  0.00000E+00  0.39701E+02
#ende
          10   number particle from SDTrimSP
