# SDTrimSP: VERSION 7.03    17.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (back_sputtered-recoil)       
       10000         640  ! NH NR
#     species     gen/coll      fluence   end-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.10000E+00  0.30102E+02  0.99209E+00  0.21914E+02  0.95444E-01 -0.47656E+01  0.25135E+02  0.44008E+01  0.57577E+01  0.32210E+01  0.43054E+01  0.69002E+00  0.59905E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.11192E+01  0.00000E+00  0.54773E+01
            2            1  0.10000E+00  0.84538E+01  0.20436E+00  0.18300E+02 -0.56763E-01 -0.41711E+01  0.20092E+02 -0.36001E+01  0.43755E+01  0.17916E+01  0.35433E+01  0.58999E+00  0.45124E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.13515E+00  0.00000E+00  0.18646E+01
            2            1  0.10000E+00  0.13107E+02  0.18689E+01  0.31191E+02  0.93083E+00 -0.48334E+01  0.34224E+02 -0.15861E+01  0.67023E+01  0.30336E+01  0.25169E+01  0.85714E+00  0.85459E+00  0.19695E+01  0.24194E+01  0.18471E+01  0.15314E+01  0.00000E+00  0.13152E+02
            2            1  0.10000E+00  0.16604E+02  0.89339E+00  0.37529E+02 -0.15128E+01 -0.48192E+01  0.38969E+02 -0.10620E+01  0.57125E+01  0.14400E+01  0.45090E+00  0.95919E+00  0.95431E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.58958E+00  0.00000E+00  0.48133E+01
            2            1  0.10000E+00  0.57673E+02  0.79165E+00  0.21668E+02 -0.82419E-02 -0.42031E+01  0.24455E+02  0.14746E+01  0.49948E+01  0.27863E+01  0.14829E+01  0.83431E+00  0.88277E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10319E+01  0.00000E+00  0.28165E+01
            2            1  0.10000E+00  0.19253E+02  0.44270E+01  0.52671E+02  0.44199E+01 -0.44565E+01  0.61333E+02 -0.31656E+01  0.88834E+01  0.86620E+01  0.75855E+01  0.83569E+00  0.73097E+00  0.93643E+01  0.83301E+02  0.79777E+02  0.11812E+02  0.35406E+02  0.32669E+02
            2            1  0.10000E+00  0.25864E+02  0.66206E+00  0.58944E+02 -0.24253E+00 -0.51695E+01  0.59575E+02 -0.95333E+00  0.58315E+01  0.63079E+00  0.71080E+00  0.98508E+00  0.66376E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.51335E+00  0.00000E+00  0.29051E+01
            2            1  0.10000E+00  0.32275E+02  0.21266E+00  0.17909E+02  0.33362E-01 -0.48645E+01  0.20552E+02  0.14976E+01  0.50771E+01  0.26436E+01  0.14642E+01  0.84143E+00  0.87479E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.20770E+00  0.00000E+00  0.97454E+00
            2            1  0.10000E+00  0.18257E+01  0.56547E+00  0.38729E+02 -0.94060E+00 -0.51677E+01  0.39404E+02 -0.21998E+01  0.57332E+01  0.67450E+00  0.12592E+01  0.90636E+00  0.47218E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.19519E+00  0.00000E+00  0.57912E+01
            2            1  0.10000E+00  0.75105E+02  0.33399E+00  0.18621E+02 -0.68259E-01 -0.34867E+01  0.21766E+02 -0.32966E+01  0.38207E+01  0.31448E+01  0.32284E+01  0.62378E+00  0.69778E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.64206E+00  0.00000E+00  0.13739E+01
#ende
          10   number particle from SDTrimSP
