#Procedure: <__main__.ExtrusionProcedure>
#Parameters:
#	Bake Time: 60 min
#	Baking Position: 18 in
#	DC Voltage: 0
#	Voltage Mode: PID
#	Sample Length: 5 cm
#	Sample Name: R4N32_CYREZ
#	Ramping rate: 25 C/min
#	Temperature setpoint: 800 C
#	Stabilization Time: 5 min
#Data:
Time (s),Baking Pressure (Torr),Outgassing Pressure (Torr),Baking Temperature (C),Outgassing Temperature (C),Position (in),DC Voltage (V),Is Baking?
37.79767060279846,0.18000000000000002,0.17,125.0,51.0,8.6305905511811,76.76217994668954,0.0
38.80899715423584,0.18000000000000002,0.17,125.75,51.75,8.591496062992125,0,0.0
39.86314797401428,0.18000000000000002,0.17,125.5,51.0,8.578464566929133,179.66155044287063,0.0
40.927247524261475,0.17,0.16000000000000003,126.0,51.5,8.591496062992125,35.90827842895813,0.0
42.19537043571472,0.17,0.16000000000000003,127.25,51.0,8.604527559055118,0,0.0
43.36786675453186,0.17,0.16000000000000003,127.0,51.5,8.61755905511811,0,0.0
44.58619928359985,0.17,0.16000000000000003,127.75,51.0,8.6305905511811,0,0.0
45.5980007648468,0.17,0.16000000000000003,128.5,51.5,8.578464566929133,0,0.0
46.62189722061157,0.17,0.16000000000000003,128.5,51.0,8.604527559055118,126.44983981169597,0.0
47.64384746551514,0.16000000000000003,0.15000000000000002,129.5,51.0,8.643622047244094,0,0.0
48.65832734107971,0.16000000000000003,0.15000000000000002,129.75,51.5,8.604527559055118,81.05813286635896,0.0
49.67871165275574,0.16000000000000003,0.15000000000000002,130.5,50.75,8.6305905511811,0,0.0
50.70408058166504,0.16000000000000003,0.15000000000000002,131.25,51.25,8.61755905511811,0,0.0
51.71409296989441,0.16000000000000003,0.15000000000000002,131.25,51.5,8.61755905511811,83.9192106265219,0.0
52.72787380218506,0.16000000000000003,0.15000000000000002,132.25,50.75,8.643622047244094,0,0.0
53.750319719314575,0.16000000000000003,0.15000000000000002,132.25,51.25,8.591496062992125,128.15132183085194,0.0
54.76482963562012,0.16000000000000003,0.15000000000000002,133.25,51.25,8.552401574803149,0,0.0
