# "Outgoing Spectral Radiance Values for OL 455-12-1 (Cal: 12-2) S/N: 04203031","[W/(sr cm^2 nm)]",140129,350.00,2500.00,1.00
# 6.145A Lamp current, 8,902 ft-L
Wavelength [nm],Spectral radiance [W/(sr cm^2 nm)]
1368.00,5.3663470E-05
1369.00,5.3694040E-05
1370.00,5.3727400E-05
1371.00,5.3674040E-05
1372.00,5.3618860E-05
1373.00,5.3562090E-05
1374.00,5.3504000E-05
1375.00,5.3444840E-05
1376.00,5.3384880E-05
1377.00,5.3324350E-05
1378.00,5.3263530E-05
1379.00,5.3202660E-05
1380.00,5.3142000E-05
1381.00,5.3092090E-05
1382.00,5.3042280E-05
1383.00,5.2992200E-05
1384.00,5.2941480E-05
1385.00,5.2889760E-05
1386.00,5.2836670E-05
1387.00,5.2781830E-05
1388.00,5.2724890E-05
1389.00,5.2665470E-05
1390.00,5.2603200E-05
1391.00,5.2512420E-05
1392.00,5.2419600E-05
1393.00,5.2325900E-05
1394.00,5.2232480E-05
1395.00,5.2140510E-05
1396.00,5.2051160E-05
1397.00,5.1965580E-05
1398.00,5.1884960E-05
1399.00,5.1810440E-05
1400.00,5.1743200E-05
1401.00,5.1711810E-05
1402.00,5.1688370E-05
1403.00,5.1672370E-05
1404.00,5.1663340E-05
1405.00,5.1660760E-05
1406.00,5.1664140E-05
1407.00,5.1672990E-05
1408.00,5.1686820E-05
1409.00,5.1705120E-05
1410.00,5.1727400E-05
1411.00,5.1756570E-05
1412.00,5.1788530E-05
1413.00,5.1822560E-05
1414.00,5.1857980E-05
1415.00,5.1894070E-05
1416.00,5.1930130E-05
1417.00,5.1965470E-05
1418.00,5.1999380E-05
1419.00,5.2031160E-05
1420.00,5.2060100E-05
1421.00,5.2076250E-05
1422.00,5.2088720E-05
1423.00,5.2097370E-05
1424.00,5.2102070E-05
1425.00,5.2102660E-05
1426.00,5.2099020E-05
1427.00,5.2090990E-05
1428.00,5.2078440E-05
1429.00,5.2061220E-05
1430.00,5.2039200E-05
1431.00,5.1994980E-05
1432.00,5.1946720E-05
1433.00,5.1895330E-05
1434.00,5.1841700E-05
1435.00,5.1786740E-05
1436.00,5.1731360E-05
1437.00,5.1676470E-05
1438.00,5.1622950E-05
1439.00,5.1571730E-05
1440.00,5.1523700E-05
1441.00,5.1504600E-05
1442.00,5.1488990E-05
1443.00,5.1476290E-05
1444.00,5.1465880E-05
1445.00,5.1457180E-05
1446.00,5.1449560E-05
1447.00,5.1442450E-05
1448.00,5.1435240E-05
1449.00,5.1427320E-05
1450.00,5.1418100E-05
1451.00,5.1404390E-05
1452.00,5.1388340E-05
1453.00,5.1369500E-05
1454.00,5.1347420E-05
1455.00,5.1321670E-05
1456.00,5.1291790E-05
1457.00,5.1257350E-05
1458.00,5.1217900E-05
1459.00,5.1173000E-05
1460.00,5.1122200E-05
1461.00,5.1038280E-05
1462.00,5.0949210E-05
1463.00,5.0856150E-05
1464.00,5.0760280E-05
1465.00,5.0662800E-05
1466.00,5.0564870E-05
1467.00,5.0467680E-05
1468.00,5.0372400E-05
1469.00,5.0280210E-05
1470.00,5.0192300E-05
1471.00,5.0136660E-05
1472.00,5.0086030E-05
1473.00,5.0039960E-05
1474.00,4.9997990E-05
1475.00,4.9959700E-05
1476.00,4.9924630E-05
1477.00,4.9892320E-05
1478.00,4.9862350E-05
1479.00,4.9834260E-05
1480.00,4.9807600E-05
1481.00,4.9782090E-05
1482.00,4.9757100E-05
1483.00,4.9732200E-05
1484.00,4.9706910E-05
1485.00,4.9680790E-05
1486.00,4.9653380E-05
1487.00,4.9624220E-05
1488.00,4.9592860E-05
1489.00,4.9558840E-05
1490.00,4.9521700E-05
1491.00,4.9469150E-05
1492.00,4.9413300E-05
1493.00,4.9354400E-05
1494.00,4.9292710E-05
1495.00,4.9228490E-05
1496.00,4.9162020E-05
1497.00,4.9093540E-05
1498.00,4.9023320E-05
1499.00,4.8951620E-05
1500.00,4.8878700E-05
1501.00,4.8807840E-05
1502.00,4.8736100E-05
1503.00,4.8663560E-05
1504.00,4.8590310E-05
1505.00,4.8516410E-05
1506.00,4.8441960E-05
1507.00,4.8367020E-05
1508.00,4.8291680E-05
1509.00,4.8216010E-05
1510.00,4.8140100E-05
1511.00,4.8064570E-05
1512.00,4.7988910E-05
1513.00,4.7913190E-05
1514.00,4.7837430E-05
1515.00,4.7761690E-05
1516.00,4.7686020E-05
1517.00,4.7610460E-05
1518.00,4.7535060E-05
1519.00,4.7459850E-05
1520.00,4.7384900E-05
1521.00,4.7311040E-05
1522.00,4.7237480E-05
1523.00,4.7164200E-05
1524.00,4.7091210E-05
1525.00,4.7018510E-05
1526.00,4.6946090E-05
1527.00,4.6873960E-05
1528.00,4.6802100E-05
1529.00,4.6730510E-05
1530.00,4.6659200E-05
1531.00,4.6587120E-05
1532.00,4.6515380E-05
1533.00,4.6444030E-05
1534.00,4.6373130E-05
1535.00,4.6302740E-05
1536.00,4.6232920E-05
1537.00,4.6163740E-05
1538.00,4.6095250E-05
1539.00,4.6027520E-05
1540.00,4.5960600E-05
1541.00,4.5896670E-05
1542.00,4.5833560E-05
1543.00,4.5771180E-05
1544.00,4.5709470E-05
1545.00,4.5648360E-05
1546.00,4.5587790E-05
1547.00,4.5527690E-05
1548.00,4.5467980E-05
1549.00,4.5408610E-05
1550.00,4.5349500E-05
1551.00,4.5291780E-05
1552.00,4.5234110E-05
1553.00,4.5176360E-05
1554.00,4.5118380E-05
1555.00,4.5060040E-05
1556.00,4.5001190E-05
1557.00,4.4941690E-05
1558.00,4.4881400E-05
1559.00,4.4820180E-05
1560.00,4.4757900E-05
1561.00,4.4687590E-05
1562.00,4.4616340E-05
1563.00,4.4544430E-05
1564.00,4.4472130E-05
1565.00,4.4399710E-05
1566.00,4.4327450E-05
1567.00,4.4255610E-05
1568.00,4.4184480E-05
1569.00,4.4114320E-05
1570.00,4.4045400E-05
1571.00,4.3986480E-05
1572.00,4.3928840E-05
1573.00,4.3872240E-05
1574.00,4.3816430E-05
1575.00,4.3761180E-05
1576.00,4.3706240E-05
1577.00,4.3651380E-05
1578.00,4.3596340E-05
1579.00,4.3540900E-05
1580.00,4.3484800E-05
1581.00,4.3422370E-05
1582.00,4.3359140E-05
1583.00,4.3295190E-05
1584.00,4.3230620E-05
1585.00,4.3165510E-05
1586.00,4.3099950E-05
1587.00,4.3034030E-05
1588.00,4.2967840E-05
1589.00,4.2901470E-05
1590.00,4.2835000E-05
1591.00,4.2771700E-05
1592.00,4.2708290E-05
1593.00,4.2644670E-05
1594.00,4.2580730E-05
1595.00,4.2516370E-05
1596.00,4.2451480E-05
1597.00,4.2385970E-05
1598.00,4.2319720E-05
1599.00,4.2252630E-05
1600.00,4.2184600E-05
1601.00,4.2112460E-05
1602.00,4.2039360E-05
1603.00,4.1965370E-05
1604.00,4.1890590E-05
1605.00,4.1815090E-05
1606.00,4.1738950E-05
1607.00,4.1662260E-05
1608.00,4.1585100E-05
1609.00,4.1507560E-05
1610.00,4.1429700E-05
1611.00,4.1355420E-05
1612.00,4.1280760E-05
1613.00,4.1205580E-05
1614.00,4.1129730E-05
1615.00,4.1053070E-05
1616.00,4.0975440E-05
1617.00,4.0896690E-05
1618.00,4.0816690E-05
1619.00,4.0735270E-05
1620.00,4.0652300E-05
1621.00,4.0561420E-05
1622.00,4.0469070E-05
1623.00,4.0375470E-05
1624.00,4.0280840E-05
1625.00,4.0185410E-05
1626.00,4.0089420E-05
1627.00,3.9993080E-05
1628.00,3.9896630E-05
1629.00,3.9800300E-05
1630.00,3.9704300E-05
1631.00,3.9615410E-05
1632.00,3.9526910E-05
1633.00,3.9438650E-05
1634.00,3.9350450E-05
1635.00,3.9262140E-05
1636.00,3.9173560E-05
1637.00,3.9084530E-05
1638.00,3.8994890E-05
1639.00,3.8904470E-05
1640.00,3.8813100E-05
1641.00,3.8716090E-05
1642.00,3.8618060E-05
1643.00,3.8519130E-05
1644.00,3.8419390E-05
1645.00,3.8318960E-05
1646.00,3.8217930E-05
1647.00,3.8116410E-05
1648.00,3.8014520E-05
1649.00,3.7912340E-05
1650.00,3.7810000E-05
1651.00,3.7711890E-05
1652.00,3.7613550E-05
1653.00,3.7514840E-05
1654.00,3.7415600E-05
1655.00,3.7315670E-05
1656.00,3.7214900E-05
1657.00,3.7113130E-05
1658.00,3.7010210E-05
1659.00,3.6905990E-05
1660.00,3.6800300E-05
1661.00,3.6687010E-05
1662.00,3.6572320E-05
1663.00,3.6456420E-05
1664.00,3.6339530E-05
1665.00,3.6221850E-05
1666.00,3.6103590E-05
1667.00,3.5984960E-05
1668.00,3.5866160E-05
1669.00,3.5747410E-05
1670.00,3.5628900E-05
1671.00,3.5513440E-05
1672.00,3.5398480E-05
1673.00,3.5284090E-05
1674.00,3.5170300E-05
1675.00,3.5057170E-05
1676.00,3.4944760E-05
1677.00,3.4833100E-05
1678.00,3.4722260E-05
1679.00,3.4612270E-05
1680.00,3.4503200E-05
1681.00,3.4395800E-05
1682.00,3.4289370E-05
1683.00,3.4183920E-05
1684.00,3.4079450E-05
1685.00,3.3975980E-05
1686.00,3.3873510E-05
1687.00,3.3772050E-05
1688.00,3.3671610E-05
1689.00,3.3572190E-05
1690.00,3.3473800E-05
1691.00,3.3374850E-05
1692.00,3.3277050E-05
1693.00,3.3180490E-05
1694.00,3.3085290E-05
1695.00,3.2991550E-05
1696.00,3.2899370E-05
1697.00,3.2808860E-05
1698.00,3.2720130E-05
1699.00,3.2633270E-05
1700.00,3.2548400E-05
1701.00,3.2468290E-05
1702.00,3.2390210E-05
1703.00,3.2314100E-05
1704.00,3.2239910E-05
1705.00,3.2167580E-05
1706.00,3.2097040E-05
1707.00,3.2028260E-05
1708.00,3.1961160E-05
1709.00,3.1895690E-05
1710.00,3.1831800E-05
1711.00,3.1769340E-05
1712.00,3.1708340E-05
1713.00,3.1648750E-05
1714.00,3.1590530E-05
1715.00,3.1533610E-05
1716.00,3.1477940E-05
1717.00,3.1423480E-05
1718.00,3.1370170E-05
1719.00,3.1317960E-05
1720.00,3.1266800E-05
1721.00,3.1212520E-05
1722.00,3.1159430E-05
1723.00,3.1107730E-05
1724.00,3.1057620E-05
1725.00,3.1009290E-05
1726.00,3.0962940E-05
1727.00,3.0918770E-05
1728.00,3.0876970E-05
1729.00,3.0837750E-05
1730.00,3.0801300E-05
1731.00,3.0773280E-05
1732.00,3.0748100E-05
1733.00,3.0725610E-05
1734.00,3.0705690E-05
1735.00,3.0688190E-05
1736.00,3.0673000E-05
1737.00,3.0659970E-05
1738.00,3.0648960E-05
1739.00,3.0639850E-05
1740.00,3.0632500E-05
1741.00,3.0628320E-05
1742.00,3.0625540E-05
1743.00,3.0623940E-05
1744.00,3.0623270E-05
1745.00,3.0623320E-05
1746.00,3.0623850E-05
1747.00,3.0624650E-05
1748.00,3.0625470E-05
1749.00,3.0626100E-05
1750.00,3.0626300E-05
1751.00,3.0624490E-05
1752.00,3.0621890E-05
1753.00,3.0618340E-05
1754.00,3.0613700E-05
1755.00,3.0607830E-05
1756.00,3.0600570E-05
1757.00,3.0591780E-05
1758.00,3.0581320E-05
1759.00,3.0569040E-05
1760.00,3.0554800E-05
1761.00,3.0536760E-05
1762.00,3.0516560E-05
1763.00,3.0494170E-05
1764.00,3.0469530E-05
1765.00,3.0442610E-05
1766.00,3.0413360E-05
1767.00,3.0381740E-05
1768.00,3.0347700E-05
1769.00,3.0311200E-05
1770.00,3.0272200E-05
1771.00,3.0229950E-05
1772.00,3.0185140E-05
1773.00,3.0137790E-05
1774.00,3.0087890E-05
1775.00,3.0035440E-05
1776.00,2.9980440E-05
1777.00,2.9922890E-05
1778.00,2.9862780E-05
1779.00,2.9800120E-05
1780.00,2.9734900E-05
1781.00,2.9665960E-05
1782.00,2.9594520E-05
1783.00,2.9520680E-05
1784.00,2.9444490E-05
1785.00,2.9366020E-05
1786.00,2.9285350E-05
1787.00,2.9202540E-05
1788.00,2.9117660E-05
1789.00,2.9030790E-05
1790.00,2.8942000E-05
1791.00,2.8850380E-05
1792.00,2.8757040E-05
1793.00,2.8662100E-05
1794.00,2.8565690E-05
1795.00,2.8467940E-05
1796.00,2.8368980E-05
1797.00,2.8268930E-05
1798.00,2.8167940E-05
1799.00,2.8066120E-05
1800.00,2.7963600E-05
1801.00,2.7865580E-05
1802.00,2.7766820E-05
1803.00,2.7667130E-05
1804.00,2.7566340E-05
1805.00,2.7464270E-05
1806.00,2.7360740E-05
1807.00,2.7255580E-05
1808.00,2.7148600E-05
1809.00,2.7039640E-05
1810.00,2.6928500E-05
1811.00,2.6805870E-05
1812.00,2.6681270E-05
1813.00,2.6555070E-05
1814.00,2.6427650E-05
1815.00,2.6299390E-05
1816.00,2.6170660E-05
1817.00,2.6041840E-05
1818.00,2.5913310E-05
1819.00,2.5785430E-05
1820.00,2.5658600E-05
1821.00,2.5539520E-05
1822.00,2.5421850E-05
1823.00,2.5305580E-05
1824.00,2.5190690E-05
1825.00,2.5077190E-05
1826.00,2.4965060E-05
1827.00,2.4854290E-05
1828.00,2.4744880E-05
1829.00,2.4636820E-05
1830.00,2.4530100E-05
1831.00,2.4423930E-05
1832.00,2.4319130E-05
1833.00,2.4215740E-05
1834.00,2.4113810E-05
1835.00,2.4013360E-05
1836.00,2.3914430E-05
1837.00,2.3817080E-05
1838.00,2.3721330E-05
1839.00,2.3627220E-05
1840.00,2.3534800E-05
1841.00,2.3439960E-05
1842.00,2.3347140E-05
1843.00,2.3256620E-05
1844.00,2.3168690E-05
1845.00,2.3083640E-05
1846.00,2.3001770E-05
1847.00,2.2923360E-05
1848.00,2.2848700E-05
1849.00,2.2778080E-05
1850.00,2.2711800E-05
1851.00,2.2667500E-05
1852.00,2.2627060E-05
1853.00,2.2589720E-05
1854.00,2.2554720E-05
1855.00,2.2521280E-05
1856.00,2.2488660E-05
1857.00,2.2456080E-05
1858.00,2.2422780E-05
1859.00,2.2388010E-05
1860.00,2.2351000E-05
1861.00,2.2285500E-05
1862.00,2.2217790E-05
1863.00,2.2148630E-05
1864.00,2.2078820E-05
1865.00,2.2009120E-05
1866.00,2.1940340E-05
1867.00,2.1873240E-05
1868.00,2.1808620E-05
1869.00,2.1747240E-05
1870.00,2.1689900E-05
1871.00,2.1665690E-05
1872.00,2.1645350E-05
1873.00,2.1627960E-05
1874.00,2.1612590E-05
1875.00,2.1598290E-05
1876.00,2.1584140E-05
1877.00,2.1569200E-05
1878.00,2.1552540E-05
1879.00,2.1533210E-05
1880.00,2.1510300E-05
1881.00,2.1460310E-05
1882.00,2.1406230E-05
1883.00,2.1348490E-05
1884.00,2.1287520E-05
1885.00,2.1223750E-05
1886.00,2.1157620E-05
1887.00,2.1089560E-05
1888.00,2.1019990E-05
1889.00,2.0949360E-05
1890.00,2.0878100E-05
1891.00,2.0811340E-05
1892.00,2.0744520E-05
1893.00,2.0677790E-05
1894.00,2.0611310E-05
1895.00,2.0545210E-05
1896.00,2.0479650E-05
1897.00,2.0414770E-05
1898.00,2.0350720E-05
1899.00,2.0287650E-05
1900.00,2.0225700E-05
1901.00,2.0167620E-05
1902.00,2.0110800E-05
1903.00,2.0055230E-05
1904.00,2.0000900E-05
1905.00,1.9947810E-05
1906.00,1.9895940E-05
1907.00,1.9845290E-05
1908.00,1.9795830E-05
1909.00,1.9747580E-05
1910.00,1.9700500E-05
1911.00,1.9651360E-05
1912.00,1.9603580E-05
1913.00,1.9557340E-05
1914.00,1.9512840E-05
1915.00,1.9470260E-05
1916.00,1.9429790E-05
1917.00,1.9391610E-05
1918.00,1.9355910E-05
1919.00,1.9322880E-05
1920.00,1.9292700E-05
1921.00,1.9274520E-05
1922.00,1.9259020E-05
1923.00,1.9245860E-05
1924.00,1.9234660E-05
1925.00,1.9225070E-05
1926.00,1.9216750E-05
1927.00,1.9209330E-05
1928.00,1.9202450E-05
1929.00,1.9195760E-05
1930.00,1.9188900E-05
1931.00,1.9177770E-05
1932.00,1.9165990E-05
1933.00,1.9153430E-05
1934.00,1.9139950E-05
1935.00,1.9125440E-05
1936.00,1.9109750E-05
1937.00,1.9092760E-05
1938.00,1.9074340E-05
1939.00,1.9054370E-05
1940.00,1.9032700E-05
1941.00,1.9004950E-05
1942.00,1.8975520E-05
1943.00,1.8944520E-05
1944.00,1.8912090E-05
1945.00,1.8878360E-05
1946.00,1.8843460E-05
1947.00,1.8807510E-05
1948.00,1.8770650E-05
1949.00,1.8733000E-05
1950.00,1.8694700E-05
1951.00,1.8659760E-05
1952.00,1.8624180E-05
1953.00,1.8587870E-05
1954.00,1.8550700E-05
1955.00,1.8512580E-05
1956.00,1.8473400E-05
1957.00,1.8433040E-05
1958.00,1.8391420E-05
1959.00,1.8348400E-05
1960.00,1.8303900E-05
1961.00,1.8257010E-05
1962.00,1.8208470E-05
1963.00,1.8158210E-05
1964.00,1.8106170E-05
1965.00,1.8052310E-05
1966.00,1.7996550E-05
1967.00,1.7938830E-05
1968.00,1.7879110E-05
1969.00,1.7817320E-05
1970.00,1.7753400E-05
1971.00,1.7684250E-05
1972.00,1.7613040E-05
1973.00,1.7539890E-05
1974.00,1.7464920E-05
1975.00,1.7388280E-05
1976.00,1.7310060E-05
1977.00,1.7230410E-05
1978.00,1.7149450E-05
1979.00,1.7067310E-05
1980.00,1.6984100E-05
1981.00,1.6901710E-05
1982.00,1.6818400E-05
1983.00,1.6734190E-05
1984.00,1.6649100E-05
1985.00,1.6563160E-05
1986.00,1.6476370E-05
1987.00,1.6388760E-05
1988.00,1.6300350E-05
1989.00,1.6211160E-05
1990.00,1.6121200E-05
1991.00,1.6028920E-05
1992.00,1.5936020E-05
1993.00,1.5842600E-05
1994.00,1.5748770E-05
1995.00,1.5654660E-05
1996.00,1.5560380E-05
1997.00,1.5466040E-05
1998.00,1.5371750E-05
1999.00,1.5277630E-05
2000.00,1.5183800E-05
2001.00,1.5092520E-05
2002.00,1.5001610E-05
2003.00,1.4911080E-05
2004.00,1.4820900E-05
2005.00,1.4731050E-05
2006.00,1.4641520E-05
2007.00,1.4552300E-05
2008.00,1.4463370E-05
2009.00,1.4374700E-05
2010.00,1.4286300E-05
2011.00,1.4197360E-05
2012.00,1.4108680E-05
2013.00,1.4020320E-05
2014.00,1.3932280E-05
2015.00,1.3844620E-05
2016.00,1.3757350E-05
2017.00,1.3670520E-05
2018.00,1.3584140E-05
2019.00,1.3498260E-05
2020.00,1.3412900E-05
2021.00,1.3327210E-05
2022.00,1.3242170E-05
2023.00,1.3157850E-05
2024.00,1.3074340E-05
2025.00,1.2991730E-05
2026.00,1.2910100E-05
2027.00,1.2829540E-05
2028.00,1.2750130E-05
2029.00,1.2671950E-05
2030.00,1.2595100E-05
2031.00,1.2521480E-05
2032.00,1.2449250E-05
2033.00,1.2378370E-05
2034.00,1.2308820E-05
2035.00,1.2240570E-05
2036.00,1.2173600E-05
2037.00,1.2107890E-05
2038.00,1.2043400E-05
2039.00,1.1980110E-05
2040.00,1.1918000E-05
2041.00,1.1856920E-05
2042.00,1.1796970E-05
2043.00,1.1738140E-05
2044.00,1.1680400E-05
2045.00,1.1623730E-05
2046.00,1.1568120E-05
2047.00,1.1513560E-05
2048.00,1.1460010E-05
2049.00,1.1407460E-05
2050.00,1.1355900E-05
2051.00,1.1306490E-05
2052.00,1.1257960E-05
2053.00,1.1210210E-05
2054.00,1.1163150E-05
2055.00,1.1116700E-05
2056.00,1.1070760E-05
2057.00,1.1025240E-05
2058.00,1.0980050E-05
2059.00,1.0935100E-05
2060.00,1.0890300E-05
2061.00,1.0844020E-05
2062.00,1.0797800E-05
2063.00,1.0751650E-05
2064.00,1.0705570E-05
2065.00,1.0659550E-05
2066.00,1.0613600E-05
2067.00,1.0567740E-05
2068.00,1.0521940E-05
2069.00,1.0476230E-05
2070.00,1.0430600E-05
2071.00,1.0385310E-05
2072.00,1.0340100E-05
2073.00,1.0294940E-05
2074.00,1.0249830E-05
2075.00,1.0204760E-05
2076.00,1.0159700E-05
2077.00,1.0114650E-05
2078.00,1.0069590E-05
2079.00,1.0024520E-05
2080.00,9.9794100E-06
2081.00,9.9335210E-06
2082.00,9.8876190E-06
2083.00,9.8417350E-06
2084.00,9.7959000E-06
2085.00,9.7501460E-06
2086.00,9.7045050E-06
2087.00,9.6590090E-06
2088.00,9.6136880E-06
2089.00,9.5685740E-06
2090.00,9.5237000E-06
2091.00,9.4808750E-06
2092.00,9.4382450E-06
2093.00,9.3957330E-06
2094.00,9.3532630E-06
2095.00,9.3107580E-06
2096.00,9.2681430E-06
2097.00,9.2253410E-06
2098.00,9.1822750E-06
2099.00,9.1388700E-06
2100.00,9.0950500E-06
2101.00,9.0480940E-06
2102.00,9.0007300E-06
2103.00,8.9530410E-06
2104.00,8.9051130E-06
2105.00,8.8570290E-06
2106.00,8.8088730E-06
2107.00,8.7607300E-06
2108.00,8.7126820E-06
2109.00,8.6648140E-06
2110.00,8.6172100E-06
2111.00,8.5697880E-06
2112.00,8.5228070E-06
2113.00,8.4763630E-06
2114.00,8.4305490E-06
2115.00,8.3854590E-06
2116.00,8.3411880E-06
2117.00,8.2978300E-06
2118.00,8.2554780E-06
2119.00,8.2142260E-06
2120.00,8.1741700E-06
2121.00,8.1352100E-06
2122.00,8.0976440E-06
2123.00,8.0615790E-06
2124.00,8.0271210E-06
2125.00,7.9943740E-06
2126.00,7.9634450E-06
2127.00,7.9344390E-06
2128.00,7.9074620E-06
2129.00,7.8826210E-06
2130.00,7.8600200E-06
2131.00,7.8419910E-06
2132.00,7.8262790E-06
2133.00,7.8128550E-06
2134.00,7.8016910E-06
2135.00,7.7927570E-06
2136.00,7.7860240E-06
2137.00,7.7814630E-06
2138.00,7.7790440E-06
2139.00,7.7787400E-06
2140.00,7.7805200E-06
2141.00,7.7836940E-06
2142.00,7.7889340E-06
2143.00,7.7962520E-06
2144.00,7.8056590E-06
2145.00,7.8171660E-06
2146.00,7.8307830E-06
2147.00,7.8465220E-06
2148.00,7.8643940E-06
2149.00,7.8844090E-06
2150.00,7.9065800E-06
2151.00,7.9312820E-06
2152.00,7.9581380E-06
2153.00,7.9871380E-06
2154.00,8.0182710E-06
2155.00,8.0515250E-06
2156.00,8.0868900E-06
2157.00,8.1243540E-06
2158.00,8.1639060E-06
2159.00,8.2055350E-06
2160.00,8.2492300E-06
2161.00,8.2975320E-06
2162.00,8.3477240E-06
2163.00,8.3996390E-06
2164.00,8.4531110E-06
2165.00,8.5079760E-06
2166.00,8.5640660E-06
2167.00,8.6212160E-06
2168.00,8.6792610E-06
2169.00,8.7380340E-06
2170.00,8.7973700E-06
2171.00,8.8568290E-06
2172.00,8.9165350E-06
2173.00,8.9763400E-06
2174.00,9.0360950E-06
2175.00,9.0956500E-06
2176.00,9.1548560E-06
2177.00,9.2135650E-06
2178.00,9.2716260E-06
2179.00,9.3288910E-06
2180.00,9.3852100E-06
2181.00,9.4378150E-06
2182.00,9.4893360E-06
2183.00,9.5397810E-06
2184.00,9.5891600E-06
2185.00,9.6374830E-06
2186.00,9.6847590E-06
2187.00,9.7309990E-06
2188.00,9.7762100E-06
2189.00,9.8204040E-06
2190.00,9.8635900E-06
2191.00,9.9066960E-06
2192.00,9.9487580E-06
2193.00,9.9897290E-06
2194.00,1.0029560E-05
2195.00,1.0068210E-05
2196.00,1.0105630E-05
2197.00,1.0141780E-05
2198.00,1.0176600E-05
2199.00,1.0210060E-05
2200.00,1.0242100E-05
2201.00,1.0273590E-05
2202.00,1.0303510E-05
2203.00,1.0331770E-05
2204.00,1.0358270E-05
2205.00,1.0382910E-05
2206.00,1.0405580E-05
2207.00,1.0426180E-05
2208.00,1.0444620E-05
2209.00,1.0460800E-05
2210.00,1.0474600E-05
2211.00,1.0481740E-05
2212.00,1.0486560E-05
2213.00,1.0489220E-05
2214.00,1.0489880E-05
2215.00,1.0488680E-05
2216.00,1.0485770E-05
2217.00,1.0481320E-05
2218.00,1.0475470E-05
2219.00,1.0468380E-05
2220.00,1.0460200E-05
2221.00,1.0456240E-05
2222.00,1.0451180E-05
2223.00,1.0444870E-05
2224.00,1.0437150E-05
2225.00,1.0427860E-05
2226.00,1.0416840E-05
2227.00,1.0403940E-05
2228.00,1.0388980E-05
2229.00,1.0371820E-05
2230.00,1.0352300E-05
2231.00,1.0322830E-05
2232.00,1.0291130E-05
2233.00,1.0257490E-05
2234.00,1.0222190E-05
2235.00,1.0185540E-05
2236.00,1.0147820E-05
2237.00,1.0109330E-05
2238.00,1.0070350E-05
2239.00,1.0031180E-05
2240.00,9.9921000E-06
2241.00,9.9599890E-06
2242.00,9.9281600E-06
2243.00,9.8965030E-06
2244.00,9.8649120E-06
2245.00,9.8332800E-06
2246.00,9.8014980E-06
2247.00,9.7694600E-06
2248.00,9.7370580E-06
2249.00,9.7041830E-06
2250.00,9.6707300E-06
2251.00,9.6345010E-06
2252.00,9.5976050E-06
2253.00,9.5600600E-06
2254.00,9.5218860E-06
2255.00,9.4831010E-06
2256.00,9.4437250E-06
2257.00,9.4037770E-06
2258.00,9.3632760E-06
2259.00,9.3222400E-06
2260.00,9.2806900E-06
2261.00,9.2388820E-06
2262.00,9.1965830E-06
2263.00,9.1537970E-06
2264.00,9.1105290E-06
2265.00,9.0667840E-06
2266.00,9.0225660E-06
2267.00,8.9778800E-06
2268.00,8.9327300E-06
2269.00,8.8871220E-06
2270.00,8.8410600E-06
2271.00,8.7934090E-06
2272.00,8.7453820E-06
2273.00,8.6970530E-06
2274.00,8.6484960E-06
2275.00,8.5997840E-06
2276.00,8.5509900E-06
2277.00,8.5021900E-06
2278.00,8.4534550E-06
2279.00,8.4048610E-06
2280.00,8.3564800E-06
2281.00,8.3068190E-06
2282.00,8.2576140E-06
2283.00,8.2090340E-06
2284.00,8.1612470E-06
2285.00,8.1144220E-06
2286.00,8.0687280E-06
2287.00,8.0243320E-06
2288.00,7.9814050E-06
2289.00,7.9401150E-06
2290.00,7.9006300E-06
2291.00,7.8704010E-06
2292.00,7.8418720E-06
2293.00,7.8147730E-06
2294.00,7.7888300E-06
2295.00,7.7637700E-06
2296.00,7.7393210E-06
2297.00,7.7152100E-06
2298.00,7.6911650E-06
2299.00,7.6669120E-06
2300.00,7.6421800E-06
2301.00,7.6126160E-06
2302.00,7.5822750E-06
2303.00,7.5511300E-06
2304.00,7.5191570E-06
2305.00,7.4863290E-06
2306.00,7.4526220E-06
2307.00,7.4180100E-06
2308.00,7.3824680E-06
2309.00,7.3459700E-06
2310.00,7.3084900E-06
2311.00,7.2670440E-06
2312.00,7.2247450E-06
2313.00,7.1817470E-06
2314.00,7.1382040E-06
2315.00,7.0942710E-06
2316.00,7.0501000E-06
2317.00,7.0058470E-06
2318.00,6.9616650E-06
2319.00,6.9177080E-06
2320.00,6.8741300E-06
2321.00,6.8336050E-06
2322.00,6.7936130E-06
2323.00,6.7541580E-06
2324.00,6.7152390E-06
2325.00,6.6768580E-06
2326.00,6.6390170E-06
2327.00,6.6017160E-06
2328.00,6.5649570E-06
2329.00,6.5287410E-06
2330.00,6.4930700E-06
2331.00,6.4587160E-06
2332.00,6.4248620E-06
2333.00,6.3914630E-06
2334.00,6.3584730E-06
2335.00,6.3258470E-06
2336.00,6.2935390E-06
2337.00,6.2615040E-06
2338.00,6.2296960E-06
2339.00,6.1980700E-06
2340.00,6.1665800E-06
2341.00,6.1322010E-06
2342.00,6.0980470E-06
2343.00,6.0642550E-06
2344.00,6.0309590E-06
2345.00,5.9982940E-06
2346.00,5.9663960E-06
2347.00,5.9353990E-06
2348.00,5.9054390E-06
2349.00,5.8766510E-06
2350.00,5.8491700E-06
2351.00,5.8278290E-06
2352.00,5.8077810E-06
2353.00,5.7888750E-06
2354.00,5.7709630E-06
2355.00,5.7538940E-06
2356.00,5.7375200E-06
2357.00,5.7216900E-06
