# ********************
# Shot #203785
# B-II line brightness
# Wavelength range (Å): [4119.5, 4123] 
# ********************
time (s),Line brightness (photons/cm^2/ster/s),SX/B,Flux BII (molecules/s)
1e-06,21018077262684.984,64.82414467199595,7.113530480465782e+16
0.02000100000000002,22651717467468.72,64.82485868463235,7.666517514920237e+16
0.040001000000000037,846603757735.8958,64.82667788959391,2865427176403794.5
0.060001000000000054,1807997858718.0527,64.81014508540268,6117814759271774.0
0.08000100000000007,17263835525372.377,64.77686379983096,5.8386524567787544e+16
0.10000100000000009,16730285304635.031,65.29098103821065,5.703112764762525e+16
0.12000100000000011,4508209277575.516,66.42101007287866,1.5633814748815488e+16
0.14000100000000013,26226232625331.633,66.9674120280082,9.169693982453526e+16
0.16000100000000014,14331069568313.535,69.76045827843382,5.219673604092297e+16
0.18000099999999994,-5888674913893.891,71.67203638812633,-2.2035491462460412e+16
0.20000099999999996,6541444952567.965,70.85614132687468,2.4199511898645116e+16
0.22000099999999997,5566313837936.764,72.35526721759143,2.1027771937820576e+16
0.240001,5999498016088.703,71.91823161389232,2.252730979718423e+16
0.260001,11594478426893.127,72.13103311261114,4.36645296941293e+16
0.280001,13273752555930.133,75.53128387098009,5.2345096128906024e+16
0.300001,9077659406757.234,76.20847032077097,3.611873619832251e+16
0.32000100000000004,1521006500948.6262,76.04851756462187,6039169796529586.0
0.34000100000000005,10317965449911.61,76.9071824153439,4.143013872270965e+16
0.36000100000000007,9325041934903.764,78.54963476676677,3.824286152839595e+16
0.3800010000000001,11782504307164.832,77.64665863201618,4.7765661443122616e+16
0.4000010000000001,16792755040564.555,69.70813417805847,6.1116831205348936e+16
0.4200009999999999,2693371407310.203,65.3107963622818,9184100809334120.0
0.4400009999999999,-1363808705692.7266,62.83066932387462,-4473841172706450.0
0.46000099999999994,8263408521614.484,65.93565538671022,2.8446901465270012e+16
0.48000099999999996,9961021965737.955,78.3106513672432,4.072678721371947e+16
0.500001,14884585332875.9,90.48637860910384,7.031943378616215e+16
0.520001,-2412563348235.1025,101.12587927599914,-1.273785948971215e+16
0.5400010000000001,16197716313630.113,106.27483094181363,8.9875150094486e+16
0.5600010000000001,37985045796067.73,111.0147028201487,2.201651484603377e+17
0.5800010000000001,26428586182442.28,101.41913521989218,1.399423786021467e+17
0.6000010000000001,2958492404788.0664,75.32872948959461,1.1635539335236276e+16
