label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Gaussian;433.21013235894543;589493469812.0267;0.21437251610568753;;;
2;Gaussian;432.9767710719777;451460435185.32574;0.035524003282028094;;;
3;Gaussian;432.8902172790031;544951438302.3275;0.22845900950948517;;;
4;Gaussian;432.60649311804025;688066694439.1793;0.25694885162313996;;;
5;Gaussian;431.64840926006025;1026571929317.0637;0.11622923329106527;;;
6;Gaussian;431.51469741377906;1231531454681.4011;0.09964198314367234;;;
7;Gaussian;431.2538154576995;556258359204.8969;0.07217364797784676;;;
8;Gaussian;431.058016828868;1320013665858.6062;0.1021736443884591;;;
9;Gaussian;430.91678015658556;1516357272682.7405;0.12890706971439014;;;
10;Gaussian;430.6324435543541;2003618200777.497;0.11858789373235812;;;
11;Gaussian;430.31323982778605;1121083168925.6199;0.15902185245552092;;;
12;Gaussian;430.08730138104676;774177631055.0638;0.09549862313116275;;;
13;Gaussian;429.7842432031305;1415339420520.255;0.09235547579369285;;;
14;Gaussian;429.6864897894727;1034493711971.4893;0.08065614685212052;;;
