label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Gaussian;433.1960174791062;345062209989.1767;0.21242730668592502;;;
2;Gaussian;432.97628206802085;311737098714.9616;0.02467437092197322;;;
3;Gaussian;432.8791879811926;340254520860.22375;0.21821566327326902;;;
4;Gaussian;432.60481818717744;495433562215.5371;0.2362919920854134;;;
5;Gaussian;431.6590794442408;760607689827.6407;0.10864138735756645;;;
6;Gaussian;431.523732903226;952472989488.3517;0.10528564124193673;;;
7;Gaussian;431.2625654523088;440881513885.41797;0.07904025532806669;;;
8;Gaussian;431.0448109500178;1015880283079.209;0.13917933890246204;;;
9;Gaussian;430.90745743480534;995962414836.0763;0.10494587805870426;;;
10;Gaussian;430.63647726581246;1349713082767.8386;0.11510111009087609;;;
11;Gaussian;430.3210902694624;752976554685.1039;0.1526230951964913;;;
12;Gaussian;430.0953297991174;531559524943.6525;0.10232479217883172;;;
13;Gaussian;429.79549898209484;890175891675.0482;0.09246737948200856;;;
14;Gaussian;429.6872403605664;611758000757.4465;0.08843614387959997;;;
