label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Gaussian;433.21974818550115;396387880262.7814;0.25517198247200223;;;
2;Gaussian;432.9601894448799;303570847262.69147;0.08576869631605755;;;
3;Gaussian;432.71422629759144;488832910437.8112;0.47242689758227874;;;
4;Gaussian;432.52456988445687;296300828387.4122;0.08175460383353927;;;
5;Gaussian;431.63458774885197;825697987258.0698;0.10942036170660252;;;
6;Gaussian;431.50463503167214;985445177388.7853;0.09562784203620556;;;
7;Gaussian;431.24993046748654;362895542438.35077;0.06841600715876694;;;
8;Gaussian;431.0473266577462;982989625471.4269;0.10217047143050717;;;
9;Gaussian;430.91004818392355;1055535379796.1289;0.12909329237569267;;;
10;Gaussian;430.6194300990149;1346020298086.3164;0.13248757204366024;;;
11;Gaussian;430.3067387057904;789149238536.3845;0.16878569556679768;;;
12;Gaussian;430.07418538646755;578198856813.2062;0.09916564990400945;;;
13;Gaussian;429.77273100717116;986127008176.7294;0.1043616357263133;;;
14;Gaussian;429.6710566521216;682961452673.3221;0.07753118097379996;;;
