label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Gaussian;433.1987782016665;394141170818.68823;0.19151886992346823;;;
2;Gaussian;432.98089615449817;246899371690.01678;0.035838647952768365;;;
3;Gaussian;432.85177353334177;410869522803.16656;0.30864615216160685;;;
4;Gaussian;432.5805082707104;531905524640.5443;0.20957421385624508;;;
5;Gaussian;431.65899498271415;868386898223.2344;0.1096239931648979;;;
6;Gaussian;431.52000001357874;1016675318560.9243;0.09849233839187566;;;
7;Gaussian;431.26572724871585;382072541697.5957;0.08007469369650799;;;
8;Gaussian;431.05523514068045;1050304744442.1666;0.11727549956016547;;;
9;Gaussian;430.9237651121563;1096756600123.4403;0.12454433274401433;;;
10;Gaussian;430.6352344979412;1486944543450.334;0.11963116765558723;;;
11;Gaussian;430.3202416871424;858606948947.0878;0.1539603593184835;;;
12;Gaussian;430.0940365853105;513882643570.37823;0.1005603190931681;;;
13;Gaussian;429.79411332791307;1111626804931.1616;0.08665342055246272;;;
14;Gaussian;429.69602804596025;743250610987.703;0.09834780100409501;;;
