label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Gaussian;433.2147871097301;517848794124.5932;0.2776426223810802;;;
2;Gaussian;432.97571886414016;612428370216.0896;0.02083899808144052;;;
3;Gaussian;432.8803514053202;528242379879.96606;0.23419693082170623;;;
4;Gaussian;432.6016535434754;621927002569.856;0.24755962819160704;;;
5;Gaussian;431.64729968491554;856821527855.0293;0.11400993721485397;;;
6;Gaussian;431.5131783764259;1035975517724.9924;0.09993010383276824;;;
7;Gaussian;431.25734818477343;421705410714.939;0.0781155274240164;;;
8;Gaussian;431.0510619327972;1227039236953.047;0.11159472615970278;;;
9;Gaussian;430.9164169492592;1232771881933.6333;0.12502627921713305;;;
10;Gaussian;430.62867226638315;1687537563659.3142;0.11466435427851529;;;
11;Gaussian;430.306066745098;998639174831.3514;0.1429913895151902;;;
12;Gaussian;430.08572508727764;649090956622.9298;0.09111917313879836;;;
13;Gaussian;429.7861726903418;1212951481178.3813;0.09338472348723315;;;
14;Gaussian;429.6798990506454;962022203050.246;0.08789347916381418;;;
