label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Gaussian;433.2344179774018;444606182742.6307;0.3057525970717845;;;
2;Gaussian;432.95281348846146;457297028741.305;0.11243602749709813;;;
3;Gaussian;432.8354915766369;369917807413.46497;0.10391941761759282;;;
4;Gaussian;432.61823585247754;560579082700.813;0.3029499165248861;;;
5;Gaussian;431.64769757446754;862178438020.3109;0.10982369349818999;;;
6;Gaussian;431.5112357461942;1060445023392.4977;0.0962648619384221;;;
7;Gaussian;431.25569003741276;440325487780.3707;0.07860359523177429;;;
8;Gaussian;431.05202866499;1146654836945.9119;0.11043970009342319;;;
9;Gaussian;430.9133390420185;1114650107703.6587;0.1251544445897368;;;
10;Gaussian;430.6243021201776;1506954160434.6587;0.11391846547906814;;;
11;Gaussian;430.31226961237815;810379057688.6688;0.15353653942868917;;;
12;Gaussian;430.0879104863515;617940754284.5968;0.09439915055360348;;;
13;Gaussian;429.78297844678804;1142435144159.932;0.08734523132595262;;;
14;Gaussian;429.6831856290279;826433648996.6522;0.0916009106373683;;;
