label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Gaussian;433.2083450642436;762228991766.2892;0.19466693597215423;;;
2;Gaussian;432.97649650599124;572393425719.3899;0.03128126638386464;;;
3;Gaussian;432.89506983996216;663772573444.3522;0.2409322648250556;;;
4;Gaussian;432.61350824391076;835500407580.3806;0.27326512099811184;;;
5;Gaussian;431.65041016972657;1123241801476.7688;0.11112757382170102;;;
6;Gaussian;431.5194595255824;1413752494854.1504;0.10033172894537978;;;
7;Gaussian;431.25691396240194;557184785035.7809;0.0708097408351982;;;
8;Gaussian;431.05374698095034;1391488595268.0974;0.11561641780577503;;;
9;Gaussian;430.91589613304205;1491158587342.296;0.12576321787574063;;;
10;Gaussian;430.63080596399726;2115535839618.3503;0.12013031560155207;;;
11;Gaussian;430.3169760853656;1167926974421.2546;0.16239648674234441;;;
12;Gaussian;430.0792772705278;759057140174.8842;0.10156328473241993;;;
13;Gaussian;429.7862630858174;1659815527169.5803;0.09736560162836305;;;
14;Gaussian;429.68238466902017;1113943986229.5205;0.0804966489847514;;;
