time (s),dT1 (C),dT2 (C),dT3 (C),dT4 (C),dT5 (C)
69.25,10.75,14.75,15.0,12.75,18.25
69.3,10.75,14.75,15.0,12.75,18.25
69.35000000000001,10.75,14.75,15.0,12.75,18.25
69.4,10.75,14.75,15.0,12.75,18.25
69.45,10.75,14.75,15.0,12.75,18.25
69.5,10.75,14.75,15.0,12.75,18.25
69.55,10.75,14.75,15.0,12.75,18.25
69.60000000000001,10.75,14.75,15.25,12.75,18.25
69.65,10.75,14.75,15.25,12.75,18.25
69.7,10.75,14.75,15.25,12.75,18.25
69.75,10.75,14.75,15.0,12.75,18.25
69.8,10.75,14.75,15.0,12.75,18.25
69.85000000000001,10.75,14.75,15.0,12.75,18.25
69.9,10.75,14.75,15.0,12.75,18.25
69.95,10.75,14.75,15.0,12.75,18.25
70.0,10.75,14.75,15.0,12.75,18.25
70.05,10.75,14.75,15.0,12.75,18.25
70.10000000000001,10.75,14.75,15.0,12.74999999999929,18.25
70.15,10.75,14.75,15.0,12.5,18.25
70.2,10.75,14.75,15.0,12.75,18.25
70.25,10.75,14.75,15.0,12.75,18.25
70.3,10.75,14.75,15.0,12.5,18.25
70.35000000000001,10.75,14.75,15.0,12.75,18.25
70.4,10.75,14.75,15.0,12.75,18.25
70.45,10.75,14.75,15.0,12.5,18.25
70.5,10.75,14.75,15.0,12.5,18.25
70.55,10.75,14.75,15.0,12.5,18.25
70.60000000000001,10.75,14.75,15.0,12.5,18.25
70.65,10.75,14.75,15.0,12.5,18.25
70.7,10.75,14.75,15.0,12.5,18.25
70.75,10.75,14.75,15.0,12.5,18.25
70.8,10.75,14.75,15.0,12.5,18.25
70.85000000000001,10.75,14.75,15.0,12.5,18.25
70.9,10.5,14.75,15.0,12.5,18.25
70.95,10.75,14.75,15.0,12.5,18.25
71.0,10.75,14.75,15.0,12.5,18.25
71.05,10.75,14.75,15.0,12.5,18.25
71.10000000000001,10.75,14.75,15.0,12.5,18.25
71.15,10.75,14.75,15.0,12.5,18.25
71.2,10.75,14.75,15.0,12.5,18.25
71.25,10.5,14.75,15.0,12.5,18.25
71.3,10.5,14.75,15.0,12.5,18.25
71.35000000000001,10.75,14.75,15.0,12.5,18.25
71.4,10.75,14.75,15.0,12.5,18.25
71.45,10.75,14.75,15.0,12.5,18.25
71.5,10.5,14.75,15.0,12.75,18.25
71.55,10.5,14.75,15.0,12.5,18.25
71.60000000000001,10.5,14.75,15.0,12.5,18.25
71.65,10.5,14.75,15.0,12.5,18.25
71.7,10.5,14.75,15.0,12.5,18.25
71.75,10.5,14.75,15.0,12.5,18.25
71.8,10.75,14.75,15.0,12.5,18.25
71.85000000000001,10.75,14.75,15.0,12.5,18.25
71.9,10.75,14.75,15.0,12.5,18.25
71.95,10.5,14.5,15.0,12.5,18.25
72.0,10.5,14.75,15.0,12.5,18.25
72.05,10.5,14.75,15.0,12.5,18.25
72.10000000000001,10.5,14.75,15.0,12.5,18.25
72.15,10.75,14.75,15.0,12.5,18.25
72.2,10.75,14.75,15.0,12.5,18.25
72.25,10.5,14.75,15.0,12.5,18.25
72.3,10.75,14.75,15.0,12.5,18.25
72.35000000000001,10.75,14.75,15.0,12.5,18.25
72.4,10.5,14.75,15.0,12.5,18.25
72.45,10.75,14.75,15.0,12.5,18.25
72.5,10.75,14.75,15.0,12.5,18.25
72.55,10.75,14.75,15.0,12.5,18.25
72.60000000000001,10.5,14.5,15.0,12.5,18.25
72.65,10.5,14.5,15.0,12.5,18.25
72.7,10.75,14.75,15.0,12.5,18.25
72.75,10.5,14.5,15.0,12.5,18.25
72.8,10.5,14.5,15.0,12.5,18.25
72.85000000000001,10.5,14.75,15.0,12.5,18.25
72.9,10.75,14.75,15.0,12.5,18.25
72.95,10.75,14.75,15.0,12.5,18.25
73.0,10.5,14.75,15.0,12.5,18.25
73.05,10.75,14.5,15.0,12.5,18.25
73.10000000000001,10.75,14.5,15.0,12.5,18.25
73.15,10.5,14.5,15.0,12.5,18.25
73.2,10.5,14.5,15.0,12.5,18.25
73.25,10.5,14.75,15.0,12.5,18.25
73.3,10.5,14.75,15.0,12.5,18.25
73.35000000000001,10.5,14.75,15.0,12.5,18.25
73.4,10.5,14.75,15.0,12.5,18.25
73.45,10.5,14.75,15.0,12.5,18.25
73.5,10.5,14.5,15.0,12.5,18.25
73.55,10.5,14.5,15.0,12.5,18.25
73.60000000000001,10.5,14.5,15.0,12.5,18.0
73.65,10.5,14.5,15.0,12.5,18.0
73.7,10.5,14.75,15.0,12.5,18.0
73.75,10.5,14.75,15.0,12.5,18.25
73.8,10.5,14.75,15.0,12.5,18.25
73.85000000000001,10.5,14.5,15.0,12.5,18.0
73.9,10.5,14.5,15.0,12.5,18.0
73.95,10.5,14.75,15.0,12.5,18.0
74.0,10.5,14.5,15.0,12.5,18.0
74.05,10.5,14.5,15.0,12.5,18.25
74.10000000000001,10.75,14.75,15.0,12.5,18.25
74.15,10.5,14.75,15.0,12.5,18.25
74.2,10.5,14.75,15.0,12.5,18.25
74.25,10.5,14.5,15.0,12.5,18.25
74.3,10.5,14.5,15.0,12.5,18.0
74.35000000000001,10.5,14.5,15.0,12.5,18.0
74.4,10.5,14.5,15.0,12.5,18.0
74.45,10.5,14.5,15.0,12.5,18.0
74.5,10.5,14.5,15.0,12.5,18.25
74.55,10.5,14.5,15.0,12.5,18.25
74.60000000000001,10.5,14.75,15.0,12.5,18.0
74.65,10.5,14.75,14.75,12.5,18.0
74.7,10.5,14.75,14.75,12.5,18.0
74.75,10.5,14.5,15.0,12.5,18.0
74.8,10.5,14.5,15.0,12.5,18.0
74.85000000000001,10.5,14.5,15.0,12.5,18.0
74.9,10.5,14.5,15.0,12.5,18.0
74.95,10.5,14.5,15.0,12.5,18.0
75.0,10.5,14.5,15.0,12.5,18.0
75.05,10.5,14.5,15.0,12.5,18.0
75.10000000000001,10.5,14.5,15.0,12.5,18.0
75.15,10.5,14.5,15.0,12.5,18.0
75.2,10.5,14.75,15.0,12.5,18.0
75.25,10.5,14.75,15.0,12.5,18.0
75.3,10.5,14.5,15.0,12.5,18.0
75.35000000000001,10.5,14.5,15.0,12.5,18.0
75.4,10.5,14.5,15.0,12.5,18.0
75.45,10.5,14.5,15.0,12.5,18.0
75.5,10.5,14.5,15.0,12.5,18.0
75.55,10.5,14.5,15.0,12.5,18.0
75.60000000000001,10.5,14.5,15.0,12.5,18.0
75.65,10.5,14.5,15.0,12.5,18.0
75.7,10.5,14.5,15.0,12.5,18.0
75.75,10.5,14.5,15.0,12.5,18.0
75.8,10.5,14.5,15.0,12.5,18.0
75.85000000000001,10.5,14.5,15.0,12.5,18.0
75.9,10.5,14.5,15.0,12.5,18.0
75.95,10.5,14.5,15.0,12.25,18.0
76.0,10.5,14.5,15.0,12.25,18.0
76.05,10.5,14.5,15.0,12.5,18.0
76.10000000000001,10.5,14.5,15.0,12.25,18.0
76.15,10.5,14.5,15.0,12.25,18.0
76.2,10.5,14.5,15.0,12.5,18.0
76.25,10.5,14.5,15.0,12.5,18.0
76.3,10.5,14.5,15.0,12.5,18.0
76.35000000000001,10.5,14.5,15.0,12.5,18.0
76.4,10.5,14.5,15.0,12.5,18.0
76.45,10.5,14.5,15.0,12.5,18.0
76.5,10.5,14.5,15.0,12.5,18.0
76.55,10.5,14.5,15.0,12.25,18.0
76.60000000000001,10.5,14.5,15.0,12.25,18.0
76.65,10.5,14.5,14.75,12.25,18.0
76.7,10.5,14.5,14.75,12.5,18.0
76.75,10.5,14.5,15.0,12.5,18.0
76.80000000000001,10.5,14.5,15.0,12.5,18.0
76.85000000000001,10.5,14.5,15.0,12.49999999999929,18.0
76.9,10.5,14.5,15.0,12.25,18.0
76.95,10.5,14.5,14.75,12.25,18.0
77.0,10.5,14.5,14.75,12.5,18.0
77.05000000000001,10.5,14.5,15.0,12.5,18.0
77.10000000000001,10.5,14.5,14.75,12.49999999999929,18.0
77.15,10.5,14.5,14.75,12.25,18.0
77.2,10.5,14.5,14.75,12.25,18.0
77.25,10.5,14.5,15.0,12.25,18.0
77.30000000000001,10.5,14.5,15.0,12.25,18.0
77.35000000000001,10.5,14.5,14.75,12.25,18.0
77.4,10.5,14.5,15.0,12.25,18.0
77.45,10.5,14.5,15.0,12.25,18.0
77.5,10.5,14.5,14.75,12.25,18.0
77.55000000000001,10.5,14.5,15.0,12.25,18.0
77.60000000000001,10.5,14.5,15.0,12.25,18.0
77.65,10.5,14.5,14.75,12.25,18.0
77.7,10.5,14.5,15.0,12.25,18.0
77.75,10.5,14.5,15.0,12.25,18.0
77.80000000000001,10.5,14.5,14.75,12.25,18.0
77.85000000000001,10.5,14.5,14.75,12.25,18.0
77.9,10.5,14.5,14.75,12.25,18.0
77.95,10.5,14.5,14.75,12.25,18.0
78.0,10.5,14.5,14.75,12.25,18.0
78.05000000000001,10.5,14.5,14.75,12.25,18.0
78.10000000000001,10.5,14.5,14.75,12.25,18.0
78.15,10.5,14.5,14.75,12.25,18.0
78.2,10.5,14.5,14.75,12.25,18.0
78.25,10.5,14.5,14.75,12.25,18.0
78.30000000000001,10.5,14.5,14.75,12.25,18.0
78.35000000000001,10.5,14.5,14.75,12.25,18.0
78.4,10.5,14.5,14.75,12.25,18.0
78.45,10.5,14.5,14.75,12.25,18.0
78.5,10.5,14.5,14.75,12.25,18.0
78.55000000000001,10.5,14.5,14.75,12.25,18.0
78.60000000000001,10.5,14.5,14.75,12.25,18.0
78.65,10.5,14.5,14.75,12.25,18.0
78.7,10.5,14.5,14.75,12.25,18.0
78.75,10.5,14.5,14.75,12.25,18.0
78.80000000000001,10.5,14.5,14.75,12.25,18.0
78.85000000000001,10.5,14.5,14.75,12.25,18.0
78.9,10.5,14.5,14.75,12.25,18.0
78.95,10.5,14.5,14.75,12.25,18.0
79.0,10.5,14.5,14.75,12.25,18.0
79.05000000000001,10.5,14.5,14.75,12.25,18.0
79.10000000000001,10.5,14.5,15.0,12.25,18.0
79.15,10.5,14.5,15.0,12.25,18.0
79.2,10.5,14.5,14.75,12.25,18.0
79.25,10.5,14.5,14.75,12.25,18.0
79.30000000000001,10.5,14.5,14.75,12.25,18.0
79.35000000000001,10.5,14.5,14.75,12.25,18.0
79.4,10.5,14.5,14.75,12.25,18.0
79.45,10.5,14.5,14.75,12.25,18.0
79.5,10.5,14.5,14.75,12.25,18.0
79.55000000000001,10.5,14.5,14.75,12.25,18.0
79.60000000000001,10.5,14.5,14.75,12.25,18.0
79.65,10.5,14.5,14.75,12.25,18.0
79.7,10.5,14.5,14.75,12.25,18.0
79.75,10.5,14.5,14.75,12.25,18.0
79.80000000000001,10.5,14.5,14.75,12.25,18.0
79.85000000000001,10.5,14.5,14.75,12.25,18.0
79.9,10.5,14.5,14.75,12.25,18.0
79.95,10.5,14.5,14.75,12.25,18.0
80.0,10.5,14.5,14.75,12.25,18.0
80.05000000000001,10.5,14.5,14.75,12.25,18.0
80.10000000000001,10.5,14.5,14.75,12.25,18.0
80.15,10.5,14.5,14.75,12.25,18.0
80.2,10.5,14.5,14.75,12.0,18.0
80.25,10.5,14.5,14.75,12.25,18.0
80.30000000000001,10.5,14.5,14.75,12.25,18.0
80.35000000000001,10.5,14.5,14.75,12.25,18.0
80.4,10.5,14.5,14.75,12.25,18.0
80.45,10.5,14.5,14.75,12.25,18.0
80.5,10.5,14.5,14.75,12.25,18.0
80.55000000000001,10.5,14.5,14.75,12.0,17.99999999999929
80.60000000000001,10.5,14.5,14.75,12.0,17.75
80.65,10.5,14.5,14.75,12.0,17.75
80.7,10.5,14.5,14.75,12.0,18.0
80.75,10.5,14.5,14.75,12.0,18.0
80.80000000000001,10.5,14.5,14.75,12.0,17.99999999999929
80.85000000000001,10.5,14.5,14.75,12.0,17.75000000000071
80.9,10.5,14.5,14.75,12.0,18.0
80.95,10.5,14.5,14.75,12.25,18.0
81.0,9.25,14.25,14.75,12.0,18.0
81.05000000000001,9.25,14.25000000000071,14.75,12.0,18.0
81.10000000000001,10.5,14.5,14.75,12.0,18.0
81.15,10.5,14.5,14.75,12.0,18.0
81.2,10.5,14.5,14.75,12.0,17.75
81.25,10.5,14.5,14.75,12.0,17.75
81.30000000000001,10.5,14.5,14.75,12.0,17.99999999999929
81.35000000000001,10.5,14.5,14.75,12.0,17.75
81.4,10.5,14.5,14.75,12.0,17.75
81.45,10.5,14.5,14.75,12.0,17.75
81.5,10.5,14.5,14.75,12.0,17.75
81.55000000000001,10.5,14.5,14.75,12.0,17.75
81.60000000000001,10.5,14.5,14.75,12.0,17.75000000000071
81.65,10.5,14.5,14.75,12.0,18.0
81.7,10.5,14.5,14.75,12.25,18.0
81.75,10.5,14.25,14.75,12.0,18.0
81.80000000000001,10.5,14.25000000000071,14.75,12.0,17.75
81.85000000000001,10.25,14.49999999999929,14.75,12.0,17.75
81.9,10.5,14.25,14.75,12.0,17.75
81.95,10.5,14.25,14.75,12.0,18.0
82.0,10.5,14.25,14.75,12.0,18.0
82.05000000000001,10.5,14.25,14.75,12.0,17.99999999999929
82.10000000000001,10.5,14.25000000000071,14.75,12.0,17.75
82.15,10.5,14.5,14.75,12.0,17.75
82.2,10.5,14.5,14.75,12.0,17.75
82.25,10.5,14.5,14.75,12.0,17.75
82.30000000000001,10.5,14.25000000000071,14.75,12.0,17.75
82.35000000000001,10.5,14.5,14.75,12.0,17.75
82.4,10.5,14.5,14.75,12.0,17.75
82.45,10.25,14.5,14.75,12.0,17.75
82.5,10.25,14.25,14.75,12.0,17.75
82.55000000000001,10.25,14.25,14.75,12.0,17.99999999999929
82.60000000000001,10.5,14.25,14.75,12.0,17.75
82.65,10.25,14.25,14.75,12.0,17.75
82.7,10.25,14.25,14.75,12.0,17.75
82.75,10.25,14.25,14.75,12.0,17.75
82.80000000000001,10.25,14.25,14.75,12.0,17.75
82.85000000000001,10.25,14.25,14.75,12.0,17.75
82.9,10.5,14.25,14.75,12.0,17.75
82.95,10.25,14.25,14.75,12.0,17.75
83.0,10.25,14.25,14.75,12.0,17.75
83.05000000000001,10.5,14.25,14.75,12.0,17.75
83.10000000000001,10.5,14.25,14.75,12.0,17.75
83.15,10.5,14.25,14.75,12.0,17.75
83.2,10.25,14.25,14.75,12.0,17.75
83.25,10.25,14.25,14.75,12.0,17.75
83.30000000000001,10.25,14.25,14.75,12.0,17.75
83.35000000000001,10.25,14.25,14.75,12.0,17.75
83.4,10.5,14.25,14.75,12.0,17.75
83.45,10.25,14.25,14.75,12.0,17.75
83.5,10.25,14.25,14.75,12.0,17.75
83.55000000000001,10.25,14.25,14.75,12.0,17.75
83.60000000000001,10.25,14.25,14.75,12.0,17.75
83.65,10.25,14.25,14.75,12.0,17.75
83.7,10.25,14.25,14.75,12.0,17.75
83.75,10.25,14.25,14.75,12.0,17.75
83.80000000000001,10.25,14.25000000000071,14.75,12.0,17.75
83.85000000000001,10.25,14.49999999999929,14.75,12.0,17.75
83.9,10.25,14.25,14.75,12.0,17.75
83.95,10.25,14.25,14.75,12.0,17.75
84.0,10.25,14.25,14.75,12.0,17.75
84.05000000000001,10.25,14.25,14.75,11.75,17.75
84.10000000000001,10.25,14.25,14.75,11.75000000000071,17.75
84.15,10.25,14.25,14.75,12.0,17.75
84.2,10.5,14.25,14.75,12.0,17.75
84.25,10.5,14.25,14.75,12.0,17.75
84.30000000000001,10.25,14.25,14.75,12.0,17.75
84.35000000000001,10.25,14.25,14.75,12.0,17.75
84.4,10.25,14.25,14.75,12.0,17.75
84.45,10.25,14.25,14.75,12.0,17.75
84.5,10.25,14.25,14.75,12.0,17.75
84.55000000000001,10.25,14.25,14.75,12.0,17.75
84.60000000000001,10.25,14.25,14.75,12.0,17.75
84.65,10.25,14.25,14.75,12.0,17.75
84.7,10.25,14.25,14.75,12.0,17.75
84.75,10.25,14.25,14.75,12.0,17.75
84.80000000000001,10.25,14.25,14.75,12.0,17.75
84.85000000000001,10.25,14.25,14.75,12.0,17.75
84.9,10.25,14.25,14.75,12.0,17.75
84.95,10.25,14.25,14.75,12.0,17.75
85.0,10.25,14.25,14.75,12.0,17.75
85.05000000000001,10.25,14.25,14.75,12.0,17.75
85.10000000000001,10.25,14.25,14.75,12.0,17.75
85.15,10.25,14.25,14.75,12.0,17.75
85.2,10.25,14.25,14.75,12.0,17.75
85.25,10.25,14.25,14.75,12.0,17.75
85.30000000000001,10.25,14.25,14.75,12.0,17.75
85.35000000000001,10.25,14.25,14.75,12.0,17.75
85.4,10.25,14.25,14.75,12.0,17.75
85.45,10.25,14.25,14.75,12.0,17.75
85.5,10.25,14.25,14.75,12.0,17.75
85.55000000000001,10.25,14.25,14.75,12.0,17.75
85.60000000000001,10.25,14.25,14.75,12.0,17.75
85.65,10.25,14.25,14.5,12.0,17.75
85.7,10.25,14.25,14.5,12.0,17.75
85.75,10.25,14.25,14.5,12.0,17.75
85.80000000000001,10.25,14.25,14.75,12.0,17.75
85.85000000000001,10.25,14.25,14.75,12.0,17.75
85.9,10.25,14.25,14.75,12.0,17.75
85.95,10.25,14.25,14.75,12.0,17.75
86.0,10.25,14.25,14.75,12.0,17.75
86.05000000000001,10.25,14.25,14.75,12.0,17.75
86.10000000000001,10.25,14.25,14.75,12.0,17.75
86.15,10.25,14.25,14.75,12.0,17.75
86.2,10.25,14.25,14.5,12.0,17.75
86.25,10.25,14.25,14.75,12.0,17.75
86.30000000000001,10.25,14.25,14.75,12.0,17.75
86.35000000000001,10.25,14.25,14.5,12.0,17.75
86.4,10.25,14.25,14.5,12.0,17.75
86.45,10.25,14.25,14.5,12.0,17.75
86.5,10.25,14.25,14.75,11.75,17.75
86.55000000000001,10.25,14.25,14.5,11.75000000000071,17.75
86.60000000000001,10.25,14.25,14.5,12.0,17.75
86.65,10.25,14.25,14.75,12.0,17.75
86.7,10.25,14.25,14.5,12.0,17.75
86.75,10.25,14.25,14.5,12.0,17.75
86.80000000000001,10.25,14.25,14.5,12.0,17.75
86.85000000000001,10.25,14.25,14.5,11.99999999999929,17.75
86.9,10.25,14.25,14.5,11.75,17.75
86.95,10.25,14.25,14.5,12.0,17.75
87.0,10.25,14.25,14.5,12.0,17.75
87.05000000000001,10.25,14.25,14.5,11.75,17.75
87.10000000000001,10.25,14.25,14.5,11.75,17.75
87.15,10.25,14.25,14.5,11.75,17.75
87.2,10.25,14.25,14.5,11.75,17.75
87.25,10.25,14.25,14.5,11.75,17.75
87.30000000000001,10.25,14.25,14.5,11.75000000000071,17.75
87.35000000000001,10.25,14.25,14.5,11.99999999999929,17.75
87.4,10.25,14.25,14.5,11.75,17.75
87.45,10.25,14.25,14.75,11.75,17.75
87.5,10.25,14.25,14.75,12.0,17.75
87.55000000000001,10.25,14.25,14.5,11.75,17.75
87.60000000000001,10.25,14.25,14.5,11.75,17.75
87.65,10.25,14.25,14.5,11.75,17.75
87.7,10.25,14.25,14.5,11.75,17.75
87.75,10.25,14.25,14.5,11.75,17.75
87.80000000000001,10.25,14.00000000000071,14.5,11.75,17.75
87.85000000000001,10.25,14.25,14.5,11.75,17.75
87.9,10.25,14.25,14.5,11.75,17.75
87.95,10.25,14.25,14.5,11.75,17.75
88.0,10.25,14.25,14.5,11.75,17.75
88.05000000000001,10.25,14.25,14.5,11.75,17.5
88.10000000000001,10.25,14.25,14.5,11.75,17.50000000000071
88.15,10.25,14.25,14.5,11.75,17.75
88.2,10.25,14.25,14.5,11.75,17.75
88.25,10.25,14.25,14.5,11.75,17.75
88.30000000000001,10.25,14.25,14.5,11.75,17.75
88.35000000000001,10.25,14.25,14.5,11.75,17.75
88.4,10.25,14.25,14.5,11.75,17.75
88.45,10.25,14.25,14.5,11.75,17.75
88.5,10.25,14.25,14.5,11.75,17.75
88.55000000000001,10.25,14.25,14.5,11.75,17.75
88.60000000000001,10.25,14.25,14.5,11.75,17.75
88.65,10.25,14.25,14.5,11.75,17.75
88.7,10.25,14.25,14.5,11.75,17.75
88.75,10.25,14.25,14.5,11.75,17.75
88.80000000000001,10.25,14.25,14.5,11.75,17.50000000000071
88.85000000000001,10.25,14.25,14.5,11.75,17.75
88.9,10.25,14.25,14.5,11.75,17.75
88.95,10.25,14.25,14.5,11.75,17.75
89.0,10.25,14.0,14.5,11.75,17.75
89.05000000000001,10.25,14.25,14.5,11.75,17.75
89.10000000000001,10.25,14.24999999999929,14.5,11.75,17.75
89.15,10.25,14.0,14.5,11.75,17.75
89.2,10.25,14.25,14.5,11.75,17.75
89.25,10.25,14.25,14.5,11.75,17.75
89.30000000000001,10.25,14.25,14.5,11.75,17.75
89.35000000000001,10.25,14.24999999999929,14.5,11.75,17.75
89.4,10.25,14.0,14.5,11.75,17.75
89.45,10.25,14.0,14.5,11.75,17.75
89.5,10.25,14.0,14.5,11.75,17.75
89.55000000000001,10.25,14.0,14.5,11.75,17.50000000000071
89.60000000000001,10.25,14.0,14.5,11.75,17.75
89.65,10.25,14.0,14.5,11.75,17.75
89.7,10.25,14.25,14.5,11.75,17.75
89.75,10.25,14.25,14.5,11.75,17.75
89.80000000000001,10.25,14.24999999999929,14.5,11.75,17.75
89.85000000000001,10.25,14.0,14.5,11.75,17.75
89.9,10.25,14.0,14.5,11.75,17.75
89.95,10.25,14.0,14.5,11.75,17.75
90.0,10.25,14.0,14.5,11.75,17.75
90.05000000000001,10.25,14.00000000000071,14.5,11.75,17.75
90.10000000000001,10.25,14.24999999999929,14.5,11.75,17.75
90.15,10.25,14.0,14.5,11.75,17.75
90.2,10.25,14.0,14.5,11.75,17.75
90.25,10.25,14.0,14.5,11.75,17.75
90.30000000000001,10.25,14.0,14.5,11.75,17.5
90.35000000000001,10.25,14.0,14.5,11.75,17.5
90.4,10.25,14.0,14.5,11.75,17.5
90.45,10.25,14.0,14.5,11.75,17.5
90.5,10.25,14.0,14.5,11.75,17.75
90.55000000000001,10.0,14.0,14.5,11.75,17.75
90.60000000000001,10.0,14.0,14.5,11.75,17.75
90.65,10.0,14.0,14.5,11.75,17.75
90.7,10.0,14.0,14.5,11.75,17.75
90.75,10.25,14.0,14.5,11.75,17.75
90.80000000000001,10.25,14.0,14.5,11.74999999999929,17.5
90.85000000000001,10.25,14.0,14.5,11.50000000000071,17.5
90.9,10.25,14.0,14.5,11.75,17.5
90.95,10.25,14.0,14.5,11.75,17.75
91.0,10.25,14.0,14.5,11.75,17.75
91.05000000000001,10.0,14.0,14.5,11.75,17.5
91.10000000000001,10.0,14.0,14.5,11.75,17.5
91.15,10.25,14.0,14.5,11.75,17.5
91.2,10.25,14.0,14.5,11.75,17.5
91.25,10.25,14.0,14.5,11.75,17.5
91.30000000000001,10.25,14.0,14.5,11.75,17.5
91.35000000000001,10.0,14.0,14.5,11.75,17.5
91.4,10.0,14.0,14.5,11.75,17.5
91.45,10.25,14.0,14.5,11.75,17.5
91.5,10.25,14.0,14.5,11.75,17.5
91.55000000000001,10.25,14.0,14.5,11.75,17.5
91.60000000000001,10.0,14.0,14.5,11.75,17.5
91.65,10.0,14.0,14.5,11.75,17.5
91.7,10.0,14.0,14.5,11.75,17.5
91.75,10.0,14.0,14.5,11.75,17.5
91.80000000000001,10.25,14.0,14.5,11.75,17.5
91.85000000000001,10.25,14.0,14.5,11.75,17.5
91.9,10.0,14.0,14.5,11.75,17.5
91.95,10.25,14.0,14.5,11.75,17.5
92.0,10.25,14.0,14.5,11.75,17.5
92.05000000000001,10.25,14.0,14.5,11.75,17.5
92.10000000000001,10.25,14.0,14.5,11.75,17.50000000000071
92.15,10.25,14.0,14.5,11.75,17.75
92.2,10.25,14.0,14.5,11.75,17.5
92.25,10.0,14.0,14.5,11.5,17.5
92.30000000000001,10.0,14.0,14.5,11.50000000000071,17.5
92.35000000000001,10.25,14.0,14.5,11.75,17.5
92.4,10.0,14.0,14.5,11.75,17.5
92.45,10.0,14.0,14.5,11.75,17.5
92.5,10.25,14.0,14.5,11.75,17.5
92.55000000000001,10.25,14.0,14.5,11.75,17.5
92.60000000000001,10.25,14.0,14.5,11.75,17.5
92.65,10.0,14.0,14.5,11.75,17.5
92.7,10.25,14.0,14.5,11.75,17.5
92.75,10.25,14.0,14.5,11.75,17.5
92.80000000000001,10.25,14.0,14.5,11.75,17.5
92.85000000000001,10.25,14.0,14.5,11.75,17.5
92.9,10.25,14.0,14.5,11.75,17.5
92.95,10.25,14.0,14.5,11.75,17.5
93.0,10.25,14.0,14.5,11.75,17.5
93.05000000000001,10.0,14.0,14.5,11.5,17.5
93.10000000000001,10.0,14.0,14.5,11.50000000000071,17.5
93.15,10.25,14.0,14.5,11.75,17.5
93.2,10.0,14.0,14.5,11.75,17.5
93.25,10.0,14.0,14.5,11.75,17.5
93.30000000000001,10.0,14.0,14.5,11.75,17.5
93.35000000000001,10.0,14.0,14.5,11.75,17.5
93.4,10.0,14.0,14.5,11.75,17.5
93.45,10.25,14.0,14.5,11.75,17.5
93.5,10.25,14.0,14.5,11.5,17.5
93.55000000000001,10.25,14.0,14.5,11.50000000000071,17.5
93.60000000000001,10.0,14.0,14.5,11.75,17.5
93.65,10.0,14.0,14.5,11.75,17.5
93.7,10.0,14.0,14.5,11.75,17.5
93.75,10.0,14.0,14.5,11.75,17.5
93.80000000000001,10.0,14.0,14.5,11.75,17.5
93.85000000000001,10.0,14.0,14.5,11.74999999999929,17.5
93.9,10.25,14.0,14.5,11.5,17.5
93.95,10.0,14.0,14.5,11.75,17.5
94.0,10.0,14.0,14.5,11.75,17.5
94.05000000000001,10.25,14.0,14.5,11.5,17.5
94.10000000000001,10.25,14.0,14.5,11.5,17.5
94.15,10.25,14.0,14.5,11.5,17.5
94.2,10.0,14.0,14.5,11.75,17.5
94.25,10.25,14.0,14.5,11.75,17.5
94.30000000000001,10.25,14.0,14.5,11.74999999999929,17.5
94.35000000000001,10.0,14.0,14.5,11.5,17.5
94.4,10.0,14.0,14.5,11.5,17.5
94.45,10.0,14.0,14.5,11.5,17.5
94.5,10.0,14.0,14.5,11.5,17.5
94.55000000000001,10.0,14.0,14.5,11.75,17.5
94.60000000000001,10.0,14.0,14.5,11.75,17.5
94.65,10.0,14.0,14.5,11.75,17.5
94.7,10.0,14.0,14.5,11.5,17.5
94.75,10.0,14.0,14.5,11.5,17.5
94.80000000000001,10.25,14.0,14.5,11.5,17.5
94.85000000000001,10.0,14.0,14.5,11.5,17.5
94.9,10.0,14.0,14.5,11.5,17.5
94.95,10.0,14.0,14.5,11.5,17.5
95.0,10.0,14.0,14.5,11.5,17.5
95.05000000000001,10.0,14.0,14.5,11.5,17.5
95.10000000000001,10.0,14.0,14.5,11.5,17.5
95.15,10.0,14.0,14.5,11.5,17.5
95.2,10.0,14.0,14.5,11.5,17.5
95.25,10.25,14.0,14.5,11.5,17.5
95.30000000000001,10.0,14.0,14.5,11.5,17.5
95.35000000000001,10.0,14.0,14.5,11.5,17.5
95.4,10.0,14.0,14.5,11.5,17.5
95.45,10.0,14.0,14.5,11.5,17.5
95.5,10.0,14.0,14.25,11.5,17.5
95.55000000000001,10.0,14.0,14.25,11.50000000000071,17.5
95.60000000000001,10.0,14.0,14.25,11.75,17.5
95.65,10.0,14.0,14.25,11.75,17.5
95.7,10.0,14.0,14.25,11.5,17.5
95.75,10.0,14.0,14.25,11.5,17.5
95.80000000000001,10.0,13.75,14.5,11.5,17.25000000000071
95.85000000000001,10.0,13.75000000000071,14.5,11.5,17.5
95.9,10.0,14.0,14.5,11.5,17.5
95.95,10.0,14.0,14.25,11.5,17.5
96.0,10.0,14.0,14.5,11.5,17.5
96.05000000000001,10.0,14.0,14.5,11.5,17.5
96.10000000000001,10.0,14.0,14.5,11.5,17.5
96.15,10.0,14.0,14.25,11.5,17.5
96.2,10.0,14.0,14.25,11.5,17.5
96.25,10.0,14.0,14.5,11.5,17.5
96.30000000000001,10.0,13.99999999999929,14.5,11.5,17.5
