time (s),dT1 (C),dT2 (C),dT3 (C),dT4 (C),dT5 (C)
41.900000000000006,11.75,15.5,15.75,14.5,18.75
41.95,11.5,15.5,15.75,14.5,18.75
42.0,11.75,15.5,15.75,14.5,19.0
42.050000000000004,11.75,15.5,15.75,14.5,18.75
42.1,11.75,15.25,15.75,14.5,18.75
42.150000000000006,11.75,15.5,15.75,14.5,19.0
42.2,11.75,15.5,15.75,14.5,18.75
42.25,11.5,15.25,15.75,14.5,18.75
42.300000000000004,11.5,15.25,15.75,14.5,19.0
42.35,11.5,15.25,15.75,14.5,18.75
42.400000000000006,11.5,15.5,15.75,14.5,18.75
42.45,11.75,15.5,15.75,14.5,18.75
42.5,11.75,15.5,15.75,14.5,18.75
42.550000000000004,11.75,15.5,15.75,14.5,19.0
42.6,11.75,15.5,15.75,14.5,19.0
42.650000000000006,11.75,15.5,15.75,14.5,19.0
42.7,11.75,15.25,15.75,14.5,19.0
42.75,11.75,15.25,15.75,14.5,19.0
42.800000000000004,11.75,15.25,15.75,14.5,18.75
42.85,11.75,15.5,15.75,14.5,19.0
42.900000000000006,11.5,15.25,15.75,14.5,19.0
42.95,11.5,15.25,15.75,14.5,19.0
43.0,11.75,15.5,15.75,14.5,18.75
43.050000000000004,11.5,15.25,15.75,14.5,18.75
43.1,11.5,15.25,15.75,14.5,19.0
43.150000000000006,11.5,15.25,15.75,14.25,18.75
43.2,11.75,15.25,15.75,14.5,18.75
43.25,11.75,15.5,15.75,14.5,18.75
43.300000000000004,11.75,15.5,15.75,14.5,18.75
43.35,11.5,15.5,15.75,14.5,18.75
43.400000000000006,11.5,15.25,15.75,14.5,18.75
43.45,11.5,15.25,15.75,14.5,19.0
43.5,11.5,15.25,15.75,14.5,19.0
43.550000000000004,11.5,15.25,15.75,14.5,18.75
43.6,11.5,15.25,15.75,14.5,18.75
43.650000000000006,11.5,15.5,15.75,14.5,18.75
43.7,11.5,15.25,15.75,14.5,19.0
43.75,11.5,15.25,15.75,14.25,19.0
43.800000000000004,11.5,15.5,15.75,14.25,19.0
43.85,11.5,15.5,15.75,14.5,18.75
43.900000000000006,11.5,15.5,15.75,14.5,19.0
43.95,11.75,15.5,15.75,14.25,19.0
44.0,11.5,15.5,15.75,14.25,19.0
44.050000000000004,11.5,15.5,15.75,14.25,18.75
44.1,11.5,15.5,15.75,14.5,18.75
44.150000000000006,11.5,15.5,15.75,14.5,18.75
44.2,11.5,15.5,15.75,14.5,18.75
44.25,11.75,15.25,15.75,14.25,18.75
44.300000000000004,11.5,15.25,15.75,14.25,18.75
44.35,11.5,15.25,15.75,14.25,18.75
44.400000000000006,11.5,15.25,15.75,14.25,18.75
44.45,11.5,15.5,15.75,14.25,18.75
44.5,11.5,15.5,15.75,14.25,18.75
44.550000000000004,11.5,15.25,15.75,14.25,18.75
44.6,11.5,15.25,15.75,14.5,18.75
44.650000000000006,11.5,15.25,15.75,14.5,18.75
44.7,11.5,15.25,15.75,14.25,18.75
44.75,11.5,15.25,15.75,14.25,19.0
44.800000000000004,11.5,15.25,15.75,14.25,19.0
44.85,11.5,15.25,15.75,14.25,19.0
44.900000000000006,11.5,15.25,15.75,14.25,18.75
44.95,11.5,15.25,15.75,14.25,18.75
45.0,11.5,15.25,15.75,14.25,18.75
45.050000000000004,11.5,15.25,15.75,14.25,18.75
45.1,11.5,15.25,15.75,14.25,19.0
45.150000000000006,11.5,15.5,15.75,14.25,19.0
45.2,11.5,15.25,15.75,14.25,18.75
45.25,11.5,15.25,15.75,14.25,18.75
45.300000000000004,11.5,15.25,15.75,14.25,18.75
45.35,11.5,15.25,15.75,14.25,18.75
45.400000000000006,11.5,15.25,15.75,14.25,18.75
45.45,11.5,15.25,15.75,14.25,18.75
45.5,11.5,15.25,15.75,14.25,18.75
45.550000000000004,11.5,15.25,15.75,14.25,18.75
45.6,11.5,15.25,15.75,14.25,18.75
45.650000000000006,11.5,15.25,15.75,14.25,18.75
45.7,11.5,15.25,15.75,14.25,18.75
45.75,11.5,15.25,15.5,14.25,18.75
45.800000000000004,11.5,15.25,15.5,14.25,18.75
45.85,11.5,15.25,15.75,14.25,18.75
45.900000000000006,11.5,15.5,15.75,14.25,19.0
45.95,11.5,15.25,15.75,14.25,19.0
46.0,11.5,15.25,15.5,14.25,18.75
46.050000000000004,11.5,15.5,15.75,14.25,19.0
46.1,11.5,15.25,15.75,14.25,19.0
46.150000000000006,11.5,15.25,15.75,14.25,18.75
46.2,11.5,15.25,15.75,14.0,18.75
46.25,11.5,15.25,15.75,14.25,18.75
46.300000000000004,11.5,15.25,15.75,14.25,18.75
46.35,11.5,15.25,15.75,14.25,18.75
46.400000000000006,11.5,15.25,15.75,14.25,18.75
46.45,11.5,15.25,15.75,14.25,19.0
46.5,11.5,15.25,15.75,14.25,18.75
46.550000000000004,11.5,15.25,15.75,14.25,18.75
46.6,11.5,15.25,15.75,14.25,18.75
46.650000000000006,11.5,15.25,15.75,14.25,19.0
46.7,11.5,15.25,15.75,14.25,19.0
46.75,11.5,15.25,15.5,14.25,18.75
46.800000000000004,11.5,15.25,15.5,14.25,18.75
46.85,11.5,15.25,15.5,14.0,18.75
46.900000000000006,11.5,15.25,15.75,14.0,18.75
46.95,11.5,15.25,15.5,14.25,19.0
47.0,11.5,15.25,15.5,14.0,19.0
47.050000000000004,11.5,15.25,15.75,14.0,18.75
47.1,11.5,15.25,15.75,14.0,18.75
47.150000000000006,11.5,15.5,15.75,14.25,18.75
47.2,11.5,15.25,15.75,14.0,18.75
47.25,11.5,15.25,15.5,14.0,18.75
47.300000000000004,11.5,15.5,15.5,14.0,18.75
47.35,11.5,15.25,15.5,14.0,18.75
47.400000000000006,11.5,15.25,15.5,14.0,18.75
47.45,11.5,15.25,15.5,14.25,18.75
47.5,11.5,15.25,15.5,14.0,18.75
47.550000000000004,11.5,15.25,15.5,14.0,18.75
47.6,11.5,15.25,15.5,14.0,18.75
47.650000000000006,11.5,15.25,15.5,14.0,18.75
47.7,11.5,15.25,15.5,14.0,18.75
47.75,11.5,15.25,15.5,14.0,18.75
47.800000000000004,11.5,15.25,15.75,14.0,18.75
47.85,11.5,15.25,15.5,14.0,18.75
47.900000000000006,11.5,15.25,15.5,14.0,18.75
47.95,11.5,15.25,15.75,14.0,18.75
48.0,11.5,15.25,15.75,14.0,18.75
48.050000000000004,11.25,15.25,15.75,14.0,18.75
48.1,11.5,15.25,15.5,14.0,18.75
48.150000000000006,11.5,15.25,15.5,14.0,18.75
48.2,11.5,15.25,15.5,14.0,18.75
48.25,11.5,15.25,15.5,14.0,18.75
48.300000000000004,11.5,15.25,15.5,14.0,18.75
48.35,11.5,15.25,15.5,14.0,18.75
48.400000000000006,11.5,15.25,15.5,14.0,18.75
48.45,11.5,15.25,15.5,14.0,18.75
48.5,11.5,15.25,15.5,14.0,18.75
48.550000000000004,11.5,15.25,15.5,14.0,18.75
48.6,11.5,15.25,15.5,14.0,18.75
48.650000000000006,11.5,15.25,15.5,14.0,18.75
48.7,11.5,15.25,15.5,14.0,18.75
48.75,11.5,15.25,15.5,14.0,18.75
48.800000000000004,11.5,15.25,15.75,14.0,18.75
48.85,11.25,15.25,15.75,14.0,18.75
48.900000000000006,11.25,15.25,15.5,14.0,18.75
48.95,11.5,15.25,15.75,14.0,18.75
49.0,11.5,15.25,15.75,14.0,18.75
49.050000000000004,11.5,15.25,15.5,14.0,18.75
49.1,11.5,15.25,15.5,14.0,18.75
49.150000000000006,11.25,15.25,15.5,14.0,18.75
49.2,11.25,15.25,15.5,14.0,18.75
49.25,11.5,15.25,15.5,14.0,18.75
49.300000000000004,11.5,15.25,15.5,14.0,18.75
49.35,11.5,15.25,15.5,14.0,18.75
49.400000000000006,11.25,15.25,15.5,14.0,18.75
49.45,11.25,15.25,15.5,14.0,18.75
49.5,11.25,15.25,15.5,14.0,18.75
49.550000000000004,11.5,15.25,15.75,14.0,18.75
49.6,11.25,15.25,15.75,14.0,18.75
49.650000000000006,11.25,15.25,15.5,14.0,18.75
49.7,11.25,15.25,15.5,14.0,18.75
49.75,11.5,15.25,15.5,14.0,18.75
49.800000000000004,11.5,15.25,15.5,14.0,18.75
49.85,11.25,15.25,15.75,14.0,18.75
49.900000000000006,11.5,15.25,15.75,14.0,18.75
49.95,11.5,15.25,15.5,14.0,18.75
50.0,11.25,15.25,15.5,14.0,18.75
50.050000000000004,11.5,15.25,15.5,14.0,18.75
50.1,11.5,15.25,15.5,14.0,18.75
50.150000000000006,11.5,15.25,15.5,14.0,18.75
50.2,11.5,15.25,15.5,14.0,18.75
50.25,11.5,15.25,15.5,14.0,18.75
50.300000000000004,11.5,15.25,15.5,13.75,18.75
50.35,11.5,15.25,15.5,14.0,18.75
50.400000000000006,11.5,15.25,15.5,13.75,18.75
50.45,11.5,15.25,15.5,13.75,18.75
50.5,11.25,15.25,15.5,13.75,18.75
50.550000000000004,11.5,15.25,15.5,13.75,18.75
50.6,11.5,15.25,15.5,13.75,18.75
50.650000000000006,11.25,15.25,15.5,14.0,18.75
50.7,11.5,15.25,15.5,13.75,18.75
50.75,11.5,15.25,15.5,13.75,18.75
50.800000000000004,11.5,15.25,15.5,13.75,18.75
50.85,11.25,15.25,15.5,14.0,18.75
50.900000000000006,11.25,15.25,15.5,14.0,18.75
50.95,11.25,15.25,15.5,13.75,18.75
51.0,11.25,15.25,15.5,13.75,18.75
51.050000000000004,11.25,15.25,15.5,13.75,18.75
51.1,11.25,15.25,15.5,13.75,18.75
51.150000000000006,11.25,15.25,15.5,13.75,18.75
51.2,11.25,15.25,15.5,13.75,18.75
51.25,11.25,15.25,15.5,14.0,18.75
51.300000000000004,11.25,15.25,15.5,13.75,18.75
51.35,11.25,15.25,15.5,13.75,18.75
51.400000000000006,11.25,15.25,15.5,13.75,18.75
51.45,11.5,15.25,15.5,13.75,18.75
51.5,11.5,15.25,15.5,13.75,18.75
51.550000000000004,11.5,15.25,15.5,13.75,18.75
51.6,11.25,15.25,15.5,13.75,18.75
51.650000000000006,11.25,15.25,15.5,13.75,18.75
51.7,11.25,15.25,15.5,13.75,18.75
51.75,11.25,15.25,15.5,13.75,18.5
51.800000000000004,11.25,15.25,15.5,13.75,18.75
51.85,11.25,15.25,15.5,13.75,18.75
51.900000000000006,11.25,15.25,15.5,13.75,18.75
51.95,11.25,15.25,15.5,13.75,18.75
52.0,11.25,15.25,15.5,13.75,18.75
52.050000000000004,11.25,15.25,15.5,13.75,18.75
52.1,11.25,15.25,15.5,13.75,18.75
52.150000000000006,11.25,15.25,15.5,13.75,18.75
52.2,11.25,15.25,15.5,13.75,18.75
52.25,11.25,15.25,15.5,13.75,18.75
52.300000000000004,11.25,15.25,15.5,13.75,18.5
52.35,11.25,15.25,15.5,13.75,18.5
52.400000000000006,11.25,15.25,15.5,13.75,18.75
52.45,11.25,15.25,15.5,13.75,18.75
52.5,11.25,15.25,15.5,13.75,18.75
52.550000000000004,11.25,15.25,15.5,13.75,18.75
52.6,11.25,15.25,15.5,13.75,18.75
52.650000000000006,11.25,15.25,15.5,13.75,18.75
52.7,11.25,15.25,15.5,13.75,18.75
52.75,11.25,15.25,15.5,13.75,18.75
52.800000000000004,11.25,15.25,15.5,13.75,18.75
52.85,11.25,15.25,15.5,13.75,18.5
52.900000000000006,11.25,15.25,15.5,13.75,18.75
52.95,11.25,15.25,15.5,13.75,18.75
53.0,11.25,15.25,15.5,13.75,18.75
53.050000000000004,11.25,15.25,15.5,13.75,18.75
53.1,11.25,15.25,15.5,13.75,18.75
53.150000000000006,11.25,15.25,15.5,13.75,18.5
53.2,11.25,15.25,15.5,13.75,18.75
53.25,11.25,15.25,15.5,13.5,18.75
53.300000000000004,11.25,15.25,15.5,13.5,18.75
53.35,11.25,15.25,15.5,13.75,18.5
53.400000000000006,11.25,15.25,15.5,13.75,18.5
53.45,11.25,15.25,15.5,13.75,18.5
53.5,11.25,15.25,15.5,13.75,18.75
53.550000000000004,11.25,15.25,15.5,13.75,18.75
53.6,11.25,15.25,15.5,13.75,18.75
53.650000000000006,11.25,15.25,15.5,13.75,18.75
53.7,11.25,15.25,15.5,13.75,18.75
53.75,11.25,15.25,15.5,13.75,18.75
53.800000000000004,11.25,15.25,15.5,13.75,18.75
53.85,11.25,15.25,15.5,13.75,18.75
53.900000000000006,11.25,15.25,15.5,13.75,18.5
53.95,11.25,15.25,15.5,13.75,18.5
54.0,11.25,15.25,15.5,13.75,18.5
54.050000000000004,11.25,15.25,15.5,13.75,18.75
54.1,11.25,15.25,15.5,13.75,18.75
54.150000000000006,11.25,15.25,15.5,13.5,18.75
54.2,11.25,15.25,15.5,13.75,18.5
54.25,11.25,15.25,15.5,13.75,18.5
54.300000000000004,11.25,15.25,15.5,13.75,18.5
54.35,11.25,15.25,15.5,13.75,18.75
54.400000000000006,11.25,15.25,15.5,13.75,18.5
54.45,11.25,15.25,15.5,13.5,18.5
54.5,11.25,15.25,15.5,13.5,18.75
54.550000000000004,11.25,15.25,15.5,13.5,18.75
54.6,11.0,15.25,15.5,13.5,18.75
54.650000000000006,11.25,15.25,15.5,13.5,18.5
54.7,11.25,15.25,15.5,13.5,18.5
54.75,11.25,15.0,15.5,13.5,18.5
54.800000000000004,11.25,15.0,15.5,13.5,18.75
54.85,11.25,15.0,15.25,13.5,18.75
54.900000000000006,11.25,15.25,15.25,13.5,18.75
54.95,11.0,15.25,15.5,13.5,18.5
55.0,11.0,15.25,15.5,13.5,18.5
55.050000000000004,11.25,15.25,15.5,13.5,18.5
55.1,11.25,15.25,15.5,13.5,18.75
55.150000000000006,11.25,15.25,15.5,13.5,18.5
55.2,11.25,15.0,15.5,13.5,18.5
55.25,11.25,15.0,15.5,13.5,18.5
55.300000000000004,11.25,15.0,15.5,13.5,18.5
55.35,11.25,15.0,15.5,13.5,18.5
55.400000000000006,11.25,15.0,15.5,13.5,18.75
55.45,11.25,15.0,15.5,13.5,18.5
55.5,11.25,15.25,15.5,13.5,18.5
55.550000000000004,11.25,15.25,15.5,13.5,18.5
55.6,11.25,15.25,15.5,13.5,18.5
55.650000000000006,11.25,15.0,15.5,13.5,18.5
55.7,11.25,15.25,15.5,13.5,18.5
55.75,11.25,15.25,15.5,13.5,18.5
55.800000000000004,11.25,15.0,15.5,13.5,18.5
55.85,11.25,15.25,15.5,13.5,18.5
55.900000000000006,11.25,15.25,15.5,13.5,18.5
55.95,11.25,15.25,15.5,13.5,18.5
56.0,11.25,15.25,15.5,13.5,18.5
56.050000000000004,11.25,15.25,15.5,13.5,18.5
56.1,11.25,15.0,15.5,13.5,18.5
56.150000000000006,11.25,15.25,15.5,13.5,18.5
56.2,11.25,15.25,15.25,13.5,18.5
56.25,11.25,15.25,15.5,13.5,18.5
56.300000000000004,11.0,15.0,15.5,13.5,18.5
56.35,11.0,15.0,15.5,13.5,18.75
56.400000000000006,11.0,15.0,15.5,13.5,18.5
56.45,11.0,15.0,15.5,13.5,18.5
56.5,11.0,15.25,15.25,13.5,18.5
56.550000000000004,11.0,15.25,15.25,13.5,18.5
56.6,11.0,15.0,15.25,13.5,18.5
56.650000000000006,11.0,15.25,15.25,13.5,18.5
56.7,11.25,15.25,15.5,13.5,18.5
56.75,11.0,15.25,15.5,13.5,18.5
56.800000000000004,11.0,15.25,15.5,13.5,18.5
56.85,11.0,15.25,15.5,13.5,18.5
56.900000000000006,11.25,15.25,15.5,13.5,18.5
56.95,11.0,15.25,15.5,13.5,18.5
57.0,11.0,15.25,15.5,13.5,18.5
57.050000000000004,11.25,15.0,15.5,13.5,18.5
57.1,11.0,15.0,15.25,13.25,18.5
57.150000000000006,11.0,15.0,15.5,13.25,18.5
57.2,11.25,15.25,15.5,13.25,18.5
57.25,11.0,15.0,15.5,13.5,18.5
57.300000000000004,11.0,15.0,15.5,13.5,18.5
57.35,11.0,15.0,15.5,13.25,18.5
57.400000000000006,11.0,15.0,15.5,13.5,18.5
57.45,11.0,15.0,15.5,13.5,18.5
57.5,11.0,15.25,15.5,13.25,18.5
57.550000000000004,11.0,15.25,15.5,13.5,18.5
57.6,11.0,15.25,15.5,13.5,18.5
57.650000000000006,11.0,15.25,15.5,13.25,18.5
57.7,11.0,15.0,15.25,13.25,18.5
57.75,11.0,15.0,15.5,13.25,18.5
57.800000000000004,11.0,15.0,15.5,13.25,18.5
57.85,11.0,15.0,15.5,13.25,18.5
57.900000000000006,11.0,15.0,15.25,13.25,18.5
57.95,11.25,15.25,15.25,13.5,18.5
58.0,11.0,15.0,15.25,13.25,18.5
58.050000000000004,11.0,15.0,15.5,13.25,18.5
58.1,11.0,15.0,15.5,13.25,18.5
58.150000000000006,11.0,15.0,15.5,13.25,18.5
58.2,11.0,15.0,15.5,13.25,18.5
58.25,11.0,15.25,15.5,13.25,18.5
58.300000000000004,11.0,15.0,15.5,13.25,18.5
58.35,11.0,15.0,15.25,13.25,18.5
58.400000000000006,11.0,15.0,15.25,13.25,18.5
58.45,11.0,15.0,15.5,13.25,18.5
58.5,11.0,15.0,15.25,13.25,18.5
58.550000000000004,11.0,15.0,15.25,13.25,18.5
58.6,11.0,15.0,15.25,13.25,18.5
58.650000000000006,11.0,15.0,15.25,13.25,18.5
58.7,11.0,15.0,15.5,13.25,18.5
58.75,11.0,15.0,15.5,13.25,18.5
58.800000000000004,11.0,15.0,15.25,13.25,18.5
58.85,11.0,15.0,15.25,13.25,18.5
58.900000000000006,11.0,15.0,15.25,13.25,18.5
58.95,11.0,15.0,15.5,13.25,18.5
59.0,11.0,15.0,15.5,13.25,18.5
59.050000000000004,11.0,15.0,15.5,13.25,18.5
59.1,11.0,15.0,15.5,13.25,18.5
59.150000000000006,11.0,15.0,15.25,13.25,18.5
59.2,11.0,15.0,15.25,13.25,18.5
59.25,11.0,15.0,15.25,13.25,18.5
59.300000000000004,11.0,15.0,15.25,13.25,18.5
59.35,11.0,15.0,15.25,13.25,18.5
59.400000000000006,11.0,15.0,15.5,13.25,18.5
59.45,11.0,15.0,15.25,13.25,18.5
59.5,11.0,15.0,15.25,13.25,18.5
59.550000000000004,11.0,15.0,15.25,13.25,18.5
59.6,11.0,15.0,15.25,13.25,18.5
59.650000000000006,11.0,15.0,15.25,13.25,18.5
59.7,11.0,15.0,15.5,13.25,18.5
59.75,11.0,15.0,15.25,13.25,18.5
59.800000000000004,11.0,15.0,15.25,13.25,18.5
59.85,11.0,15.0,15.25,13.25,18.5
59.900000000000006,11.0,15.0,15.25,13.25,18.5
59.95,11.0,15.0,15.25,13.25,18.5
60.0,11.0,15.0,15.25,13.25,18.5
60.050000000000004,11.0,15.0,15.5,13.25,18.75
60.1,11.0,15.0,15.5,13.25,18.75
60.150000000000006,11.0,15.0,15.25,13.25,18.5
60.2,11.0,15.0,15.25,13.25,18.5
60.25,11.0,15.0,15.25,13.25,18.5
60.300000000000004,11.0,15.0,15.25,13.25,18.5
60.35,11.0,15.0,15.25,13.25,18.5
60.400000000000006,11.0,15.0,15.25,13.25,18.5
60.45,11.0,15.0,15.25,13.25,18.5
60.5,11.0,15.0,15.25,13.25,18.5
60.550000000000004,11.0,15.0,15.25,13.25,18.5
60.6,11.0,15.0,15.25,13.25,18.5
60.650000000000006,11.0,15.0,15.25,13.25,18.5
60.7,11.0,15.0,15.25,13.25,18.5
60.75,11.0,15.0,15.25,13.25,18.5
60.800000000000004,11.0,15.0,15.25,13.25,18.5
60.85,11.0,15.0,15.25,13.25,18.5
60.900000000000006,11.0,15.0,15.25,13.25,18.5
60.95,11.0,15.0,15.25,13.25,18.5
61.0,10.75,15.0,15.25,13.25,18.5
61.050000000000004,11.0,15.0,15.25,13.25,18.5
61.1,11.0,15.0,15.25,13.25,18.5
61.150000000000006,11.0,15.0,15.25,13.0,18.5
61.2,11.0,15.0,15.25,13.25,18.5
61.25,11.0,15.0,15.25,13.25,18.5
61.300000000000004,11.0,15.0,15.25,13.25,18.5
61.35,11.0,15.0,15.25,13.0,18.5
61.400000000000006,11.0,15.0,15.25,13.0,18.5
61.45,11.0,15.0,15.25,13.0,18.5
61.5,11.0,15.0,15.25,13.0,18.5
61.550000000000004,11.0,15.0,15.25,13.0,18.5
61.6,11.0,15.0,15.25,13.0,18.5
61.650000000000006,11.0,15.0,15.25,13.0,18.5
61.7,11.0,15.0,15.25,13.0,18.5
61.75,11.0,15.0,15.25,13.0,18.5
61.800000000000004,11.0,15.0,15.25,13.25,18.5
61.85,11.0,15.0,15.25,13.25,18.5
61.900000000000006,11.0,15.0,15.25,13.0,18.5
61.95,11.0,15.0,15.25,13.0,18.5
62.0,11.0,15.0,15.25,13.0,18.5
62.050000000000004,11.0,15.0,15.25,13.0,18.5
62.1,11.0,15.0,15.25,13.0,18.5
62.150000000000006,11.0,15.0,15.25,13.0,18.5
62.2,11.0,15.0,15.25,13.0,18.5
62.25,11.0,15.0,15.25,13.0,18.5
62.300000000000004,11.0,15.0,15.25,13.0,18.5
62.35,11.0,15.0,15.25,13.0,18.5
62.400000000000006,11.0,15.0,15.25,13.0,18.5
62.45,11.0,15.0,15.25,13.0,18.5
62.5,11.0,15.0,15.25,13.0,18.5
62.550000000000004,11.0,15.0,15.25,13.0,18.5
62.6,11.0,15.0,15.25,13.0,18.25
62.650000000000006,11.0,15.0,15.25,13.0,18.5
62.7,11.0,15.0,15.25,13.0,18.5
62.75,11.0,15.0,15.25,13.0,18.5
62.800000000000004,10.75,15.0,15.25,13.0,18.5
62.85,11.0,15.0,15.25,13.0,18.5
62.900000000000006,11.0,15.0,15.25,13.0,18.5
62.95,11.0,15.0,15.25,13.0,18.5
63.0,10.75,15.0,15.25,13.0,18.5
63.050000000000004,10.75,15.0,15.25,13.0,18.5
63.1,11.0,15.0,15.25,13.0,18.5
63.150000000000006,10.75,15.0,15.25,13.0,18.5
63.2,10.75,15.0,15.25,13.0,18.5
63.25,11.0,15.0,15.25,13.0,18.5
63.300000000000004,10.75,15.0,15.25,13.0,18.5
63.35,10.75,15.0,15.25,13.0,18.5
63.400000000000006,10.75,15.0,15.25,13.0,18.5
63.45,10.75,15.0,15.25,13.0,18.5
63.5,10.75,15.0,15.25,13.0,18.5
63.550000000000004,10.75,15.0,15.25,13.0,18.5
63.6,10.75,15.0,15.25,13.0,18.5
63.650000000000006,10.75,15.0,15.25,13.0,18.5
63.7,10.75,15.0,15.25,13.0,18.25
63.75,10.75,15.0,15.25,13.0,18.25
63.800000000000004,11.0,14.75,15.25,13.0,18.5
63.85,11.0,14.75,15.25,13.0,18.25
63.900000000000006,11.0,15.0,15.25,13.0,18.25
63.95,11.0,15.0,15.25,13.0,18.5
64.0,11.0,15.0,15.25,13.0,18.5
64.05,10.75,15.0,15.25,13.0,18.5
64.10000000000001,10.75,14.75,15.25,13.0,18.25000000000071
64.15,10.75,14.75,15.25,13.0,18.5
64.2,10.75,15.0,15.25,13.0,18.5
64.25,10.75,15.0,15.25,13.0,18.25
64.3,10.75,15.0,15.25,13.0,18.5
64.35000000000001,10.75,15.0,15.25,13.0,18.5
64.4,10.75,15.0,15.25,13.0,18.5
64.45,10.75,15.0,15.25,13.0,18.5
64.5,10.75,14.75,15.25,13.0,18.5
64.55,10.75,15.0,15.25,13.0,18.5
64.60000000000001,10.75,14.99999999999929,15.25,13.0,18.25
64.65,10.75,14.75,15.25,13.0,18.25
64.7,10.75,15.0,15.25,13.0,18.25
64.75,10.75,15.0,15.25,13.0,18.25
64.8,10.75,15.0,15.25,13.0,18.25
64.85000000000001,10.75,14.75,15.25,13.0,18.5
64.9,10.75,14.75,15.25,13.0,18.5
64.95,10.75,14.75,15.25,13.0,18.5
65.0,10.75,15.0,15.25,13.0,18.5
65.05,10.75,15.0,15.25,13.0,18.25
65.10000000000001,10.75,15.0,15.25,13.0,18.25000000000071
65.15,10.75,15.0,15.25,13.0,18.5
65.2,10.75,15.0,15.25,13.0,18.25
65.25,10.75,14.75,15.25,13.0,18.25
65.3,10.75,15.0,15.25,13.0,18.5
65.35000000000001,10.75,15.0,15.25,13.0,18.25000000000071
65.4,10.75,15.0,15.25,13.0,18.5
65.45,10.75,14.75,15.25,12.75,18.5
65.5,10.75,14.75,15.25,12.75,18.5
65.55,10.75,15.0,15.25,13.0,18.25
65.60000000000001,10.75,14.75,15.25,13.0,18.25
65.65,10.75,14.75,15.25,13.0,18.25
65.7,10.75,15.0,15.25,13.0,18.25
65.75,10.75,14.75,15.25,13.0,18.25
65.8,10.75,14.75,15.25,13.0,18.25
65.85000000000001,10.75,14.75,15.25,12.99999999999929,18.25
65.9,10.75,14.75,15.25,12.75,18.25
65.95,10.75,14.75,15.25,12.75,18.5
66.0,10.75,14.75,15.25,12.75,18.25
66.05,10.75,14.75,15.25,12.75,18.25
66.10000000000001,10.75,14.75000000000071,15.25,12.75,18.25
66.15,10.75,15.0,15.25,12.75,18.25
66.2,10.75,14.75,15.25,12.75,18.25
66.25,10.75,14.75,15.25,12.75,18.25
66.3,10.75,14.75,15.25,12.75,18.25
66.35000000000001,10.75,14.75,15.25,12.75,18.25000000000071
66.4,10.75,14.75,15.25,12.75,18.5
66.45,10.75,14.75,15.25,12.75,18.25
66.5,10.75,14.75,15.25,12.75,18.25
66.55,10.75,14.75,15.25,12.75,18.25
66.60000000000001,10.75,14.75,15.25,12.75,18.25
66.65,10.75,14.75,15.25,12.75,18.25
66.7,10.75,14.75,15.0,12.75,18.25
66.75,10.75,14.75,15.25,12.75,18.25
66.8,10.75,14.75,15.25,12.75,18.25
66.85000000000001,10.75,14.75,15.25,12.75,18.25
66.9,10.75,14.75,15.25,12.75,18.25
66.95,10.75,14.75,15.25,12.75,18.25
67.0,10.75,14.75,15.25,12.75,18.25
67.05,10.75,14.75,15.25,12.75,18.25
67.10000000000001,10.5,14.75,15.25,12.75,18.25
67.15,10.75,14.75,15.25,12.75,18.25
67.2,10.75,14.75,15.25,12.75,18.25
67.25,10.75,14.75,15.25,12.75,18.25
67.3,10.75,14.75,15.25,12.75,18.25
67.35000000000001,10.75,14.75,15.25,12.75,18.25
67.4,10.75,14.75,15.25,12.75,18.25
67.45,10.75,14.75,15.25,12.75,18.25
67.5,10.75,14.75,15.0,12.75,18.25
67.55,10.75,14.75,15.0,12.75,18.25
67.60000000000001,10.75,14.75,15.25,12.75,18.25
67.65,10.75,14.75,15.25,12.75,18.25
67.7,10.75,14.75,15.25,12.75,18.25
67.75,10.75,14.75,15.25,12.75,18.25
67.8,10.75,14.75,15.25,12.75,18.25
67.85000000000001,10.75,14.75,15.25,12.75,18.25
67.9,10.75,14.75,15.25,12.75,18.25
67.95,10.75,14.75,15.0,12.75,18.25
68.0,10.75,14.75,15.0,12.75,18.25
68.05,10.75,14.75,15.25,12.75,18.25
68.10000000000001,10.75,14.75,15.25,12.75,18.25
68.15,10.75,14.75,15.25,12.75,18.25
68.2,10.75,14.75,15.25,12.75,18.25
68.25,10.75,14.75,15.25,12.75,18.25
68.3,10.75,14.75,15.25,12.75,18.25
68.35000000000001,10.75,14.75,15.25,12.75,18.25
68.4,10.75,14.75,15.25,12.75,18.25
68.45,10.75,14.75,15.25,12.75,18.25
68.5,10.75,14.75,15.25,12.75,18.25
68.55,10.75,14.75,15.25,12.75,18.25
68.60000000000001,10.75,14.75,15.0,12.75,18.25
68.65,10.75,14.75,15.0,12.75,18.25
68.7,10.75,14.75,15.0,12.75,18.25
68.75,10.75,14.75,15.25,12.75,18.25
68.8,10.75,14.75,15.25,12.75,18.25
68.85000000000001,10.75,14.75,15.0,12.75,18.25
68.9,10.75,14.75,15.0,12.75,18.25
68.95,10.75,14.75,15.0,12.75,18.25
69.0,10.75,14.75,15.0,12.75,18.25
69.05,10.75,14.75,15.25,12.75,18.25
69.10000000000001,10.75,14.75,15.25,12.75,18.25
69.15,10.75,14.75,15.0,12.75,18.25
69.2,10.75,14.75,15.0,12.75,18.25
