# SDTrimSP: VERSION 7.03    16.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (stopped-recoil E(start)>ED)  
       10000         640  ! NH NR
#     species     gen/coll      fluence start-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.10000E+00  0.31305E+02  0.44027E+01  0.21116E+02 -0.47050E+01  0.46657E+01  0.24867E+02 -0.53086E+01  0.26306E+00  0.37507E+01  0.11317E+01  0.00000E+00  0.00000E+00  0.42671E+01  0.29080E+02  0.27356E+02  0.22254E+01  0.00000E+00  0.33964E+02
            2            1  0.10000E+00  0.36344E+02  0.28143E+01  0.32777E+02  0.46040E+01  0.28221E+01  0.36592E+02  0.48253E+01  0.91988E+00  0.38153E+01  0.48560E+00  0.00000E+00  0.00000E+00  0.46981E+01  0.33914E+02  0.33278E+02  0.24299E+01  0.00000E+00  0.29831E+02
            2            1  0.10000E+00  0.29161E+02  0.69729E+01  0.35067E+02  0.15927E+01  0.75581E+01  0.39029E+02  0.31284E+01  0.97890E+00  0.39615E+01  0.19352E+01  0.00000E+00  0.00000E+00  0.48767E+01  0.26826E+02  0.24388E+02  0.23353E+01  0.00000E+00  0.28999E+02
            2            1  0.10000E+00  0.27983E+02  0.45151E+00  0.18416E+02 -0.30421E-01  0.16391E+01  0.20889E+02  0.69838E-01  0.11876E+01  0.24735E+01  0.10026E+00  0.00000E+00  0.00000E+00  0.29211E+01  0.26783E+02  0.25301E+02  0.11991E+01  0.00000E+00  0.18454E+02
            2            1  0.10000E+00  0.28066E+02  0.22804E+01  0.21741E+02 -0.10002E+01  0.52735E+01  0.23977E+02 -0.13523E+01  0.29931E+01  0.22357E+01  0.37444E+00  0.00000E+00  0.00000E+00  0.46738E+01  0.25949E+02  0.23207E+02  0.21175E+01  0.00000E+00  0.31961E+02
            2            1  0.10000E+00  0.41739E+02  0.41444E+00  0.16672E+02 -0.17096E+00  0.63181E+00  0.18444E+02 -0.10592E+01  0.86296E+00  0.12597E+01  0.92633E+00  0.00000E+00  0.00000E+00  0.20369E+01  0.40379E+02  0.39457E+02  0.13593E+01  0.34051E+02  0.16445E+02
            2            1  0.10000E+00  0.31535E+02  0.28846E+00  0.21718E+02 -0.31471E+00  0.25229E+01  0.23255E+02 -0.15177E+01  0.22344E+01  0.15373E+01  0.12030E+01  0.00000E+00  0.00000E+00  0.31573E+01  0.30318E+02  0.29347E+02  0.12163E+01  0.00000E+00  0.16151E+02
            2            1  0.10000E+00  0.30608E+02  0.11227E+01  0.24522E+02  0.42408E+00  0.82194E+00  0.24512E+02 -0.39123E+01  0.53886E+00  0.13557E+01  0.43364E+01  0.00000E+00  0.00000E+00  0.58771E+01  0.27821E+02  0.23771E+02  0.27869E+01  0.00000E+00  0.49828E+02
            2            1  0.10000E+00  0.34375E+02  0.21461E+00  0.21920E+02  0.14634E+00  0.26739E+01  0.23318E+02  0.23662E+00  0.24593E+01  0.13982E+01  0.90280E-01  0.00000E+00  0.00000E+00  0.30948E+01  0.33123E+02  0.32474E+02  0.12527E+01  0.00000E+00  0.15699E+02
            2            1  0.10000E+00  0.45222E+02  0.21329E+00  0.22704E+02 -0.43562E+00  0.46949E+00  0.24705E+02 -0.46266E+00  0.10951E+01  0.24939E+01  0.27666E+01  0.00000E+00  0.00000E+00  0.44238E+01  0.42975E+02  0.41315E+02  0.22467E+01  0.29984E+02  0.33870E+02
#ende
          10   number particle from SDTrimSP
