x (cm),n_e (cm^{-3}),T_e (eV),J_sat (A/cm^2),V_sc (eV),J_sat_robust (A/cm^2),x error (cm),n_e error (cm^{-3}),T_e error (eV),J_sat error (A/cm^2),V_sc error (eV)
11.28681,18904426623.352848,0.10662767982888596,-0.0007107107928192569,-5.719826791394546,-0.0026974340890187913,0.46355892849428726,59017322334.00772,2.6068560549654363,0.009691290784233208,4.446104762266633
11.1078,15930284425.753963,0.42281024772561715,-0.0007386658546103827,-4.994117275400942,-0.003504863573393954,0.35281441674847924,44781060931.71674,2.8388293998145495,0.01093679538271576,3.8998848535141497
10.983870000000001,29675591706.01602,0.3516101218543007,-0.0013218679843643387,-4.986537100075145,-0.004687877370837787,0.2545731656695261,43484365884.290146,1.2937822796821838,0.010074622435012429,2.0342964422581478
10.85535,21370773978.455284,1.5321892220635287,-0.0014705189065190262,-3.347421194022271,-0.005057798300834416,0.3414354873988822,36495657954.217445,2.266137890352273,0.018964052414235415,4.158315055473029
10.65645,26320992492.64206,2.5319211855751864,-0.002212226063845048,-1.6247547198330865,-0.006152027007308168,0.4276117175298444,37262639856.65319,2.3030470200536715,0.027942917736977553,5.135211747977116
10.53558,35834785010.074814,3.313394982921105,-0.003377761554836616,-0.4743022339761761,-0.008199643850634436,0.33548449472558617,39072274793.17509,2.343070097644329,0.036913103403081245,5.2526856544586735
10.39176,40968949960.42292,4.5751174917452175,-0.004454984251312139,1.3611655665645224,-0.009898381520383765,0.26946509809336894,34154612318.440727,1.8417888090830399,0.044925516841383385,5.066556987712522
10.22193,48649154984.287285,4.2375134621529105,-0.005111152267394034,-0.5952969745772342,-0.010270492094479547,0.3158319611562992,37457514542.801025,1.814137147525961,0.050807694587048646,4.578362239656595
10.12707,48367145219.72846,5.931003365802122,-0.005920496282820929,1.5291223264129146,-0.013221115170884732,0.3369356796562663,41071239012.8685,2.2911329257891753,0.08003021181844365,6.78071214750102
9.97713,52373859829.17994,3.4813745983692876,-0.005044282395402898,-2.643785990945089,-0.011943479694276492,0.3097820192336506,45674977847.80551,1.5775898602106575,0.056177309435012944,4.072015134902035
9.860850000000001,52717997292.22982,4.78767319328498,-0.005851396072289204,-3.018473258263808,-0.013588043650615356,0.3059095293432484,45470672462.97576,2.1791582298348944,0.08523061978502276,5.87121848475801
9.72162,63831918675.874565,8.014748359724036,-0.008990670825240047,5.741511277283243,-0.01168806274883901,0.32827369373556875,48249955871.44767,2.8083184384536164,0.12145808216400729,8.160942100778007
9.588510000000001,61321577264.01618,8.466211149708615,-0.008863108942455702,4.225456083028805,-0.01612480120770592,0.33796124706753294,53625117403.37254,2.7237661850617556,0.16170089418467784,9.358541767471687
9.41103,86343883988.15262,9.42952599262102,-0.013133005575838236,8.1918838092142,-0.015402864550874779,0.32328697407043944,62058915682.25783,3.161566154847483,0.1850386567962185,9.26054108715373
9.29781,79387511374.58727,7.543516446429772,-0.01086784547270993,1.4543723901235344,-0.01992402313785894,0.33142241400350686,73097290946.14067,2.73540930860457,0.2083572808443273,8.77770672916668
9.20754,90775273186.33731,5.473014919689933,-0.010708598949008163,-3.6913951319979725,-0.01813416220479787,0.3489672404550089,88083211807.91292,2.4213702164653803,0.20443952818752398,6.534636023704019
8.9505,101334379713.84615,5.70151688960034,-0.012180751086132778,-4.391837190334891,-0.019311050227820013,0.3603074355267958,105872656574.2377,3.554060139001292,0.26296984093407255,9.079763131479993
8.863290000000001,93159795467.57568,5.672015418971086,-0.011171469834377602,-5.250427337533592,-0.019141304992864223,0.3420051007169075,100211025131.81438,3.075613973560759,0.26029171588225525,8.353691132557296
8.7363,82576517015.76102,7.404860874335927,-0.01120655084407758,-4.856531908329803,-0.020237941577832347,0.34069746847179644,97684094331.8209,3.747085879219723,0.35157023549697447,11.341707576478417
8.595540000000002,113614834441.49565,8.474425311343666,-0.016428830667517744,-0.6442890642467622,-0.01867353027004014,0.3641445346152209,109231894798.43347,3.534735555347993,0.4029799708425832,10.37002026459124
8.489970000000001,94609950406.85187,6.383979676327784,-0.011981878025293565,-8.20620132258473,-0.022376451362780353,0.3666928492297808,109288567024.7058,3.3369378248350747,0.37016587234429416,9.647430864623411
8.336969999999999,119381164845.28925,6.6681354622611355,-0.015427913802146129,-5.462388340585445,-0.023102592324152498,0.3464185203734434,109971981499.64551,3.026930187483204,0.3522100130986536,8.36694215711841
8.19162,87775290615.37804,5.088160744160377,-0.010015554781698273,-11.552104751397506,-0.025125568416764655,0.33991844212893746,80677971247.8629,2.686166271977597,0.23812261321469638,6.596290980490259
