# SDTrimSP: VERSION 7.03    17.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (back_sputtered-recoil)       
       10000         640  ! NH NR
#     species     gen/coll      fluence   end-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.10000E+00  0.15409E+02  0.33720E+00  0.19386E+02 -0.11684E+00 -0.37945E+01  0.21885E+02 -0.35218E+01  0.41317E+01  0.24990E+01  0.34049E+01  0.60386E+00  0.59168E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.29655E+00  0.00000E+00  0.25975E+01
            2            1  0.10000E+00  0.82788E+01  0.13185E+01  0.30315E+02 -0.57821E+00 -0.41726E+01  0.32045E+02 -0.19064E+01  0.54911E+01  0.17304E+01  0.13282E+01  0.89552E+00  0.79327E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.70588E+00  0.00000E+00  0.95442E+01
            2            1  0.10000E+00  0.90501E+02  0.67393E-01  0.16340E+02 -0.62295E-01 -0.37884E+01  0.22012E+02 -0.36559E+01  0.38558E+01  0.56722E+01  0.35936E+01  0.55061E+00  0.86649E+00 -0.16306E+00  0.98426E+01  0.98426E+01  0.47417E+00  0.00000E+00  0.77068E+00
            2            1  0.10000E+00  0.25618E+01  0.10787E+01  0.26322E+02  0.52414E+00 -0.35264E+01  0.28741E+02  0.34428E+01  0.46051E+01  0.24192E+01  0.29186E+01  0.96812E+00  0.78210E+00  0.33104E+01  0.28710E+02  0.26511E+02  0.27517E+01  0.00000E+00  0.21880E+02
            2            1  0.10000E+00  0.19676E+02  0.90077E+00  0.24294E+02 -0.30382E+00 -0.39697E+01  0.26318E+02 -0.61226E+01  0.48704E+01  0.20245E+01  0.58188E+01  0.54501E+00  0.28257E+00  0.00000E+00  0.83154E+00  0.00000E+00  0.11446E+01  0.00000E+00  0.77374E+01
            2            1  0.10000E+00  0.35156E+01  0.98321E+00  0.22002E+02  0.84825E-01 -0.44587E+01  0.23645E+02 -0.10924E+01  0.54419E+01  0.16431E+01  0.11772E+01  0.94049E+00  0.91700E+00  0.00000E+00  0.13708E+01  0.13708E+01  0.50560E+00  0.00000E+00  0.95225E+01
            2            1  0.10000E+00  0.81520E+01  0.13070E+01  0.26350E+02  0.86970E+00 -0.34146E+01  0.29270E+02  0.60679E+01  0.47217E+01  0.29191E+01  0.51982E+01  0.58194E+00  0.68402E+00  0.19695E+01  0.47040E+01  0.38158E+01  0.17518E+01  0.00000E+00  0.18137E+02
            2            1  0.10000E+00  0.28047E+02  0.16352E+01  0.24047E+02  0.64250E+00 -0.43266E+01  0.28388E+02 -0.57321E+01  0.59618E+01  0.43415E+01  0.63746E+01  0.57814E+00  0.51920E+00  0.16676E+01  0.62805E+01  0.54250E+01  0.26232E+01  0.00000E+00  0.12172E+02
            2            1  0.10000E+00  0.58517E+02  0.23058E-02  0.16844E+02 -0.81188E-01 -0.37051E+01  0.20790E+02 -0.24471E+01  0.37074E+01  0.39456E+01  0.23659E+01  0.59571E+00  0.85764E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.40431E-02  0.00000E+00  0.11022E-01
            2            1  0.10000E+00  0.13786E+01  0.36397E+00  0.19285E+02 -0.13287E+00 -0.42550E+01  0.21380E+02 -0.50284E+00  0.46189E+01  0.20949E+01  0.11379E+01  0.63285E+00  0.90028E+00 -0.58945E+00  0.99573E+01  0.99573E+01  0.46491E+00  0.00000E+00  0.51138E+01
#ende
          10   number particle from SDTrimSP
