# SDTrimSP: VERSION 7.03    18.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (back_sputtered-recoil)       
        4000         640  ! NH NR
#     species     gen/coll      fluence   end-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.12500E+00  0.47754E+03  0.61295E+01  0.45650E+02  0.57159E+00 -0.33965E+01  0.78115E+02  0.29949E+02  0.95260E+01  0.34731E+02  0.29377E+02  0.47050E+00 -0.30955E+00  0.43245E+02  0.69366E+03  0.68522E+03  0.20825E+03  0.57059E+03  0.31263E+02
            2            1  0.12500E+00  0.48690E+01  0.17530E+01  0.24652E+03  0.96978E+01 -0.47662E+01  0.24702E+03  0.67410E+01  0.65192E+01  0.50016E+00  0.29568E+01  0.65539E+00  0.16650E+00 -0.52696E+00  0.10749E+02  0.10749E+02  0.11301E+01  0.00000E+00  0.11869E+02
            2            1  0.12500E+00  0.74615E+01  0.30822E+00  0.42448E+03  0.37237E+03 -0.36028E+01  0.42882E+03  0.37176E+03  0.39110E+01  0.43371E+01  0.60247E+00  0.51868E+00  0.98194E+00  0.00000E+00  0.68063E+00  0.00000E+00  0.27123E+00  0.00000E+00  0.38069E+01
            2            1  0.12500E+00  0.71233E+02  0.29437E+02  0.18100E+03 -0.87844E+01 -0.40610E+01  0.20544E+03  0.26779E+00  0.33498E+02  0.24431E+02  0.90522E+01  0.80732E+00  0.96354E+00  0.43067E+02  0.85076E+03  0.83723E+03  0.12243E+03  0.69984E+03  0.63845E+02
            2            1  0.12500E+00  0.15042E+02  0.23702E+01  0.28468E+02 -0.74851E-01 -0.45837E+01  0.30553E+02 -0.94452E+00  0.69539E+01  0.20851E+01  0.11532E+01  0.95201E+00  0.98604E+00  0.15617E+01  0.18354E+02  0.16434E+02  0.22665E+01  0.00000E+00  0.13786E+02
            2            1  0.12500E+00  0.24756E+01  0.76238E+00  0.35095E+03  0.10577E+03 -0.38377E+01  0.35195E+03  0.10220E+03  0.46001E+01  0.10044E+01  0.35693E+01  0.97793E-01  0.27087E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.35009E+00  0.00000E+00  0.91621E+01
            2            1  0.12500E+00  0.34665E+03  0.15377E+01  0.30864E+02 -0.63984E+00 -0.33600E+01  0.34447E+02  0.93004E+01  0.48977E+01  0.35829E+01  0.99402E+01  0.50710E+00  0.28789E+00  0.38544E+01  0.35789E+02  0.35241E+02  0.14318E+02  0.00000E+00  0.63998E+01
            2            1  0.12500E+00  0.49883E+02  0.25962E+00  0.72927E+03  0.19283E+03 -0.39425E+01  0.72955E+03  0.18889E+03  0.42021E+01  0.28014E+00  0.39418E+01  0.79078E+00  0.62412E-02 -0.25196E+00  0.88282E+01  0.84719E+01  0.59235E+00  0.00000E+00  0.15986E+01
            2            1  0.12500E+00  0.17610E+03  0.11117E+02  0.50269E+03 -0.73448E+02 -0.40804E+01  0.50919E+03 -0.76144E+02  0.15197E+02  0.65050E+01  0.26956E+01  0.94420E+00  0.24345E+00  0.11680E+02  0.76934E+02  0.73329E+02  0.28708E+02  0.28461E+02  0.20814E+02
            2            1  0.12500E+00  0.22693E+03  0.45364E+01  0.42073E+02  0.34256E+00 -0.49975E+01  0.48438E+02  0.64235E+01  0.95340E+01  0.63648E+01  0.60810E+01  0.85949E+00  0.68127E+00  0.77461E+01  0.20464E+03  0.20213E+03  0.19537E+02  0.16568E+03  0.10892E+02
#ende
          10   number particle from SDTrimSP
