label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Gaussian;433.1589936950396;353380965480.7771;0.23859560605276053;;;
2;Gaussian;432.6981237530783;546954424920.33624;0.5221673881222744;;;
3;Gaussian;431.6950553356705;530568807188.5231;0.14634189114421936;;;
4;Gaussian;431.5552297217842;624396936268.9375;0.10189875592276909;;;
5;Gaussian;431.1048993438442;647366790006.1082;0.09882740659855616;;;
6;Gaussian;430.9683020422774;711221736521.98;0.14640942309225302;;;
7;Gaussian;430.6734705514181;856557913341.1307;0.13307282720164126;;;
8;Gaussian;430.3553358680367;526191834765.8986;0.1508110045725486;;;
9;Gaussian;429.8444747581499;363934161430.5753;0.07479743103936398;;;
10;Gaussian;429.765599992396;563436184476.059;0.19805226100730877;;;
