name;success;x;y;m01_ampli;m02_ampli;m03_ampli;m04_ampli;m05_ampli;m06_ampli;m07_ampli;m08_ampli;m09_ampli;m10_ampli;m01_fwhm;m02_fwhm;m03_fwhm;m04_fwhm;m05_fwhm;m06_fwhm;m07_fwhm;m08_fwhm;m09_fwhm;m10_fwhm;m01_x0;m02_x0;m03_x0;m04_x0;m05_x0;m06_x0;m07_x0;m08_x0;m09_x0;m10_x0
MechelleSpect_007.csv;True;;;438397888758.585;680540356755.352;766700685759.254;876568092026.839;823095402409.765;942035068302.689;1233469395131.285;779736906160.477;904495187825.601;699507899552.394;0.176;0.539;0.122;0.095;0.093;0.125;0.14;0.132;0.097;0.11;433.188;432.737;431.704;431.567;431.113;430.972;430.682;430.366;429.839;429.735
MechelleSpect_010.csv;True;;;282596715388.284;465265466766.782;573978924042.104;623530887140.991;506485707650.564;317991139545.632;864074649025.769;573158155117.277;266678372432.258;601423859390.175;0.189;0.632;0.128;0.093;0.357;0.074;0.118;0.139;0.059;0.222;433.176;432.714;431.696;431.559;431.099;430.953;430.675;430.359;429.84;429.762
MechelleSpect_012.csv;True;;;353380965480.777;546954424920.336;530568807188.523;624396936268.938;647366790006.108;711221736521.98;856557913341.131;526191834765.899;363934161430.575;563436184476.059;0.239;0.522;0.146;0.102;0.099;0.146;0.133;0.151;0.075;0.198;433.159;432.698;431.695;431.555;431.105;430.968;430.673;430.355;429.844;429.766
MechelleSpect_015.csv;True;;;364141303551.526;560005411812.237;610408862599.291;675568201221.787;747154868702.138;759645235646.468;1190342643995.709;631316922646.402;378251202681.967;701730501326.915;0.206;0.523;0.177;0.088;0.11;0.122;0.103;0.134;0.069;0.202;433.176;432.697;431.687;431.551;431.095;430.959;430.675;430.355;429.836;429.763
MechelleSpect_016.csv;True;;;227460863566.031;349882634015.899;387030913114.293;432250845341.412;403402690451.066;449414644973.134;561956829703.633;369610329767.916;220539409259.581;383620679373.235;0.234;0.467;0.114;0.107;0.115;0.129;0.122;0.124;0.063;0.215;433.16;432.711;431.712;431.574;431.115;430.975;430.69;430.369;429.859;429.777
MechelleSpect_019.csv;True;;;315931304523.188;438260054266.036;467893856060.128;467542233464.428;501034241634.523;266449418966.179;768553827495.299;492637684439.44;313528240693.8;409009737667.658;0.2;0.486;0.104;0.11;0.295;0.075;0.117;0.137;0.065;0.208;433.16;432.715;431.716;431.577;431.089;430.968;430.689;430.368;429.855;429.767
MechelleSpect_020.csv;True;;;248216218915.865;465170587880.92;610842631746.521;582393375050.901;651839873650.722;699688745634.643;836594523671.327;546678154819.946;387428909651.377;495978345164.243;0.203;0.578;0.124;0.1;0.104;0.125;0.126;0.12;0.067;0.206;433.179;432.715;431.71;431.574;431.113;430.982;430.691;430.369;429.858;429.771
