label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Gaussian;433.1884694511838;438397888758.5851;0.17623833781118536;;;
2;Gaussian;432.7371069670208;680540356755.3523;0.538941172076246;;;
3;Gaussian;431.7040507686783;766700685759.2539;0.12151492831926625;;;
4;Gaussian;431.5665567795794;876568092026.839;0.09536434859338527;;;
5;Gaussian;431.1130063300075;823095402409.7646;0.09342927228201958;;;
6;Gaussian;430.97227280950847;942035068302.6887;0.12517174874256964;;;
7;Gaussian;430.682182015976;1233469395131.285;0.1398855847095759;;;
8;Gaussian;430.3660786538722;779736906160.4774;0.13239232676994783;;;
9;Gaussian;429.83934289392124;904495187825.6013;0.09677456908681048;;;
10;Gaussian;429.73496226021;699507899552.394;0.10995887833471496;;;
