label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Gaussian;433.1761209899213;364141303551.52606;0.20593258682455318;;;
2;Gaussian;432.69653202053354;560005411812.2373;0.5226665991339363;;;
3;Gaussian;431.68718597458894;610408862599.2909;0.17662058348338894;;;
4;Gaussian;431.55080562331324;675568201221.7871;0.08815578397494139;;;
5;Gaussian;431.09499905956744;747154868702.1385;0.10966002046329804;;;
6;Gaussian;430.9594278377807;759645235646.4685;0.12205732973882277;;;
7;Gaussian;430.67475862827706;1190342643995.709;0.10283408317806053;;;
8;Gaussian;430.3546923227872;631316922646.4019;0.13396801783376322;;;
9;Gaussian;429.8363278205569;378251202681.96655;0.06893654900711477;;;
10;Gaussian;429.76346817959325;701730501326.915;0.20240693297591816;;;
