label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Gaussian;433.1595933854234;315931304523.18787;0.20046522261760735;;;
2;Gaussian;432.71529103116404;438260054266.03564;0.48551048444860356;;;
3;Gaussian;431.71594988465483;467893856060.1275;0.10428603633588773;;;
4;Gaussian;431.5766465198084;467542233464.42847;0.10952624492395202;;;
5;Gaussian;431.08881538820935;501034241634.5231;0.2954845649196347;;;
6;Gaussian;430.96810832007253;266449418966.17883;0.0751541265504474;;;
7;Gaussian;430.68947151280906;768553827495.2991;0.11701239901322769;;;
8;Gaussian;430.3681905617498;492637684439.43964;0.13699629510910416;;;
9;Gaussian;429.8545952045986;313528240693.8004;0.06522817366542144;;;
10;Gaussian;429.76709559378975;409009737667.65814;0.2082120212257066;;;
