label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Gaussian;433.17597710059755;282596715388.2836;0.18879764363278762;;;
2;Gaussian;432.71426952761374;465265466766.7821;0.6317220734926021;;;
3;Gaussian;431.69639224565617;573978924042.1045;0.12830303743757154;;;
4;Gaussian;431.55939344701824;623530887140.991;0.09300248227258612;;;
5;Gaussian;431.0990994184225;506485707650.56445;0.3573326477645966;;;
6;Gaussian;430.95260283551676;317991139545.63165;0.07417059523556757;;;
7;Gaussian;430.6753968201766;864074649025.7693;0.11774449007561083;;;
8;Gaussian;430.3592554504026;573158155117.2771;0.13911762260769844;;;
9;Gaussian;429.84001508858654;266678372432.25842;0.05854766173944981;;;
10;Gaussian;429.7624679823509;601423859390.1754;0.2220211162710095;;;
