label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Gaussian;433.15978847144635;227460863566.03055;0.23423680595832108;;;
2;Gaussian;432.710922610688;349882634015.89905;0.46681690793143327;;;
3;Gaussian;431.711591693678;387030913114.2933;0.11401991548901647;;;
4;Gaussian;431.5737783666036;432250845341.41187;0.10688067188582284;;;
5;Gaussian;431.11545152437566;403402690451.06604;0.11475729054156725;;;
6;Gaussian;430.9750418792572;449414644973.13403;0.12879592590575584;;;
7;Gaussian;430.6899438890511;561956829703.6334;0.12169907257812973;;;
8;Gaussian;430.36861064659666;369610329767.91614;0.12365478798718188;;;
9;Gaussian;429.8588598266369;220539409259.58084;0.06310025753750725;;;
10;Gaussian;429.7773091319905;383620679373.23535;0.2149967783459661;;;
