x (cm),x error (cm),n_e (cm^{-3}),n_e error (cm^{-3}),T_e (eV),T_e error (eV),J_sat (A/cm^2),J_sat error (A/cm^2),V_sat (eV),V_sat error (eV),synthetic
-5.18058,0.2574637845413254,6833416135.9976225,14790217576.243412,1.0186795813983751,4.057469097827699,-0.0004064800500906,0.0007010009372323,3.0138161404582227,7.926622724342931,True
-5.061240000000001,0.4217302417066551,12651834034.34626,16896183799.120235,1.0358544070186664,2.901859646525517,-0.000756827318445,0.0007426108712133,3.4219021283653017,6.764233747548625,True
-4.896,0.1454639763220415,20338940329.407967,19682073106.548782,1.2713671416149364,2.2478656151702294,-0.0013066248212198,0.0009531306342598,3.6882268670045626,4.954503995483087,True
-4.769010000000001,0.2978621395307693,24241515388.457485,22270298980.65816,0.779746889516463,0.9762050865750892,-0.0013237016065383,0.0014432552269758,1.4952131567909532,1.419251764818542,True
-4.64355,0.4092721628783995,13877973899.171215,13974895926.354326,2.89662638561456,1.9683272313279776,-0.0012345771807842,0.0045799692519352,4.970967551427807,4.224046342073778,True
-4.489020000000001,0.1668750681818426,25326686530.65017,16573646916.165071,2.793154294486607,1.428819025887308,-0.0022184656281396,0.0047388706391568,5.060055172108946,2.908230563959652,True
-4.34979,0.2685226363694966,36871759852.69755,28685550130.6027,2.3296955204109073,1.8268117486922064,-0.0029938635982158,0.0083380809515628,3.168891162670341,3.783392309497192,True
-4.23351,0.4602780779401519,41843210119.097855,29363557397.65724,1.2635174565625151,0.6071927058758964,-0.0026821506430598,0.0053568685957975,1.02694326374022,1.0608501008777171,True
-4.065210000000001,0.1719458796297382,78296115480.85178,59686235208.657295,0.2711218552487329,0.5501489799464765,-0.0033187154071032,0.0051766221106258,-1.2879576050234187,0.8133189643195371,True
-3.91833,0.3287589416753725,71220581190.51633,55442455534.24659,0.2859763178311481,0.4085423097485927,-0.0030477443390634,0.005229993559589,-1.2618016694283254,0.549905568839457,True
