x (cm),x error (cm),n_e (cm^{-3}),n_e error (cm^{-3}),T_e (eV),T_e error (eV),J_sat (A/cm^2),J_sat error (A/cm^2),V_sat (eV),V_sat error (eV),synthetic
-4.31766,0.3893479021870952,22631362811.83845,17301099014.398426,1.9327797505950268,1.9765155923041304,-0.0017038462107993,0.0031018449259329,3.152324699547111,4.012821095856882,True
-4.18455,0.3452622325149201,44413062306.930756,30942501784.52716,0.149971222051072,0.3474521424969038,-0.0017283276299638,0.0028240462551411,-1.893279555830416,0.498996017897346,True
-4.016250000000001,0.1241470272729158,55576131080.82823,93131729895.4007,0.100000000000251,1.7990616744042804,-0.0020779362762923,0.0055203989308173,-3.4095779234151724,5.33304007017342,True
-3.8877300000000012,0.354581345342459,57370042548.57288,59489968132.29704,0.1011968307679999,0.7360824810178217,-0.0021471471202404,0.0055944713872001,-2.677185496883133,0.905203800802207,True
-3.7592099999999995,0.3879709121290886,50281569909.59122,63530571556.526855,0.1000000000000625,0.6163275632369938,-0.001879977899003,0.0077766171004883,-3.154463141557086,1.0034199391878622,True
-3.567960000000001,0.1132086956097159,64196595034.2618,75534284717.86792,0.4408528242257302,1.458681090841794,-0.0030056688464169,0.011802508026112,-3.0648510633799004,2.937741064695101,True
-3.45627,0.3341994724460371,55269960262.6727,66483526723.88748,0.4998179201469297,0.9244754904623363,-0.0026675827489966,0.0167214715339748,-4.074229947425634,1.2381265280561076,True
-3.3292800000000007,0.3953098456885373,41022987957.408394,47550312626.11719,1.6435877487878046,1.8426021331185412,-0.0028991201354417,0.0241533824406816,-2.766422526730297,3.3454027748256987,True
-3.14415,0.1618916815861799,14112495964.668276,6027971970.221571,1.1439031190024769,0.8364433651346483,-0.0008733940522726,0.0030916642853622,-6.929675490325321,0.8108257260167351,True
-3.021750000000001,0.3858622719818361,21718383923.728634,94026653233.8337,0.2281062283544043,0.5003969199329754,-0.0008945264130928,0.0214443730947063,-4.780343024953835,1.2200101651940245,True
-2.8917,0.3317542941474879,16621736714.237473,16802393779.872583,0.4839401770864494,0.6462953593907401,-0.0007958459961168,0.0060525910618264,-6.455704819521775,0.4834485484894548,True
-2.6912699999999994,0.1557655919424302,53720198869.5467,55541949358.48543,2.698059472823016,1.269591011994597,-0.0046371289103625,0.0528438125160339,-3.100057766847266,3.2157461461218104,True
-2.5795800000000018,0.4502732438034305,54980006063.16255,55227611909.86155,3.4874461689009655,1.3071042788174203,-0.0052993242014932,0.0608307136548454,-1.082957461345933,3.863487687456477,True
-2.43576,0.2268898921386816,58683293010.17306,55377243251.756966,3.279959336014171,1.40489316530938,-0.0055071426976038,0.0645396633697278,-2.7969513554004055,3.5305618287904057,True
-2.27205,0.3068020727725812,52708840177.978645,62730407299.85982,3.5824487644359984,1.663119567320745,-0.0051405799862415,0.0823297957349967,-2.882153269745225,4.8757122280476635,True
-2.1618899999999996,0.4021247895750577,64265112271.87779,58174302991.80174,4.4761642791316145,1.790276744338552,-0.0069197581347903,0.0951466168058524,-2.049651570351486,4.738894782340593,True
-1.9691100000000006,0.1631423171726892,64685462545.42273,64431627843.595085,4.21546868344632,1.6438090759070754,-0.0067801204630388,0.0975521452251194,-1.999008513084611,4.796464138492078,True
-1.8405899999999997,0.41280413219695,67515599313.46711,70992887852.29977,3.9061555325514874,1.920589824270035,-0.0068407280929924,0.1147695607632531,-4.574111134741305,4.821171371161879,True
-1.71054,0.1734386895377004,77153161672.56566,74260017865.41211,4.533234471439324,2.338963922384681,-0.0083549835386983,0.1234407920697576,-2.204619427417116,5.786821658446133,True
-1.5544800000000008,0.3630799852774721,70566159821.62627,86827875694.53761,3.9448543271608423,2.2106988276729376,-0.0071811424158525,0.1397348463338213,-4.294532912035249,5.719567398041251,True
-1.4213700000000005,0.210795916073705,100085768714.44797,93185543972.26591,3.3537719752160693,1.533548665565848,-0.009483827058983,0.1273674678022924,-4.68332140187435,3.645862956606168,True
-1.2729600000000012,0.3154587689375358,100328615288.37608,96446756802.45515,6.316560369401389,2.6249137674623464,-0.0126437456448857,0.234535947845974,-0.7353134672884006,7.356108795899755,True
-1.1413800000000007,0.3077350794774744,135138881136.64143,140162219154.05212,2.7358385037790556,1.6206245855949422,-0.0117338904100992,0.1989895200006777,-8.63123553147783,3.3622370846966643,True
-0.9822600000000001,0.2384790387464478,116206789527.03212,126324193631.19846,4.475873167307341,2.1198055070871593,-0.0125122220639017,0.2530980593764261,-5.535787700081241,5.875971952474627,True
-0.8889299999999993,0.3348047341514713,130057277956.67628,46211020717.48896,5.24514968411058,1.4800061868473042,-0.01504712829667,0.1516343390015606,-14.763843030795329,2.54184957441408,False
-0.7665299999999995,0.2554355688022621,140314643362.3717,59526596970.09133,4.849668863406696,1.3594452908602968,-0.0156651564538894,0.1845340209710345,-14.589418599384416,2.6083707575475383,False
-0.5997599999999998,0.3237322875351414,140490005361.83777,281666721148.91693,3.85361379662211,1.8447279679845532,-0.014149421010802,0.7645521645376038,-15.52924104805628,8.41178302478838,False
-0.4727699999999997,0.3070605499767512,154592567917.67032,88560045206.81989,3.25956553415924,1.2410664397299431,-0.014468574026549,0.1872376485300372,-13.829582807172002,2.3309415010652543,False
-0.2906999999999993,0.3192886956956828,201141257877.7098,281194641488.6708,2.7867358534729325,1.603393979131753,-0.017601588052128,0.5072132432025818,-12.561653565042528,4.594152393898689,False
-0.18665999999999983,0.3101234359890789,204381549172.08423,230681114728.04785,3.4615661583948816,1.642725179206538,-0.0196355663803116,0.4558914438967893,-10.531562756322044,4.328026416351008,False
0.0,0.2579656520840199,225744669807.6444,226787532554.90945,4.06578371400235,2.646446468886989,-0.0232832425112871,0.472970256197303,-8.932470465993859,5.980203268248583,False
0.0902700000000003,0.3534601557877189,179239025900.94348,216595144081.0101,2.840280454899851,1.4204361981039186,-0.0158122011629646,0.3420292975424844,-9.646084151412142,3.463099127934239,False
0.2754000000000003,0.2508896457580351,164573738447.6837,188097395510.83157,3.966083490227755,2.326762460428903,-0.016787740333708,0.3702208599260349,-7.913106400841368,5.387299135012054,False
0.4054500000000001,0.3486953207266223,178455645866.36646,169384375645.03525,3.6990949619360496,1.6631038314744844,-0.0176512891864976,0.3074382011393319,-7.654784666691059,4.010135302512881,False
0.5645700000000007,0.2288101370244698,162924165383.04742,168603266150.67337,2.818650396327507,1.5797668790459078,-0.0143263166670219,0.2475670102808306,-8.6910423724705,3.35740939032633,False
0.6915600000000008,0.3698786718978538,151425919959.75174,151807490312.05905,3.1821659164297955,1.6608583228225695,-0.014025559253334,0.2372804265356158,-7.760733638012217,3.6259126670117183,False
0.84762,0.2384790387464478,116206789527.03212,126324193631.19846,4.475873167307341,2.1198055070871593,-0.0125122220639017,0.2530980593764261,-5.535787700081241,5.875971952474627,False
0.9822600000000001,0.3077350794774744,135138881136.64143,140162219154.05212,2.7358385037790556,1.6206245855949422,-0.0117338904100992,0.1989895200006777,-8.63123553147783,3.3622370846966643,False
1.1413800000000007,0.3154587689375358,100328615288.37608,96446756802.45515,6.316560369401389,2.6249137674623464,-0.0126437456448857,0.234535947845974,-0.7353134672884006,7.356108795899755,False
1.2729600000000012,0.210795916073705,100085768714.44797,93185543972.26591,3.3537719752160693,1.533548665565848,-0.009483827058983,0.1273674678022924,-4.68332140187435,3.645862956606168,False
1.4213700000000005,0.3630799852774721,70566159821.62627,86827875694.53761,3.9448543271608423,2.2106988276729376,-0.0071811424158525,0.1397348463338213,-4.294532912035249,5.719567398041251,False
1.5544800000000008,0.1734386895377004,77153161672.56566,74260017865.41211,4.533234471439324,2.338963922384681,-0.0083549835386983,0.1234407920697576,-2.204619427417116,5.786821658446133,False
1.71054,0.41280413219695,67515599313.46711,70992887852.29977,3.9061555325514874,1.920589824270035,-0.0068407280929924,0.1147695607632531,-4.574111134741305,4.821171371161879,False
1.8405899999999997,0.1631423171726892,64685462545.42273,64431627843.595085,4.21546868344632,1.6438090759070754,-0.0067801204630388,0.0975521452251194,-1.999008513084611,4.796464138492078,False
1.9691100000000006,0.4021247895750577,64265112271.87779,58174302991.80174,4.4761642791316145,1.790276744338552,-0.0069197581347903,0.0951466168058524,-2.049651570351486,4.738894782340593,False
2.1618899999999996,0.3068020727725812,52708840177.978645,62730407299.85982,3.5824487644359984,1.663119567320745,-0.0051405799862415,0.0823297957349967,-2.882153269745225,4.8757122280476635,False
2.27205,0.2268898921386816,58683293010.17306,55377243251.756966,3.279959336014171,1.40489316530938,-0.0055071426976038,0.0645396633697278,-2.7969513554004055,3.5305618287904057,False
