label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Gaussian;433.2351491983827;532091484018.76263;0.19447675595343217;;;
2;Gaussian;432.88304050255607;544948114452.2148;0.22545615058542356;;;
3;Gaussian;432.59817357929876;563572313849.281;0.15956179888951816;;;
4;Gaussian;431.69665338437034;879185892546.6584;0.13429496190402457;;;
5;Gaussian;431.5711629642053;1000393560536.0568;0.08009897085855533;;;
6;Gaussian;431.11308144728963;979165387680.3086;0.09526269145949673;;;
7;Gaussian;430.9846664205718;1002974756529.729;0.13610896933387018;;;
8;Gaussian;430.6789616850944;1396257735519.9062;0.1150399875315844;;;
9;Gaussian;430.3664643848893;853772028155.0884;0.15286124780969912;;;
10;Gaussian;430.1359600992951;530550374894.16724;0.08553161163703527;;;
11;Gaussian;429.83950171565573;1163129695282.3235;0.08788624489138863;;;
12;Gaussian;429.75057584185276;558298443985.5061;0.09373577684550494;;;
