label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Gaussian;433.1960229773921;373312525717.53656;0.12518675011969904;;;
2;Gaussian;432.9055523517914;381342621498.7812;0.2760129016088908;;;
3;Gaussian;432.58079050745096;464856376456.244;0.13458018126947247;;;
4;Gaussian;431.6873378524193;695290341712.8439;0.1488603946908862;;;
5;Gaussian;431.55937417519084;645404326644.0883;0.07539252570905042;;;
6;Gaussian;431.10229462041286;620283019459.5142;0.12223867956542289;;;
7;Gaussian;430.9713707813056;674404192615.327;0.15580098922601815;;;
8;Gaussian;430.6695824943806;901143371257.3381;0.11626218953078027;;;
9;Gaussian;430.35801699619566;560038270535.8762;0.141737506277273;;;
10;Gaussian;430.1231819618134;311153025159.0018;0.0806891250886399;;;
11;Gaussian;429.834176211486;597144016508.4528;0.08607305093983886;;;
12;Gaussian;429.76220268322834;205657087603.55582;0.15080865516877706;;;
