label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Gaussian;433.233967446802;657294774242.1602;0.1797288739022851;;;
2;Gaussian;432.89088923021467;630871609369.1287;0.26317461329961045;;;
3;Gaussian;432.5932307024882;626884270732.5118;0.17243578555651284;;;
4;Gaussian;431.69991304428993;892933592561.9307;0.1334670978405561;;;
5;Gaussian;431.56822725579354;1072144009284.9683;0.07772841195790026;;;
6;Gaussian;431.11383764653243;1018093976652.9817;0.09732632749718251;;;
7;Gaussian;430.9787922571108;1096707701866.8546;0.1513845168241157;;;
8;Gaussian;430.68245909948956;1574557404895.2017;0.11426603282485015;;;
9;Gaussian;430.3705051659692;1053459643152.2988;0.1513800569931001;;;
10;Gaussian;430.13786665892843;610445261616.4344;0.09113967434317694;;;
11;Gaussian;429.8372222879351;1349786257962.5483;0.09506991665118036;;;
12;Gaussian;429.7372310783939;690931602845.1001;0.08452731247696743;;;
