label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Gaussian;433.2223292916545;434673425782.2485;0.19900880271475074;;;
2;Gaussian;432.8861462519008;555397579702.0046;0.237036511213351;;;
3;Gaussian;432.5863811003062;537883985777.7614;0.14811323102856822;;;
4;Gaussian;431.6734000722617;758894957248.2618;0.20342178742519534;;;
5;Gaussian;431.56252164433744;719730244508.9868;0.06433809184391848;;;
6;Gaussian;431.11467501719926;838742389772.3373;0.10108795193825015;;;
7;Gaussian;430.98309529257017;975227581958.127;0.15404928257490846;;;
8;Gaussian;430.67869463741937;1331985322886.122;0.12123229637951427;;;
9;Gaussian;430.3656527574284;829753047505.9061;0.15408066194039227;;;
10;Gaussian;430.12946313776536;433057584768.59515;0.082181379765911;;;
11;Gaussian;429.8325448432239;897337654425.5321;0.09573784187839607;;;
12;Gaussian;429.7376419996632;441676835775.9679;0.08681551929091702;;;
