label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Gaussian;433.1979674154162;314184079980.9113;0.13140274835944377;;;
2;Gaussian;432.9005266415444;386535744141.1982;0.23759683078963256;;;
3;Gaussian;432.59108508807503;450204504073.62585;0.110481092067094;;;
4;Gaussian;431.698967095853;637252834739.1676;0.17102200041215765;;;
5;Gaussian;431.5719874176762;483461917811.8566;0.0723365753960703;;;
6;Gaussian;431.12244087550323;587173920301.6122;0.11373556069126378;;;
7;Gaussian;430.99584061885;660495786208.6954;0.1327285558905711;;;
8;Gaussian;430.69299417623546;766720359014.9603;0.11780457185311954;;;
9;Gaussian;430.3661856747054;533699622365.7724;0.14571395836610046;;;
10;Gaussian;430.1351930381644;267831578635.4194;0.06610087086030836;;;
11;Gaussian;429.85225096426626;621123063799.4434;0.08768022409590959;;;
12;Gaussian;429.76680130067;358429584714.57776;0.07886599197645117;;;
