label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Gaussian;433.19550193408423;409248555776.1626;0.12804306438450874;;;
2;Gaussian;432.89748128727695;453586771202.064;0.26581847422986193;;;
3;Gaussian;432.57445294775675;503031440936.21594;0.1324478898514947;;;
4;Gaussian;431.689490137994;650315551338.651;0.13709793648524204;;;
5;Gaussian;431.561721200864;666838789937.4752;0.07649410261720835;;;
6;Gaussian;431.11809002190336;312073616740.2217;0.04759283392441471;;;
7;Gaussian;431.0226818723624;694248769418.2798;0.2366992620172148;;;
8;Gaussian;430.6712654487829;888971716410.4614;0.11148712239967828;;;
9;Gaussian;430.3582656510984;537494631734.9065;0.1535574410376217;;;
10;Gaussian;430.1273807871153;343220539968.2317;0.08152391389878444;;;
11;Gaussian;429.8283538794762;671209203453.5654;0.09197263267767264;;;
12;Gaussian;429.73499232628217;316616410353.4109;0.08028456158558628;;;
