x (cm),n_e (cm^{-3}),T_e (eV),J_sat (A/cm^2),V_sc (eV),J_sat_robust (A/cm^2),x error (cm),n_e error (cm^{-3}),T_e error (eV),J_sat error (A/cm^2),V_sc error (eV)
11.05884,2515694381.8542194,1.346352340040164,-0.0001649998160639145,1.1833198813163885,-0.001822146505789318,0.2269921686317451,16193598981.94949,4.6178167982562925,0.0031558255255248247,11.225779463636005
10.93644,10210282294.388538,1.444902291120498,-0.0006873135933019925,1.0710772070037058,-0.0033366991138889714,0.2904276915103478,15465787553.752432,1.9251301890501937,0.003352443132216437,3.498998499131206
10.78191,14445173350.608402,1.112648164825739,-0.0008854435138841186,0.2694018364899582,-0.003188487550722841,0.46012297336711366,13444826691.670013,0.8691561458902786,0.002542087406200725,1.4027701607103478
10.61208,24043339525.59475,0.6000588143214521,-0.0012172254708497552,-1.5104894378613978,-0.0041264445646167144,0.28265926532030183,21051889062.761345,0.6322936390959556,0.00347416068975192,0.8046360262778907
10.488150000000001,30698650261.671265,0.9268994351214264,-0.0017700447804896112,-1.2840498193572996,-0.004921900643945451,0.1468051073592583,25740697574.159126,0.9808585539986121,0.00564615643544287,1.556747926236099
10.35504,43634919228.52893,1.0104940501137776,-0.00258858228926507,-1.0525736456797934,-0.005550696920429122,0.3661889062946015,19417721787.202164,0.5149678623191218,0.004460030285294006,0.8112230244660242
10.19745,29432144881.444374,0.9444674334518984,-0.0017074346072005664,-1.866635008567043,-0.006574019877395157,0.431540620799083,16397068665.572119,0.3812480630970615,0.004436146173574263,0.6509936867225121
10.06128,36072537753.43624,2.504193002991097,-0.0030179281873155277,1.830197649532238,-0.005836315868378654,0.18645923278998938,16180016266.057709,0.963177757946009,0.007275012310810488,1.980569936462645
9.95265,29685056510.722633,2.6421800248607985,-0.002539929728895707,1.390908772643304,-0.006273099421035276,0.1621630813712637,14823811815.496084,0.9639373215463838,0.007965835737932714,2.0366442823379205
9.79353,40151345095.246666,2.3328106563018123,-0.0032619489676977897,0.9730542404350413,-0.006359699579466442,0.38407876655897566,14329275620.78949,0.7918996250325412,0.006520674609988272,1.6035148717931997
9.64818,35278935718.084236,3.196822214921977,-0.003274146043750289,1.770690377805819,-0.008405966382423446,0.43010522000879414,23504670221.32516,1.474734085437281,0.01637948633323871,3.2855861518581424
9.515070000000001,46884423723.58114,3.1133159404749913,-0.0043017962871035355,0.8966847753678705,-0.010744590604713567,0.19808857495236767,28428950345.401867,1.3230682133801297,0.021104448454277298,2.89755715298874
9.38655,57006322950.12516,3.1161708330531885,-0.0052325789279312985,-0.03419905206096601,-0.011788369306946194,0.18830784087872932,34521123243.31132,0.9217767164481048,0.029204872657183942,2.326290436898591
9.26568,78378837311.97638,2.3253277836682766,-0.006359185980325573,-2.0161788043175015,-0.0133469483868469,0.43604673740728034,48655762611.73194,1.040289673864728,0.034049722153146854,2.0809480279917194
9.07749,95868199690.0095,0.4520291998813203,-0.004515106471083087,-6.017523730397683,-0.015132270003631243,0.4486815960285874,84138947106.72801,0.37000828071347824,0.028727839880634376,0.4529672873824371
8.92449,121236564866.64856,0.651317363642822,-0.006279129491460563,-8.34535294123986,-0.014215642755241687,0.22691189467380884,103476189876.77464,0.6285536367144382,0.052433664877444996,0.8249477210800382
