x (cm),n_e (cm^{-3}),T_e (eV),J_sat (A/cm^2),V_sc (eV),J_sat_robust (A/cm^2),x error (cm),n_e error (cm^{-3}),T_e error (eV),J_sat error (A/cm^2),V_sc error (eV)
10.97469,4452575514.742092,1.3322914450730619,-0.00029092219811541604,1.3313508439848014,-0.0023946453940673334,0.21121663976191965,11595242669.678638,2.554621297029234,0.002078030953261714,4.674556172142627
10.84617,10592381038.062044,1.5074117482760947,-0.0007244027920750893,3.1569076245607097,-0.002018737176888093,0.29471104936482684,14035377015.36596,3.30381694639987,0.0012638533824111393,7.269860290878771
10.68858,8156263513.233334,1.1192359103793668,-0.0005009733246161082,1.6348067660420584,-0.0030520194800230105,0.36037434204862984,12096675709.293339,1.1837774052714116,0.0014345558814525246,1.9708423675701958
10.5417,19408063877.569126,1.5628054212351403,-0.0013454873983565802,2.327336895917886,-0.003645040660176257,0.2792463950808359,13486436796.675386,1.551458400808795,0.0020017836462031093,3.248419837096177
10.38564,10114887034.284908,0.7077834984336051,-0.00053656689268878,-0.44509274167610785,-0.0048084182533743676,0.21856048318527843,15046067956.539259,0.9257434136188052,0.002124359434729227,1.4448483497980034
10.258650000000001,28518319198.174625,0.6603940376422132,-0.0014828422769065078,-0.3633441180097425,-0.003893116371192656,0.2680228699109608,17587787620.496704,0.7276667914278255,0.0019948063998341077,1.3084841302643742
10.12401,29065014725.44965,0.992534653952025,-0.0017139614460918895,0.05048230244931647,-0.004682997297811293,0.3543906224398223,14396899187.725243,0.5339250891070522,0.0024423966436660748,0.8259707071100765
9.9909,14799296844.479595,1.32221577659261,-0.0009642935729190478,1.0084592845586409,-0.004403134865184968,0.27185013143134457,12877368908.404497,0.9419800155266087,0.0024983150207996646,1.7128490758454094
9.85626,15554931435.093475,1.3751588983640015,-0.001028147510539805,0.4226037332869984,-0.005411145573578188,0.1831042211860015,17954163569.68912,1.808187249036845,0.00412286919402945,3.4269576270488638
9.73386,21204746550.71927,1.6958563514037313,-0.0015167127533062344,0.9843591872992115,-0.005317038548380231,0.3251785182516365,17813042672.057716,1.0700360183311808,0.005141848778566435,2.065538785977724
9.5625,49502007354.64922,0.915418472216213,-0.002842716364231857,-0.657389879070744,-0.0073278704931162295,0.41240996972915434,24384381883.130863,0.4383469251042357,0.004706441284017647,0.6676620857772455
9.41868,48840611113.17957,0.8504138358672145,-0.0027395726284887545,-1.4421543924761329,-0.007745946219741116,0.22728259588920852,33659345447.717766,0.6389432693180234,0.0072826217220413126,1.0159132235732629
9.30699,66079915798.43119,1.2289609367786434,-0.0041940186862858215,-1.044124460901819,-0.009983523328005851,0.17511834583741848,38153434954.15796,0.6398139010123705,0.011068939529263511,1.10696378128298
9.17541,51766654629.15201,2.10516730034191,-0.0040330740758127105,-0.5755348007359951,-0.011562694877681919,0.40235256072550046,31651458751.82082,0.7647185489884829,0.01665043039357883,1.6237672688895104
8.99028,82336327550.89883,0.879362307783377,-0.004667657261883024,-3.4523496269488128,-0.01153008756213571,0.4775103486798149,46510349085.981995,0.43212549522750265,0.01561153386794564,0.6257833577610068
8.87706,64328029986.074425,1.0391356232122844,-0.003852183672719728,-3.884031761775383,-0.011143809744847853,0.18412941418040008,39599607793.91478,0.4766845316526873,0.016212108149479685,0.7789347432448199
8.74701,65756124440.303154,1.5968060059395142,-0.004596038142474389,-3.518389241112004,-0.011544722642554059,0.22754277736576076,45726556151.99133,0.6072376091880867,0.026139224367493108,1.290924400909958
8.578710000000001,50029026263.828064,1.8832721052446915,-0.0037280107384173437,-4.8562014712282435,-0.012331342339687024,0.46534018312946734,46065602803.89615,0.7888987930797247,0.03561508150767517,2.0630708732435457
8.445599999999999,63525343764.75847,2.1949486402271003,-0.005033737451386141,-4.012649577751093,-0.012145174413125188,0.32327005310162993,51872976473.18819,0.8797657170162698,0.04283797615459223,2.1520992931469096
