# Total D retention: 3.088E+20 1/m^2
Peak,r_m,r_m_error,Ea,Ea_error,Tm,Tm_error
1,4.1962085937283226e+17,0.0,0.9292537606923617,0.14757957287510282,814.8289864825389,6.132562248461227
2,3.6241173402106586e+17,0.0,0.63674091276512,0.0897419868251319,956.5016361730638,12.927437201859448
