# Total D retention: 3.088E+20 1/m^2
Peak,r_m,r_m_error,Ea,Ea_error,Tm,Tm_error
1,3.0393064984480064e+17,0.0,1.3505462745671226,0.035965364017465085,781.446002393798,0.798572135664017
2,3.579912725002487e+17,0.0,0.9571075910319055,0.0187538650338398,856.6564333977046,0.8897192017001316
3,2.964485355818415e+17,0.0,0.7577696223895612,0.0157936040893335,985.7093062607313,1.6413325387326267
