label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Lorentzian;433.17017075784975;432880107325.8595;0.2842140281336225;;;
2;Lorentzian;432.7414574059558;687341525678.6082;0.36701175949135356;;;
3;Lorentzian;431.6737662461667;671340690781.1735;0.3619567380435451;;;
4;Lorentzian;431.5686349547813;374679587634.8294;0.05425143707794566;;;
5;Lorentzian;431.09877325019255;772572536759.8467;0.17348176581845065;;;
6;Lorentzian;430.9663755199554;660518637106.5702;0.0877375829971494;;;
7;Lorentzian;430.69555196261837;1048385595613.1045;0.09989937350780576;;;
8;Lorentzian;430.3378933408009;629886034980.7296;0.4277531535816559;;;
9;Lorentzian;429.8563494138823;696487859590.0557;0.11127367730623394;;;
10;Lorentzian;429.7545668624474;537406741593.0301;0.16446113241614935;;;
