label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Lorentzian;433.1884886633405;368757984305.9485;0.14594663182370127;;;
2;Lorentzian;432.7447505372715;572177288544.9464;0.4214477287534657;;;
3;Lorentzian;431.6680945305197;529241215148.43317;0.3477808196418408;;;
4;Lorentzian;431.5718548363328;305137139357.99603;0.03244520865163247;;;
5;Lorentzian;431.0977275494207;617373483169.262;0.1831875940228933;;;
6;Lorentzian;430.97287301494777;487948668895.6851;0.08737443673788592;;;
7;Lorentzian;430.69500113757283;923504706264.6033;0.09354654821988051;;;
8;Lorentzian;430.3541329981168;528026368430.71826;0.29835829401023695;;;
9;Lorentzian;429.85487240394184;296586373218.4549;0.05573516815469137;;;
10;Lorentzian;429.7883478569962;521119331077.0574;0.26084099468459687;;;
