label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Lorentzian;433.1928590299191;321544090841.05255;0.16972518569948747;;;
2;Lorentzian;432.73815561342207;598708730580.1176;0.46377707785743016;;;
3;Lorentzian;431.68508165229343;673692594972.4596;0.274007667442544;;;
4;Lorentzian;431.57034227482836;371785725762.9999;0.05700488746931409;;;
5;Lorentzian;431.0930690131665;735585445036.0062;0.2013571023129601;;;
6;Lorentzian;430.96877598944724;560691337163.1682;0.08367434473312008;;;
7;Lorentzian;430.6961850788619;1030359366074.2162;0.09851875819583134;;;
8;Lorentzian;430.34785391077776;582807822554.8456;0.3369513124532597;;;
9;Lorentzian;429.85408159731793;711292557239.6533;0.11836516800149965;;;
10;Lorentzian;429.73807088916845;476534789173.7625;0.13942588158608604;;;
