label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Lorentzian;433.1880609945631;501401045493.608;0.18694543577393308;;;
2;Lorentzian;432.75009135028756;804428491241.7039;0.3727104628446165;;;
3;Lorentzian;431.67828981154855;733746536127.5449;0.3332922882135936;;;
4;Lorentzian;431.5709403531072;482620087541.0322;0.054909450693019224;;;
5;Lorentzian;431.1023998658657;858252965935.7942;0.16789133017405256;;;
6;Lorentzian;430.96890053996066;759564480850.8999;0.0937164734581164;;;
7;Lorentzian;430.6966909751204;1425101818198.3926;0.08878567793064729;;;
8;Lorentzian;430.3463935643365;735172039922.8708;0.3934072568110403;;;
9;Lorentzian;429.8456331077109;906445021103.8531;0.12620226460104966;;;
10;Lorentzian;429.73867179781433;556008109289.2133;0.11727839916101379;;;
