label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Lorentzian;433.18500758826997;621626899422.7106;0.19426782568151557;;;
2;Lorentzian;432.7599014589764;1039676423274.095;0.38394252493060277;;;
3;Lorentzian;431.6664393525477;900929870334.2441;0.3940221411760536;;;
4;Lorentzian;431.572831300691;499067351032.53723;0.047882580857283585;;;
5;Lorentzian;431.116446030722;927177256946.4058;0.14684406076785894;;;
6;Lorentzian;430.97136194449723;1061818331636.546;0.116802061376442;;;
7;Lorentzian;430.69678950359054;1613117232917.4863;0.11661721730744645;;;
8;Lorentzian;430.3585827431874;983178093668.9369;0.37729342577613734;;;
9;Lorentzian;429.8104615497444;1282671561962.5513;0.2558307674088267;;;
10;Lorentzian;429.7202788789525;44803768461359.01;0.0013676976659771078;;;
