t (ms),q (A)
0.0,0.0
0.020000000001346052,1.302835738217473e-08
0.04000000000041836,2.6052085900793286e-08
0.06000000000130967,3.907121546516844e-08
0.08000000000083674,5.20911325760785e-08
0.10000000000172804,6.511347172636394e-08
0.12000000000080036,7.814451215560569e-08
0.14000000000032745,9.118486898610393e-08
0.16000000000121875,1.0423120259720208e-07
0.18000000000029107,1.1728419288709875e-07
0.2000000000016371,1.3033563660039576e-07
0.22000000000070943,1.433838542699671e-07
0.2400000000016007,1.5642028564315476e-07
0.2600000000011278,1.694345981260568e-07
0.2800000000002001,1.824273756347242e-07
0.3000000000010914,1.954153537222628e-07
0.32000000000061846,2.083946202871895e-07
0.34000000000150976,2.21358717047084e-07
0.36000000000012733,2.3431438718953833e-07
0.38000000000192813,2.4727591850721703e-07
0.4000000000010004,2.6024003812459636e-07
0.42000000000007276,2.732078674549553e-07
0.4400000000014188,2.8617172674679035e-07
0.4600000000004911,2.991390440669702e-07
0.48000000000092763,3.121143264757508e-07
0.5000000000013642,3.251050759083421e-07
0.5200000000018008,3.3810759634596755e-07
0.5400000000008731,3.5111636794718113e-07
0.5600000000004003,3.6412391194935295e-07
0.5800000000012915,3.771309654141776e-07
0.6000000000003638,3.9012978664578626e-07
0.6200000000021646,4.031144809849614e-07
0.6400000000007822,4.1608297249125617e-07
0.6600000000016736,4.2903662801891507e-07
0.6800000000012005,4.4197746451886046e-07
0.7000000000002728,4.549147015146633e-07
0.7200000000011642,4.678458235362409e-07
0.7400000000006913,4.807641846954338e-07
0.7600000000015825,4.936714288536328e-07
0.7800000000006548,5.065790730512069e-07
0.8000000000020009,5.194877298758262e-07
0.8200000000010732,5.323921436774824e-07
0.8400000000001455,5.452938071064426e-07
0.8600000000014916,5.581966779700684e-07
0.8800000000005639,5.710982195777994e-07
0.9000000000014553,5.839995368718347e-07
0.9200000000009824,5.969016986869276e-07
0.9400000000000546,6.098103925129526e-07
0.9600000000009459,6.22719905677187e-07
0.9800000000004729,6.356372029497414e-07
1.0000000000013645,6.485627261774295e-07
1.0200000000004366,6.614944348711812e-07
1.0400000000017828,6.744255586746469e-07
1.060000000000855,6.873530955681399e-07
1.0799999999999275,7.00267318625409e-07
1.1000000000012733,7.131777178302943e-07
1.1200000000003458,7.260918110842954e-07
1.1400000000012371,7.390222028839039e-07
1.160000000000764,7.519621396387232e-07
1.1800000000016555,7.649107365803589e-07
1.2000000000007276,7.778624153388471e-07
1.2200000000002547,7.908169240414509e-07
1.240000000001146,8.037746496151e-07
1.2600000000002185,8.16738936502581e-07
1.2800000000015643,8.297077452500752e-07
1.3000000000006369,8.426885956523431e-07
1.3200000000015282,8.556738591226094e-07
1.340000000001055,8.686649875589294e-07
1.3600000000001273,8.816610929297477e-07
1.3800000000010186,8.946610341540336e-07
1.4000000000005457,9.076644677585766e-07
1.420000000001437,9.206736881001832e-07
1.4400000000005095,9.33681001632419e-07
1.4600000000018554,9.466773853644124e-07
1.480000000000928,9.59658686626858e-07
1.5,9.72634914140185e-07
1.5200000000013463,9.856161158784223e-07
1.5400000000004184,9.986073598653962e-07
1.5600000000013097,1.0115973872463118e-06
1.5800000000008367,1.0245897042752955e-06
1.600000000001728,1.037585607147689e-06
1.6200000000008006,1.0505791674737778e-06
1.6400000000003274,1.0635626219172809e-06
1.660000000001219,1.0765327178327551e-06
1.680000000000291,1.089486778287268e-06
1.7000000000016373,1.1024167209056374e-06
1.7200000000007094,1.115328578655043e-06
1.7400000000016007,1.128224284143021e-06
1.7600000000011278,1.1411078075411975e-06
1.7800000000002003,1.1539942955946004e-06
1.8000000000010916,1.1668774483058119e-06
1.8200000000006185,1.1797557220489016e-06
1.84000000000151,1.1926312466332565e-06
1.8600000000001273,1.2055083609602423e-06
1.8800000000019284,1.2183811835913348e-06
1.9000000000010004,1.2312488415459758e-06
1.920000000000073,1.244108127371078e-06
1.9400000000014188,1.256964652292137e-06
1.9600000000004913,1.2698169172371802e-06
1.9800000000009277,1.2826711576067923e-06
2.0000000000013642,1.2955245450097283e-06
2.020000000001801,1.3083724227087738e-06
2.040000000000873,1.3212049895794012e-06
2.0600000000004,1.3340313083574726e-06
2.080000000001292,1.3468502468951193e-06
2.100000000000364,1.3596615709865852e-06
2.120000000002165,1.3724652416757277e-06
2.140000000000782,1.385272384770627e-06
2.159999999999855,1.3980810142227637e-06
2.1800000000012005,1.4108897556660825e-06
2.200000000000273,1.4236971902534856e-06
2.220000000001164,1.4365071544132753e-06
2.240000000000691,1.4493133117220845e-06
2.260000000001583,1.4621173439251705e-06
2.280000000000655,1.4749131522284654e-06
2.300000000000182,1.4877006788719375e-06
2.320000000001073,1.5004769080891525e-06
2.340000000000146,1.5132428487413213e-06
2.3600000000014916,1.5259968626989664e-06
2.380000000000564,1.538730617785714e-06
2.400000000001455,1.5514327620203872e-06
2.4200000000009823,1.5641086772826075e-06
2.4400000000000546,1.576770506204548e-06
2.460000000000946,1.5894413821455634e-06
2.480000000000473,1.6021192738246137e-06
2.5000000000013642,1.6148012884366825e-06
2.520000000000437,1.627484491001036e-06
2.5400000000017826,1.6401691451877738e-06
2.560000000000855,1.652852867641094e-06
2.580000000000382,1.66553910856281e-06
2.6000000000012737,1.6782302633618983e-06
2.6200000000003456,1.6909356711498506e-06
2.640000000001237,1.7036529827275583e-06
2.660000000000764,1.7163795784854674e-06
2.6800000000016553,1.7291135001857282e-06
2.700000000000728,1.74184881455108e-06
2.7200000000002547,1.754577853460563e-06
2.740000000001146,1.7673009357452587e-06
2.760000000000673,1.7800174644585933e-06
2.7800000000015648,1.7927298749690122e-06
2.8000000000006366,1.8054361518250155e-06
2.820000000001528,1.8181463663398536e-06
2.840000000001055,1.8308619363394534e-06
2.8600000000001278,1.8435892262199538e-06
2.880000000001019,1.8563217475839277e-06
2.9000000000005457,1.8690638095166697e-06
2.920000000001437,1.8818075048053748e-06
2.940000000000964,1.894558065926258e-06
2.960000000001856,1.907317203948449e-06
2.9800000000009277,1.92008873783416e-06
3.000000000000455,1.932870052739135e-06
3.020000000001346,1.9456670610810125e-06
3.040000000000419,1.958480905718934e-06
3.06000000000131,1.9713151794817883e-06
3.0800000000008367,1.984166773227845e-06
3.100000000001728,1.997031998920305e-06
3.120000000001255,2.009905422006723e-06
3.1400000000003274,2.0227958817794924e-06
3.1600000000012187,2.035690908601603e-06
3.1800000000007462,2.0485826783739255e-06
3.200000000001637,2.061469026302652e-06
3.22000000000071,2.0743494083000558e-06
3.240000000001601,2.08722865122599e-06
3.2600000000011278,2.1001196804431925e-06
3.2800000000002,2.1130172261583168e-06
3.300000000001546,2.125918517682278e-06
3.3200000000006185,2.138818793047065e-06
3.3400000000015098,2.1517273690560454e-06
3.3600000000010373,2.164644680689268e-06
3.380000000000109,2.1775595881511434e-06
3.400000000001001,2.19046130027663e-06
3.4200000000005275,2.2033475302273267e-06
3.440000000001419,2.216213163722539e-06
3.460000000000491,2.229055557577103e-06
3.480000000001837,2.2418754597215494e-06
3.5000000000013642,2.25467808706172e-06
3.519999999999982,2.2674697723543155e-06
3.5400000000013283,2.280261949173278e-06
3.5600000000004,2.293045074842062e-06
3.580000000001292,2.305814235076202e-06
3.6000000000008185,2.3185623417044034e-06
3.620000000002165,2.3312854195502743e-06
3.640000000000782,2.3439910285985977e-06
3.6600000000003092,2.356687044982924e-06
3.6800000000012005,2.3693754381170652e-06
3.700000000000273,2.3820637869282183e-06
3.7200000000016193,2.3947510784355915e-06
3.740000000000691,2.407447849941451e-06
3.760000000001583,2.4201505096664058e-06
3.7800000000011096,2.4328612402345913e-06
3.8000000000001823,2.4455806912926442e-06
3.820000000001073,2.4583039965254153e-06
3.8400000000006003,2.471029952980063e-06
3.8600000000014916,2.483765182388776e-06
3.880000000000564,2.496512195990634e-06
3.9000000000019104,2.5092763484264523e-06
3.920000000000982,2.5220563312456845e-06
3.9400000000000546,2.5348423669719424e-06
3.9600000000013997,2.5476244404048564e-06
3.980000000000473,2.5604094235602493e-06
4.000000000001363,2.573196574964944e-06
4.020000000000891,2.5859844929848164e-06
4.040000000001783,2.5987748795093485e-06
4.060000000000855,2.6115685206413575e-06
4.080000000000382,2.624363616066968e-06
4.100000000001272,2.6371533444603985e-06
4.120000000000346,2.6499282134080797e-06
4.140000000001691,2.6626829999684795e-06
4.160000000000764,2.6754210395563524e-06
4.180000000001654,2.6881560240232363e-06
4.200000000001182,2.7008903117024783e-06
4.220000000000254,2.7136244543057507e-06
4.240000000001146,2.7263519002193844e-06
4.260000000000673,2.7390592609376487e-06
4.280000000001563,2.7517523051796097e-06
4.300000000000637,2.764426595500342e-06
4.320000000001982,2.7770739369920462e-06
4.340000000001055,2.7897080363927756e-06
4.360000000000126,2.8023262245693752e-06
4.380000000001473,2.8149327184074112e-06
4.400000000000545,2.827528953815942e-06
4.420000000001437,2.8401231593277814e-06
4.440000000000964,2.8527145947145265e-06
4.4600000000018545,2.865307878680586e-06
4.480000000000928,2.8779019944720297e-06
4.500000000000454,2.8905115554240164e-06
4.520000000001346,2.903136114134972e-06
4.5400000000004175,2.91576998119096e-06
4.560000000001764,2.928401140031548e-06
4.580000000000836,2.9410302776103375e-06
4.599999999999909,2.953664998348148e-06
4.620000000001255,2.96631174482772e-06
4.640000000000327,2.978968274592713e-06
4.660000000001219,2.9916462427447064e-06
4.680000000000745,3.0043418725758876e-06
4.700000000001637,3.0170570000871853e-06
4.7200000000007085,3.0297836329662614e-06
4.7400000000002365,3.0425237107291585e-06
4.760000000001127,3.055271914219409e-06
4.7800000000002,3.0680208505911648e-06
4.800000000001546,3.0807747733746614e-06
4.8200000000006185,3.093537834918952e-06
4.84000000000151,3.1062992717719136e-06
4.860000000001036,3.1190486966918008e-06
4.880000000000109,3.1317975278524995e-06
4.900000000001,3.144557939309697e-06
4.9200000000005275,3.1573208613779126e-06
4.940000000001419,3.1700855945215825e-06
4.960000000000491,3.1828481749008664e-06
4.980000000001837,3.1956111750649754e-06
5.000000000001363,3.2083635502116237e-06
5.019999999999982,3.2210988848703345e-06
5.040000000001327,3.2338138223070027e-06
5.0600000000004,3.2465207318173094e-06
5.080000000001291,3.259224594825977e-06
5.1000000000008185,3.2719163981271997e-06
5.120000000002165,3.284604957776518e-06
5.140000000000782,3.2973142982733453e-06
5.160000000000309,3.310031848732405e-06
5.1800000000012005,3.322765016679416e-06
5.200000000000273,3.335510570992487e-06
5.220000000001618,3.348263782952532e-06
5.240000000000691,3.3610239457114294e-06
5.260000000001582,3.37378955842001e-06
5.28000000000111,3.386557205090285e-06
5.300000000000181,3.3993220526936316e-06
5.320000000001073,3.412082084539519e-06
5.3400000000006,3.4248485662440145e-06
5.360000000001492,3.437620353320441e-06
5.380000000000564,3.4503959710771485e-06
5.400000000001909,3.463182684012457e-06
5.420000000000982,3.4759905587691153e-06
5.440000000000055,3.4888156331241164e-06
5.460000000001401,3.5016460132345316e-06
5.480000000000472,3.5144727536181517e-06
5.500000000001364,3.5272911566938807e-06
5.520000000000891,3.5400904820491035e-06
5.540000000001783,3.552879397685796e-06
5.560000000000855,3.5656611508454756e-06
5.580000000000381,3.5784353993639443e-06
5.600000000001273,3.5912073969797484e-06
5.620000000000346,3.6039816075005283e-06
5.640000000001692,3.6167528684277952e-06
5.660000000000763,3.6295247067346628e-06
5.680000000001655,3.6422862220402985e-06
5.700000000001182,3.6550469532145006e-06
5.720000000000255,3.6678156409318208e-06
5.740000000001146,3.6805977675652264e-06
5.760000000000672,3.6933864349600354e-06
5.780000000001564,3.7061930941909974e-06
5.800000000000637,3.719017413498516e-06
5.820000000000164,3.7318642426130328e-06
5.840000000001054,3.744727292732118e-06
5.860000000000127,3.7575984919294306e-06
5.880000000001473,3.7704737334822142e-06
5.900000000000546,3.7833621290883674e-06
5.920000000001437,3.7962615339076188e-06
5.940000000000963,3.80917726638101e-06
5.960000000000036,3.8221025951779925e-06
5.980000000000928,3.835031008596517e-06
6.000000000000455,3.8479655936796155e-06
6.020000000001345,3.860914340389466e-06
6.040000000000418,3.873875425480691e-06
6.060000000001764,3.886853662581773e-06
6.080000000000837,3.899845333261126e-06
6.099999999999908,3.912851837302942e-06
6.120000000001254,3.925871006833692e-06
6.140000000000327,3.938903093665793e-06
6.160000000001219,3.951943036008102e-06
6.180000000000746,3.96498439498012e-06
6.200000000001636,3.9780303503738575e-06
6.220000000000709,3.991085711284354e-06
6.240000000000236,4.004142681213408e-06
6.260000000001128,4.017195062799295e-06
6.280000000000199,4.03024220709828e-06
6.300000000001545,4.043301155582308e-06
6.3200000000006185,4.056369766937296e-06
6.34000000000151,4.069451007062335e-06
