t (ms),q (A)
6.360000000001037,4.0825397129073946e-06
6.380000000000108,4.095628370616733e-06
6.4000000000010004,4.108713593578921e-06
6.420000000000527,4.121795183328606e-06
6.440000000001419,4.134869968440339e-06
6.46000000000049,4.147941317282654e-06
6.480000000001836,4.161017973167449e-06
6.500000000001364,4.174120058587474e-06
6.520000000000436,4.187242171288432e-06
6.540000000001328,4.200385347182906e-06
6.560000000000399,4.213542082322265e-06
6.5800000000012915,4.226706190749547e-06
6.600000000000818,4.239873169477375e-06
6.620000000002164,4.253036570081391e-06
6.640000000000781,4.266188398820105e-06
6.660000000000309,4.279337103849087e-06
6.6800000000012005,4.292489468815103e-06
6.700000000000727,4.305637575682446e-06
6.720000000001619,4.318770587119782e-06
6.74000000000069,4.3318988783091445e-06
6.7600000000015825,4.345028043266032e-06
6.780000000001109,4.358169836020562e-06
6.800000000000182,4.3713219775766e-06
6.820000000001072,4.384491212410249e-06
6.8400000000006,4.397675242879923e-06
6.860000000001492,4.410873000658419e-06
6.880000000001018,4.42408651778525e-06
6.90000000000191,4.437308302625279e-06
6.920000000000981,4.4505316718298265e-06
6.940000000000509,4.463763433594966e-06
6.9600000000014,4.476996354150171e-06
6.980000000000473,4.49023022936762e-06
7.000000000001363,4.50346978520038e-06
7.020000000000891,4.51671335688275e-06
7.039999999999963,4.529956744988034e-06
7.060000000001309,4.543205448428763e-06
7.080000000000382,4.556459107134903e-06
7.100000000001272,4.569717183295765e-06
7.1200000000008,4.582978147626972e-06
7.140000000001691,4.59624421841029e-06
7.160000000000764,4.60951012193927e-06
7.180000000000291,4.622777563219511e-06
7.200000000001182,4.636051780417371e-06
7.220000000000254,4.649339854129219e-06
7.2400000000016,4.6626274180918465e-06
7.260000000000673,4.675913613844443e-06
7.280000000001563,4.689195906936069e-06
7.300000000001091,4.702465606675969e-06
7.320000000000163,4.7157201936871405e-06
7.340000000001055,4.728963272357842e-06
7.360000000000126,4.742197616910624e-06
7.380000000001473,4.755432263013721e-06
7.400000000000545,4.768669121731575e-06
7.420000000001891,4.781915705684912e-06
7.440000000000964,4.795171942591064e-06
7.460000000000036,4.8084379268547e-06
7.480000000000928,4.8217096914629844e-06
7.500000000000454,4.834987989394373e-06
7.520000000001346,4.848271700666605e-06
7.540000000000873,4.861572244142319e-06
7.560000000001764,4.874881045756267e-06
7.580000000000836,4.888187646292054e-06
7.600000000000364,4.901489780912321e-06
7.620000000001255,4.914791768560153e-06
7.640000000000327,4.928088827031103e-06
7.6600000000016735,4.941378037506183e-06
7.680000000000745,4.954661895632313e-06
7.700000000001637,4.9679457214710685e-06
7.720000000001164,4.981227911892431e-06
7.7400000000002365,4.994518312870648e-06
7.760000000001127,5.00780984750586e-06
7.780000000000655,5.02109486005299e-06
7.800000000001546,5.0343580024022495e-06
7.82000000000062,5.047595807678337e-06
7.840000000001965,5.060814999014093e-06
7.860000000001038,5.074022242104016e-06
7.880000000000109,5.087211186738831e-06
7.900000000001456,5.100395216680587e-06
7.9200000000005275,5.113577613106114e-06
7.94000000000142,5.126758848523216e-06
7.960000000000948,5.139929582690419e-06
7.980000000001838,5.153092646900975e-06
8.000000000001366,5.1662454477542456e-06
8.020000000000437,5.179391273015758e-06
8.04000000000133,5.192532084311409e-06
8.0600000000004,5.205665337023259e-06
8.080000000001748,5.2187946065895375e-06
8.100000000000819,5.23193348428133e-06
8.120000000002165,5.245074140108964e-06
8.140000000001239,5.258218679990241e-06
8.16000000000031,5.2713672376996235e-06
8.180000000001202,5.284527216008378e-06
8.200000000000728,5.29769713743361e-06
8.22000000000162,5.3108782204337804e-06
8.240000000000691,5.32406566180716e-06
8.260000000000218,5.337262620781258e-06
8.28000000000111,5.350467774077707e-06
8.300000000000182,5.363685208374871e-06
8.32000000000153,5.376909846771391e-06
8.3400000000006,5.390143716348122e-06
8.360000000001493,5.403380858229315e-06
8.380000000001019,5.416615482212584e-06
8.400000000000091,5.4298470279159786e-06
8.420000000000982,5.443089636812075e-06
8.44000000000051,5.45634055932723e-06
8.4600000000014,5.469598409467446e-06
8.480000000000473,5.482859836123778e-06
8.50000000000182,5.496120305712591e-06
8.520000000000891,5.509379188377401e-06
8.539999999999964,5.522643448589702e-06
8.56000000000131,5.535908657165604e-06
8.580000000000382,5.549182307952372e-06
8.600000000001273,5.562455305759234e-06
8.6200000000008,5.57572509389784e-06
8.640000000001692,5.589000652615244e-06
8.660000000000764,5.602294904775845e-06
8.680000000000291,5.6156022378341365e-06
8.700000000001182,5.62892287427353e-06
8.720000000000255,5.642240365198336e-06
8.7400000000016,5.655542872107149e-06
8.760000000000673,5.6688299149851e-06
8.780000000001564,5.682102726397616e-06
8.800000000001091,5.6953607836885085e-06
8.820000000000164,5.7086016410875715e-06
8.840000000001055,5.7218163550324805e-06
8.860000000000127,5.7350048846875e-06
8.880000000001473,5.7481671126837305e-06
8.900000000000546,5.761313167832604e-06
8.920000000001892,5.77444193954816e-06
8.940000000000964,5.787549449863494e-06
8.960000000000038,5.80063119689282e-06
8.980000000000928,5.813691530257663e-06
9.000000000000455,5.826734397985984e-06
9.020000000001346,5.839776015601964e-06
9.040000000000873,5.852815144985331e-06
9.060000000001764,5.865856590714787e-06
9.080000000000837,5.8789048507090955e-06
9.100000000000366,5.891967435422617e-06
9.120000000001255,5.905039826430331e-06
9.14000000000033,5.918108673388634e-06
9.160000000001673,5.931172802632488e-06
9.180000000000746,5.944239861780137e-06
9.200000000001637,5.957308441269359e-06
9.220000000001164,5.9703742116700016e-06
9.240000000000238,5.983432908360301e-06
9.260000000001128,5.996483510918347e-06
9.280000000000657,6.0095222038191215e-06
9.300000000001546,6.022557375206955e-06
9.32000000000062,6.035586835553571e-06
9.340000000001965,6.048619029903517e-06
9.360000000001037,6.061657704759326e-06
9.380000000000111,6.074716013008742e-06
9.400000000001455,6.087785345198034e-06
9.42000000000053,6.100864271234766e-06
9.440000000001419,6.113952621005605e-06
9.460000000000948,6.1270524661573214e-06
9.48000000000002,6.140153509394426e-06
9.500000000001364,6.153244582416181e-06
9.520000000000438,6.166325997843842e-06
9.540000000001328,6.179407761014073e-06
9.560000000000402,6.192495551061438e-06
9.580000000001746,6.205586603174884e-06
9.60000000000082,6.218673995693836e-06
9.61999999999989,6.231760338980547e-06
9.640000000001239,6.244840455421195e-06
9.660000000000311,6.2579166453570625e-06
9.680000000001202,6.270983787676715e-06
9.70000000000073,6.284044640597777e-06
9.720000000001619,6.297100949692628e-06
9.740000000000693,6.310154078526234e-06
9.760000000000218,6.32318710054464e-06
9.780000000001111,6.336197390128411e-06
9.800000000000182,6.349191734145096e-06
9.82000000000153,6.362179085983873e-06
9.840000000000602,6.3751663219258965e-06
9.860000000001493,6.3881645410916355e-06
9.88000000000102,6.4011700079718305e-06
9.900000000000091,6.414187038744297e-06
9.920000000000984,6.427210634470245e-06
9.94000000000051,6.440248730605645e-06
9.960000000001402,6.453298380495888e-06
9.980000000000473,6.4663546797891536e-06
10.00000000000182,6.479412127289362e-06
10.020000000000893,6.492468015051958e-06
10.039999999999964,6.505516719668935e-06
10.060000000001311,6.518565890013952e-06
10.080000000000382,6.531616226807279e-06
10.100000000001275,6.54468725826281e-06
10.1200000000008,6.5577733883903625e-06
10.140000000001693,6.57086511031157e-06
10.160000000000764,6.583958120466757e-06
10.180000000000291,6.5970385248530334e-06
10.200000000001184,6.610095212630267e-06
10.220000000000255,6.6231375384418265e-06
10.240000000001602,6.636169970980284e-06
10.260000000000673,6.649203130568664e-06
10.280000000001566,6.662238945627404e-06
10.300000000001091,6.6752871964406824e-06
10.320000000000164,6.688338276507818e-06
10.340000000001055,6.701389272988632e-06
10.360000000000127,6.7144469306492264e-06
10.380000000001475,6.727515770398083e-06
10.400000000000546,6.740592151639222e-06
10.420000000001894,6.753673749806734e-06
10.440000000000964,6.766752191090399e-06
10.460000000000491,6.779828611574786e-06
10.480000000000928,6.792893727608855e-06
10.500000000000455,6.8059466886795045e-06
10.520000000001346,6.818998551959344e-06
10.540000000000873,6.832062561059187e-06
10.560000000001766,6.845133365400221e-06
10.580000000000837,6.85821565272731e-06
10.600000000000364,6.8713061438623555e-06
10.620000000001255,6.884414019721971e-06
10.640000000000782,6.8975362575685075e-06
10.660000000001673,6.910664719848481e-06
10.680000000000746,6.9238020537886675e-06
10.700000000000273,6.93694940548604e-06
10.720000000001164,6.950102472018483e-06
10.740000000000236,6.963265416878882e-06
10.760000000001128,6.976435504109697e-06
10.780000000000655,6.989612358273931e-06
10.800000000001546,7.0027922955561125e-06
10.820000000001073,7.015973556949358e-06
10.840000000000146,7.029158304614893e-06
10.860000000001037,7.042347984751127e-06
10.880000000000564,7.0555352910572694e-06
10.900000000001455,7.068719213690037e-06
10.920000000000528,7.081901530125711e-06
10.940000000001419,7.0950919597524806e-06
10.960000000000946,7.108292561071245e-06
10.98000000000002,7.121505544897671e-06
11.000000000001364,7.134731132978967e-06
11.020000000000437,7.147957955766032e-06
11.040000000001328,7.161183585528777e-06
11.060000000000855,7.174405833434247e-06
11.080000000001746,7.187623499613926e-06
11.100000000000819,7.200850068257506e-06
11.120000000000347,7.2140887719292325e-06
11.140000000001237,7.227340408910068e-06
11.160000000000311,7.240604080900214e-06
11.180000000001655,7.253874582864795e-06
11.200000000000728,7.267147453609602e-06
11.220000000001619,7.280432265443087e-06
11.240000000001146,7.293727544583965e-06
11.26000000000022,7.307023211754675e-06
11.28000000000111,7.320316480631343e-06
11.300000000000638,7.333605431534937e-06
11.320000000001528,7.346882925008615e-06
11.340000000000602,7.360155112610186e-06
11.360000000001946,7.373417996259417e-06
11.380000000001019,7.386672399640682e-06
11.400000000000093,7.399913026295154e-06
11.420000000001437,7.413146696156013e-06
11.440000000000511,7.426375152311917e-06
11.4600000000014,7.439612478201459e-06
11.48000000000093,7.452856149545221e-06
11.500000000001819,7.466113112469493e-06
11.520000000000893,7.479383158693184e-06
11.54000000000042,7.492663603295154e-06
11.56000000000131,7.5059531446454485e-06
11.580000000000384,7.5192529038595336e-06
11.600000000001728,7.532562649971532e-06
11.620000000000802,7.5458858557608966e-06
11.640000000001692,7.559222060454689e-06
11.66000000000122,7.5725738166383274e-06
11.680000000000293,7.585938967573436e-06
11.700000000001184,7.59932009827698e-06
11.720000000000711,7.612713788186648e-06
11.7400000000016,7.626119187115784e-06
11.760000000000675,7.639533105253636e-06
11.780000000002019,7.652949024200602e-06
11.800000000001093,7.666368521580694e-06
11.820000000000164,7.679796100404705e-06
11.840000000001512,7.693226444854213e-06
11.860000000000127,7.706655016042273e-06
11.880000000001475,7.72008443364567e-06
11.900000000001002,7.733521793242329e-06
11.920000000000073,7.746958663230708e-06
11.940000000000966,7.760395902512608e-06
11.960000000000491,7.773830777206098e-06
11.98000000000093,7.787257473424495e-06
12.000000000000455,7.800673876914548e-06
12.020000000001803,7.814089296170559e-06
12.040000000000875,7.827500044912566e-06
12.059999999999945,7.840912759699753e-06
12.080000000001293,7.854327374320543e-06
12.100000000000364,7.867736655752717e-06
12.120000000001257,7.881132487065357e-06
12.140000000000782,7.894521640687977e-06
12.160000000001675,7.907898182224936e-06
12.180000000000746,7.921269458577187e-06
12.200000000000273,7.934643029893603e-06
12.220000000001166,7.94802946254818e-06
12.240000000000236,7.961430505354956e-06
12.260000000001584,7.97485252624686e-06
12.280000000000655,7.988288309559554e-06
12.300000000001548,8.001734579316383e-06
12.320000000001073,8.015187288317352e-06
12.340000000000146,8.028658776988525e-06
12.360000000001037,8.042136924482671e-06
12.380000000000564,8.055625014454146e-06
12.400000000001457,8.069123979223918e-06
12.420000000000528,8.082637686236118e-06
12.440000000001875,8.096164415699425e-06
12.460000000000946,8.10970915352239e-06
12.480000000000018,8.123266617526728e-06
12.500000000001364,8.136830091751248e-06
12.520000000000437,8.150388478309483e-06
12.540000000001328,8.163939532939339e-06
12.560000000000855,8.177478331517978e-06
12.580000000001748,8.19100707979928e-06
12.600000000000819,8.20452928133051e-06
12.620000000000346,8.218051814824587e-06
12.640000000001237,8.231577990806408e-06
12.66000000000031,8.24510430038561e-06
12.680000000001655,8.258635225022801e-06
12.700000000000728,8.272174022693096e-06
12.720000000001619,8.28571492643682e-06
12.740000000001146,8.299262821216374e-06
12.760000000000218,8.312810743988984e-06
12.78000000000111,8.326351763526554e-06
12.800000000000637,8.339875893989909e-06
12.820000000001528,8.353396753534927e-06
12.8400000000006,8.366914090308192e-06
12.860000000001946,8.38042727214467e-06
12.880000000001019,8.393933642494358e-06
12.900000000000093,8.407429331791941e-06
12.920000000001437,8.420910971200955e-06
12.94000000000051,8.434380429932516e-06
12.9600000000014,8.447841382426505e-06
12.980000000000928,8.461305256273367e-06
13.000000000001819,8.474763536969494e-06
13.020000000000891,8.488218898304414e-06
13.04000000000042,8.501669083494811e-06
13.06000000000131,8.515124640868404e-06
13.080000000000384,8.528589035169694e-06
13.100000000001728,8.542060420230543e-06
13.1200000000008,8.555540083664667e-06
13.139999999999874,8.569029836852204e-06
13.160000000001219,8.582525744948993e-06
13.180000000000293,8.596031979592003e-06
13.200000000001182,8.60955097980439e-06
13.220000000000711,8.623084889318384e-06
13.2400000000016,8.636630612298766e-06
13.260000000000675,8.650192113365521e-06
13.280000000000202,8.663760032935743e-06
13.300000000001091,8.677331898243647e-06
13.320000000000165,8.69090869505344e-06
13.34000000000151,8.704496523476628e-06
13.360000000000129,8.718096054318791e-06
13.380000000001473,8.731708404112509e-06
13.400000000001002,8.745330425579153e-06
13.420000000000075,8.758967743435482e-06
13.440000000000966,8.77261536137536e-06
13.460000000000493,8.786278685045473e-06
13.48000000000093,8.799958437338563e-06
13.500000000000457,8.813651880777169e-06
13.5200000000018,8.827341681751369e-06
13.540000000000875,8.841027604517392e-06
13.559999999999945,8.85471028570793e-06
13.580000000001293,8.868395842388504e-06
13.600000000000366,8.88208343963541e-06
13.620000000001257,8.895770690489658e-06
13.640000000000784,8.909447546286932e-06
13.660000000001673,8.923121737156824e-06
13.680000000000748,8.936793512421719e-06
13.700000000000275,8.950476426191988e-06
13.720000000001166,8.96416617261746e-06
13.740000000000236,8.977860149741193e-06
13.760000000001584,8.991556654807048e-06
13.780000000000657,9.005249785287241e-06
13.800000000001548,9.018945803214841e-06
13.820000000001075,9.032654097197293e-06
13.840000000000146,9.046368600070325e-06
13.860000000001039,9.06008751879102e-06
13.880000000000566,9.073810180347462e-06
13.900000000001457,9.087534711988593e-06
13.920000000000528,9.10125959009285e-06
13.940000000001875,9.114997675198773e-06
13.960000000000948,9.12874175982411e-06
13.980000000000018,9.142495467334813e-06
14.000000000001366,9.156256813475046e-06
14.020000000000437,9.170031798283789e-06
14.04000000000133,9.183825480801763e-06
14.060000000000857,9.197637033771892e-06
14.080000000001748,9.211451751929112e-06
14.100000000000819,9.225267754084645e-06
14.120000000000346,9.239093025718922e-06
14.140000000001239,9.252929992370847e-06
14.16000000000031,9.2667746419942e-06
14.180000000001657,9.280628710365835e-06
14.200000000000728,9.294485708467484e-06
14.22000000000162,9.308353019226256e-06
14.240000000001148,9.322229085353841e-06
14.260000000000218,9.33610918897754e-06
14.28000000000111,9.349999518881886e-06
14.300000000000637,9.363903432257662e-06
14.32000000000153,9.377821985294345e-06
14.3400000000006,9.391762900649003e-06
