t (s),q (A)
0.0,0.0
1.9999999999072314e-05,1.2092847183329935e-06
4.000000000041837e-05,2.4190228525531595e-06
5.9999999999490684e-05,3.6318904581968782e-06
8.000000000083674e-05,4.849929949159671e-06
9.999999999990905e-05,6.074979389822816e-06
0.00011999999999920874,7.31189439534913e-06
0.00013999999999987268,8.552220956461487e-06
0.00015999999999962713,9.794234912495683e-06
0.00018000000000029104,1.1037591965122447e-05
0.00019999999999959075,1.2284803251238013e-05
0.00022000000000070943,1.3533913464272372e-05
0.00023999999999978173,1.4784387948311086e-05
0.0002599999999990814,1.6035198025814067e-05
0.0002800000000004274,1.728099064729357e-05
0.000299999999999045,1.85304558097501e-05
0.00032000000000039104,1.9785952527248877e-05
0.00033999999999969076,2.1044362891836776e-05
0.00036000000000080943,2.2303285769533152e-05
0.00037999999999988173,2.3564916893284252e-05
0.00039999999999918145,2.482729111414859e-05
0.00041999999999984536,2.6086596652785762e-05
0.00043999999999914507,2.7339683952293097e-05
0.0004600000000007185,2.8588153575302853e-05
0.0004799999999995634,2.983370524225959e-05
0.0005000000000006821,3.107964708818354e-05
0.0005199999999999818,3.2327817088762635e-05
0.0005399999999990541,3.357995907001172e-05
0.0005599999999999454,3.483703075293435e-05
0.0005799999999994724,3.610557192566745e-05
0.0006000000000003638,3.738329341693381e-05
0.0006199999999996635,3.866638262164317e-05
0.0006400000000007822,3.9957569701877975e-05
0.0006599999999998545,4.124712838200126e-05
0.0006799999999991542,4.2534513441560654e-05
0.0007000000000002729,4.382192719775395e-05
0.0007199999999991178,4.510822302486824e-05
0.0007400000000002365,4.639511397684927e-05
0.0007599999999997636,4.7683237914195774e-05
0.0007800000000006548,4.897742849732859e-05
0.0007999999999999545,5.027541782408688e-05
0.0008199999999990268,5.157959373853662e-05
0.0008399999999999182,5.2890883047085876e-05
0.0008599999999994452,5.421097956948447e-05
0.0008800000000007913,5.554238291824285e-05
0.0008999999999996362,5.688331753478864e-05
0.0009199999999991632,5.822816084758996e-05
0.0009399999999998272,5.957770545603891e-05
0.0009599999999991269,6.092910561192031e-05
0.0009800000000002456,6.227932993662201e-05
0.0009999999999995453,6.362660054550771e-05
0.0010200000000004366,6.496837613703328e-05
0.0010399999999997364,6.631005783195951e-05
0.001059999999999036,6.76553990503365e-05
0.0010799999999999274,6.900105674034174e-05
0.001099999999999227,7.034089983646377e-05
0.0011200000000003458,7.167782586556602e-05
0.0011399999999996454,7.301842251810716e-05
0.0011600000000007642,7.436042758450297e-05
0.0011799999999998363,7.570417039379436e-05
0.001199999999999136,7.705428857273473e-05
0.0012200000000000275,7.841585197635909e-05
0.0012399999999990997,7.978603181890986e-05
0.0012600000000004457,8.115963132882464e-05
0.001279999999999518,8.253772111775976e-05
0.0013000000000006368,8.392666631794668e-05
0.0013199999999999365,8.532523146796716e-05
0.0013399999999992361,8.673072378994022e-05
0.0013599999999999001,8.814219119548529e-05
0.001379999999999427,8.955718870385754e-05
0.0014000000000003185,9.097121044537278e-05
0.0014199999999996182,9.238781458482874e-05
0.001440000000000737,9.381067550005082e-05
0.001459999999999809,9.524493212927088e-05
0.0014799999999991088,9.668576905113555e-05
0.0015000000000002275,9.81276937121107e-05
0.0015199999999990724,9.957180358918152e-05
0.0015400000000004184,0.00010102095534844886
0.001559999999999718,0.00010247341620571568
0.0015800000000008368,0.00010392657245570584
0.0015999999999999092,0.00010537751354279948
0.0016199999999992089,0.00010682641823940861
0.001639999999999873,0.00010827528561199756
0.0016599999999996273,0.00010972808426175934
0.001680000000000746,0.00011118766412529156
0.001699999999999591,0.00011265224330160745
0.0017200000000007095,0.00011411851381775326
0.0017400000000000091,0.00011558624872815061
0.0017599999999990815,0.00011705443900994906
0.0017800000000004275,0.00011851695061056923
0.0017999999999995,0.00011997417264603768
0.0018200000000003912,0.00012142803977816217
0.0018399999999996908,0.0001228824147795025
0.0018600000000008096,0.00012434432104276792
0.001879999999999882,0.0001258090754849494
0.0018999999999991816,0.00012727357382086334
0.0019200000000003002,0.00012873567686746103
0.001939999999999145,0.0001301945763040916
0.0019600000000007185,0.00013165577389209795
0.001979999999999791,0.00013311719866992652
0.0020000000000006822,0.0001345734559738776
0.002019999999999982,0.00013602505462528388
0.0020399999999990543,0.00013747666376767172
0.0020599999999999456,0.00013893215013961006
0.0020799999999994725,0.00014038990150487212
0.0021000000000008187,0.0001418531244703079
0.002119999999999664,0.00014331599215322254
0.0021399999999991907,0.00014477840041890978
0.0021599999999998547,0.00014624090524289446
0.0021799999999991544,0.00014770107457115464
0.002200000000000273,0.0001491617942464183
0.0022199999999995726,0.0001506242147870694
0.0022400000000002366,0.00015208960220167966
0.0022599999999997635,0.0001535594779869793
0.002279999999999063,0.00015503442290153293
0.002299999999999955,0.00015650896451391942
0.002319999999999027,0.00015798451653356176
0.002340000000000373,0.000159468867456572
0.0023599999999994454,0.00016095956847195832
0.002380000000000791,0.00016245439796560234
0.0023999999999998636,0.00016395363853366035
0.0024199999999991633,0.00016545426751028407
0.0024399999999998273,0.00016695772119019312
0.002459999999999127,0.00016846414827716396
0.002480000000000246,0.00016997129877337227
0.0024999999999995456,0.00017147662340144266
0.002520000000000664,0.00017297949843763036
0.0025399999999997365,0.00017447992232429342
0.002559999999999036,0.00017597737712939072
0.0025799999999999274,0.00017747540053257254
0.002599999999999227,0.00017897569821749424
0.0026200000000003456,0.00018048205206231156
0.0026399999999996452,0.00018199411652343488
0.002660000000000764,0.0001835130662809121
0.0026799999999998366,0.00018503463319298537
0.0026999999999991363,0.0001865563778484308
0.0027200000000000275,0.00018807790283548192
0.0027399999999991,0.0001896009686477879
0.0027600000000004457,0.00019112565130972373
0.002779999999999518,0.00019265227227717034
0.0028000000000008643,0.00019418227551539483
0.0028199999999999363,0.0001957151117988654
0.0028399999999990087,0.00019724733663446662
0.002860000000000355,0.00019877861741772918
0.0028799999999994273,0.0002003136412258029
0.0029000000000003186,0.00020185704897132735
0.0029199999999998455,0.00020340501031867783
0.0029400000000007367,0.00020495214813411573
0.002959999999999809,0.00020649962415111186
0.002979999999999336,0.00020805095866440192
0.0030000000000002273,0.00020960255781307733
0.0030199999999992997,0.00021115759960933802
0.003040000000000646,0.0002127185876408362
0.0030599999999997183,0.00021428266851472371
0.0030800000000006096,0.00021585115598858054
