# SDTrimSP: VERSION 7.03    19.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (stopped-recoil E(start)>ED)  
        4000         640  ! NH NR
#     species     gen/coll      fluence start-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.12500E+00  0.48794E+02  0.94115E+02  0.51518E+03 -0.98305E+02  0.96035E+02  0.51540E+03 -0.97795E+02  0.15755E+01  0.16357E+00  0.19000E+01  0.00000E+00  0.00000E+00  0.28328E+01  0.47287E+02  0.46678E+02  0.15072E+01  0.37501E+02  0.16714E+02
            2            1  0.12500E+00  0.17002E+03  0.10564E+03  0.79311E+03 -0.22218E+03  0.94053E+02  0.79252E+03 -0.23017E+03  0.11584E+02  0.63000E+00  0.89260E+01  0.00000E+00  0.00000E+00  0.16682E+02  0.14723E+03  0.14199E+03  0.22140E+02  0.74786E+02  0.54831E+02
            2            1  0.12500E+00  0.60347E+02  0.23896E+03  0.93481E+03 -0.22009E+03  0.23530E+03  0.93708E+03 -0.21922E+03  0.36557E+01  0.27325E+01  0.20538E+01  0.00000E+00  0.00000E+00  0.62531E+01  0.56591E+02  0.53461E+02  0.37560E+01  0.31427E+02  0.44474E+02
            2            1  0.12500E+00  0.28608E+02  0.29291E+03  0.95112E+03 -0.22039E+03  0.29311E+03  0.95045E+03 -0.21915E+03  0.19201E+00  0.66405E+00  0.12407E+01  0.00000E+00  0.00000E+00  0.14202E+01  0.28608E+02  0.28246E+02  0.00000E+00  0.00000E+00  0.63443E+01
            2            1  0.12500E+00  0.81753E+02  0.56637E+03  0.10696E+04 -0.10896E+03  0.56857E+03  0.10720E+04 -0.10471E+03  0.22433E+01  0.24031E+01  0.42556E+01  0.00000E+00  0.00000E+00  0.62895E+01  0.76105E+02  0.73345E+02  0.56479E+01  0.41573E+02  0.32307E+02
            2            1  0.12500E+00  0.32827E+02  0.55944E+03  0.10540E+04 -0.13647E+03  0.56267E+03  0.10533E+04 -0.13861E+03  0.32322E+01  0.91007E+00  0.23561E+01  0.00000E+00  0.00000E+00  0.47629E+01  0.30481E+02  0.29885E+02  0.23455E+01  0.00000E+00  0.29795E+02
            2            1  0.12500E+00  0.60308E+02  0.11193E+03  0.45441E+03  0.72088E+02  0.11444E+03  0.45455E+03  0.66392E+02  0.28424E+01  0.85605E+00  0.56962E+01  0.00000E+00  0.00000E+00  0.69881E+01  0.55389E+02  0.52407E+02  0.49189E+01  0.00000E+00  0.30919E+02
            2            1  0.12500E+00  0.48449E+03  0.10400E+03  0.61215E+03  0.14288E+03  0.10245E+03  0.61844E+03  0.16799E+03  0.74033E+01  0.86506E+01  0.24655E+02  0.00000E+00  0.00000E+00  0.31778E+02  0.41548E+03  0.40450E+03  0.69010E+02  0.32197E+03  0.67437E+02
            2            1  0.12500E+00  0.42682E+02  0.14970E+03  0.70349E+03  0.96978E+02  0.14763E+03  0.70597E+03  0.93514E+02  0.26438E+01  0.24769E+01  0.34648E+01  0.00000E+00  0.00000E+00  0.61678E+01  0.39315E+02  0.35309E+02  0.33666E+01  0.00000E+00  0.48093E+02
            2            1  0.12500E+00  0.48227E+02  0.19101E+03  0.74797E+03  0.80307E+02  0.19421E+03  0.74847E+03  0.83300E+02  0.32006E+01  0.49693E+00  0.29937E+01  0.00000E+00  0.00000E+00  0.49065E+01  0.44869E+02  0.42562E+02  0.33583E+01  0.00000E+00  0.25803E+02
#ende
          10   number particle from SDTrimSP
