nist_wl_nm,line,nist_intensity,spec_wl_nm,spec_intensity
486.034,C I,1100bl(Nd II),486.07850016229366,43843419981507.83
486.1314,D I,,486.07850016229366,43843419981507.83
486.13185561,D I,,486.07850016229366,43843419981507.83
486.13194,D I,,486.07850016229366,43843419981507.83
486.13221428,D I,,486.07850016229366,43843419981507.83
486.133190313,D I,,486.07850016229366,43843419981507.83
486.13329561,D I,,486.07850016229366,43843419981507.83
486.13589,D I,,486.07850016229366,43843419981507.83
486.13961,D I,,486.07850016229366,43843419981507.83
486.13968,D I,,486.07850016229366,43843419981507.83
486.8429,C II,17,486.8016501622936,471804175366.53394
486.851,N III,150,486.8016501622936,471804175366.53394
487.544,C I,2400bl(Ti II),487.4957101622937,848550223354.4254
502.525,C I,37000*,502.5247901622936,620183080127.8965
502.525,C I,37000*,502.5247901622936,620183080127.8965
503.731,C II,21hql,503.80360016229366,657320275290.6969
516.74,B III,160*,516.7432401622937,508506187118.234
516.74,B III,160*,516.7432401622937,508506187118.234
536.916,C II,6h,536.8380301622938,628302250802.3535
537.007,C II,6wh*,537.0379201622936,518091705710.1709
537.007,C II,6wh*,537.0379201622936,518091705710.1709
537.007,C II,6wh*,537.0379201622936,518091705710.1709
539.467,B II,30,539.5094701622936,643831949284.6483
551.63,C I,"1700d,l",551.5947401622936,536309022685.64594
552.8368,C I,2500,552.8970501622937,513163764865.0836
554.2295,C I,3700,554.1680401622937,465376164030.53406
555.4716,C I,2100,555.4764501622938,675820260177.6266
570.274,C II,6w*,570.2516601622938,573345318010.6177
570.274,C II,6w*,570.2516601622938,573345318010.6177
571.4095,C II,5,571.3497401622938,455597902864.06256
572.2366,C I,4800,572.2013701622936,797888066565.1842
575.41,N I,700,575.4776701622936,508581077227.134
578.944,C I,2200bl(Cr),578.8803801622937,547568152898.18823
586.6574,C I,1700,586.7282201622936,529382120379.6006
587.894,C I,3700p(He I),587.8214201622936,517314707722.71466
589.0902,C II,16,589.0994401622936,737090684767.4244
589.1147,C I,2500,589.0994401622936,737090684767.4244
589.1402,C II,120,589.0994401622936,737090684767.4244
600.4645,C I,6300,600.3905201622936,720226284095.8683
600.7691,C I,23000,600.8003701622936,755606201755.5209
601.3901,C I,6400,601.3224001622937,953648281773.072
603.963,C II,3h,604.0142301622936,645510020749.0217
604.0843,C I,1400,604.0142301622936,645510020749.0217
608.1454,C I,1400,608.1118901622938,557071287735.3899
612.96,B III,89*,612.8828201622937,524409564433.3042
612.96,B III,89*,612.8828201622937,524409564433.3042
615.062,B II,40*,615.0150901622937,559962513148.3165
615.062,B II,40*,615.0150901622937,559962513148.3165
615.062,B II,40*,615.0150901622937,559962513148.3165
624.4426,C I,2300,624.3907601622936,495912479928.9422
656.273687,D I,,656.2023401622937,15354555445594.973
656.2751979,D I,,656.2023401622937,15354555445594.973
656.2798684,D I,,656.2023401622937,15354555445594.973
678.1801,C II,40,678.1662101622937,12400273702595.732
678.799,B II,0.5,678.8376601622936,512251173042.69617
678.9093,C II,25,678.8376601622936,512251173042.69617
707.6815,C I,4100,707.7519701622937,527632256009.77704
709.521,C I,12000p,709.4580801622938,483165549976.93097
710.2081,C I,19000,710.2029501622937,469912887805.78015
711.715,C I,110000*,711.6511401622936,464488282869.57935
711.715,C I,110000*,711.6511401622936,464488282869.57935
722.6232,C I,4500,722.5796601622937,534644745435.6939
740.816,N I,160,740.8441901622937,620670982529.9005
740.828,N I,265,740.8441901622937,620670982529.9005
783.9261,C I,7800,783.9143801622936,1029396911154.8431
786.271,C II,25w*,786.2754001622936,1253083254084.5464
786.271,C II,25w*,786.2754001622936,1253083254084.5464
786.271,C II,25w*,786.2754001622936,1253083254084.5464
786.304,C I,110000bl(Ni),786.2754001622936,1253083254084.5464
799.4724,C I,2900,799.4531401622937,591533492578.9014
802.0769,C I,6000,802.0542101622937,728026312057.9316
803.05,C I,2300d,803.0869901622937,677521945692.0076
803.107,C II,6,803.0869901622937,677521945692.0076
806.4337,C II,13,806.3903301622936,888597434958.4061
806.4573,C I,21000,806.3903301622936,888597434958.4061
808.0701,C I,28000,808.1209201622937,612065972490.8029
814.28,C II,25*,814.2799801622937,1837131811693.9824
814.28,C II,25*,814.2799801622937,1837131811693.9824
814.28,C II,25*,814.2799801622937,1837131811693.9824
821.86,N I,570,821.8387001622937,470569781459.675
841.573,C II,6h*,841.5587301622936,614832698643.7913
841.573,C II,6h*,841.5587301622936,614832698643.7913
844.106,N II,550,844.0798501622937,1006406670809.6482
