nist_wl_nm,line,nist_intensity,spec_wl_nm,spec_intensity
383.4435,C I,7300,383.49788016229365,456042236143.4306
383.54006,D I,,383.49788016229365,456042236143.4306
383.54035,D I,,383.49788016229365,456042236143.4306
383.54293,D I,,383.49788016229365,456042236143.4306
383.54544,D I,,383.49788016229365,456042236143.4306
383.54544,D I,,383.49788016229365,456042236143.4306
388.90631,D I,,388.86387016229367,680195673909.3225
388.90661,D I,,388.86387016229367,680195673909.3225
388.906868414,D I,,388.86387016229367,680195673909.3225
388.906897246,D I,,388.86387016229367,680195673909.3225
388.90697517,D I,,388.86387016229367,680195673909.3225
388.9092,D I,,388.86387016229367,680195673909.3225
388.91176,D I,,388.86387016229367,680195673909.3225
388.91177,D I,,388.86387016229367,680195673909.3225
397.004,C II,7h,396.96077016229367,1422305565044.3916
397.00848,D I,,396.96077016229367,1422305565044.3916
397.00879,D I,,396.96077016229367,1422305565044.3916
397.01152,D I,,396.96077016229367,1422305565044.3916
397.01421,D I,,396.96077016229367,1422305565044.3916
397.01422,D I,,396.96077016229367,1422305565044.3916
398.8007,C I,2600*,398.7235801622937,535286268426.4572
398.8007,C I,2600*,398.7235801622937,535286268426.4572
410.11,N I,140,410.1283101622936,5550540624369.1455
410.17435,D I,,410.1283101622936,5550540624369.1455
410.17469,D I,,410.1283101622936,5550540624369.1455
410.17759,D I,,410.1283101622936,5550540624369.1455
410.18043,D I,,410.1283101622936,5550540624369.1455
410.18044,D I,,410.1283101622936,5550540624369.1455
422.3655,C I,6100*,422.4175501622937,470717004922.1527
422.3655,C I,6100*,422.4175501622937,470717004922.1527
422.4348,C I,9200*,422.4175501622937,470717004922.1527
422.4348,C I,9200*,422.4175501622937,470717004922.1527
422.4549,C I,6100*,422.4175501622937,470717004922.1527
422.4549,C I,6100*,422.4175501622937,470717004922.1527
430.754,C II,16hql,430.7064001622937,834449733813.6526
430.88,C II,21hql,430.94569016229366,671981435745.226
432.678,C III,200,432.6779301622937,534530698190.10455
432.7043,C II,29,432.6779301622937,534530698190.10455
432.7372,C II,38,432.6779301622937,534530698190.10455
434.04663,D I,,433.9885401622937,18325057014332.426
434.04703,D I,,433.9885401622937,18325057014332.426
434.05033,D I,,433.9885401622937,18325057014332.426
434.05337,D I,,433.9885401622937,18325057014332.426
434.0534,D I,,433.9885401622937,18325057014332.426
443.398,N II,285,443.47023016229366,462839209635.5595
460.845,N II,450,460.85219016229365,573748684996.7135
465.155,C III,520,465.1194001622937,550812288912.0109
465.945,B IV,1100*,465.9258201622937,890846726266.4961
465.945,B IV,1100*,465.9258201622937,890846726266.4961
465.945,B IV,1100*,465.9258201622937,890846726266.4961
465.945,B IV,1100*,465.9258201622937,890846726266.4961
465.945,B IV,1100*,465.9258201622937,890846726266.4961
465.945,B IV,1100*,465.9258201622937,890846726266.4961
465.945,B IV,1100*,465.9258201622937,890846726266.4961
465.945,B IV,1100*,465.9258201622937,890846726266.4961
465.96,C IV,200w,465.9258201622937,890846726266.4961
473.5586,C I,15000,473.62968016229365,494000946645.0548
473.592,C II,"37h,bl",473.62968016229365,494000946645.0548
473.649,C I,3200,473.62968016229365,494000946645.0548
473.6785,C II,25,473.62968016229365,494000946645.0548
473.9295,C II,18,473.8936001622937,492180486113.01935
473.9538,C I,3000,473.8936001622937,492180486113.01935
473.9791,C I,6800,474.0109401622937,658115469093.7516
474.3896,C I,4200,474.4512801622936,1552783421758.2305
484.873,N I,180,484.8156601622937,591540645293.8191
486.018,N III,90,486.07850016229366,43843419981507.83
