nist_wl_nm,line,nist_intensity,spec_wl_nm,spec_intensity
388.90631,D I,,388.8389,0.009752376520237659
388.90661,D I,,388.8389,0.009752376520237659
388.906868414,D I,,388.8389,0.009752376520237659
388.906897246,D I,,388.8389,0.009752376520237659
388.90697517,D I,,388.8389,0.009752376520237659
388.9092,D I,,388.8389,0.009752376520237659
388.91176,D I,,388.8389,0.009752376520237659
388.91177,D I,,388.8389,0.009752376520237659
397.004,C II,7h,396.93527,0.023984127378736512
397.00848,D I,,396.93527,0.023984127378736512
397.00879,D I,,396.93527,0.023984127378736512
397.01152,D I,,396.93527,0.023984127378736512
397.01421,D I,,396.93527,0.023984127378736512
397.01422,D I,,396.93527,0.023984127378736512
398.6545,O II,7,398.64893,0.010120067871056817
410.11,N I,140,410.10199,0.08117268920993796
410.17435,D I,,410.10199,0.08117268920993796
410.17469,D I,,410.10199,0.08117268920993796
410.17759,D I,,410.10199,0.08117268920993796
410.18043,D I,,410.10199,0.08117268920993796
410.18044,D I,,410.10199,0.08117268920993796
430.6601,O II,10,430.67877,0.012012806182443155
430.7176,O II,4*,430.67877,0.012012806182443155
430.7176,O II,4*,430.67877,0.012012806182443155
430.754,C II,16hql,430.67877,0.012012806182443155
430.7565,O II,5,430.67877,0.012012806182443155
434.04663,D I,,433.98749,0.2125052748038715
434.04703,D I,,433.98749,0.2125052748038715
434.05033,D I,,433.98749,0.2125052748038715
434.05337,D I,,433.98749,0.2125052748038715
434.0534,D I,,433.98749,0.2125052748038715
436.734,B III,100,436.72888,0.008790509333477501
436.7757,O II,9,436.72888,0.008790509333477501
465.945,B IV,1100*,465.92477,0.009300097253009504
465.945,B IV,1100*,465.92477,0.009300097253009504
465.945,B IV,1100*,465.92477,0.009300097253009504
465.945,B IV,1100*,465.92477,0.009300097253009504
465.945,B IV,1100*,465.92477,0.009300097253009504
465.945,B IV,1100*,465.92477,0.009300097253009504
465.945,B IV,1100*,465.92477,0.009300097253009504
465.945,B IV,1100*,465.92477,0.009300097253009504
465.96,C IV,200w,465.92477,0.009300097253009504
486.018,N III,90,486.04736,0.5071282245457019
486.034,C I,1100bl(Nd II),486.04736,0.5071282245457019
656.0872,O II,7bl,656.12006,0.07425749127348533
678.1801,C II,40,678.12323,0.07242404402427187
738.3151,O II,1,738.24646,0.009698221090175263
738.9359,O II,3,738.97449,0.011943718813365188
761.089,N I,185,761.08594,0.012767148066379116
765.1663,O II,4,765.16815,0.01262194221135979
783.9261,C I,7800,783.86523,0.009749002012435634
786.271,C II,25w*,786.27435,0.012490824875310237
786.271,C II,25w*,786.27435,0.012490824875310237
786.271,C II,25w*,786.27435,0.012490824875310237
786.304,C I,110000bl(Ni),786.27435,0.012490824875310237
794.533,O I,100,794.51703,0.06306534758639386
799.727,O I,250,799.79517,0.009579042465297413
814.28,C II,25*,814.22906,0.015162099390860587
814.28,C II,25*,814.22906,0.015162099390860587
814.28,C II,25*,814.22906,0.015162099390860587
823.228,O I,265,823.19598,0.012005175537999725
823.761,O I,120,823.80042,0.015582926253285041
