nist_wl_nm,line,nist_intensity,spec_wl_nm,spec_intensity
354.4512,O II,2,354.37543,0.0008569027105250183
388.90631,D I,,388.86282,0.0007243784636429123
388.90661,D I,,388.86282,0.0007243784636429123
388.906868414,D I,,388.86282,0.0007243784636429123
388.906897246,D I,,388.86282,0.0007243784636429123
388.90697517,D I,,388.86282,0.0007243784636429123
388.9092,D I,,388.86282,0.0007243784636429123
388.91176,D I,,388.86282,0.0007243784636429123
388.91177,D I,,388.86282,0.0007243784636429123
397.004,C II,7h,396.95972,0.0011532769133862412
397.00848,D I,,396.95972,0.0011532769133862412
397.00879,D I,,396.95972,0.0011532769133862412
397.01152,D I,,396.95972,0.0011532769133862412
397.01421,D I,,396.95972,0.0011532769133862412
397.01422,D I,,396.95972,0.0011532769133862412
398.6545,O II,7,398.64893,0.000741078646888975
399.613,N II,1000,399.60699,0.0006035445348908057
400.1021,C II,11,400.09921,0.0008595751370274502
400.12,B III,136,400.09921,0.0008595751370274502
408.8306,O II,15,408.86597,0.0006255216346817419
408.9422,O II,9,408.86597,0.0006255216346817419
410.11,N I,140,410.10199,0.0044491025933525346
410.17435,D I,,410.10199,0.0044491025933525346
410.17469,D I,,410.10199,0.0044491025933525346
410.17759,D I,,410.10199,0.0044491025933525346
410.18043,D I,,410.10199,0.0044491025933525346
410.18044,D I,,410.10199,0.0044491025933525346
422.3655,C I,6100*,422.4165,0.0005507803173307919
422.3655,C I,6100*,422.4165,0.0005507803173307919
422.4348,C I,9200*,422.4165,0.0005507803173307919
422.4348,C I,9200*,422.4165,0.0005507803173307919
422.4549,C I,6100*,422.4165,0.0005507803173307919
422.4549,C I,6100*,422.4165,0.0005507803173307919
423.81,N II,285,423.74722,0.0005646680901772941
423.824,N II,220,423.74722,0.0005646680901772941
427.6754,O II,16,427.71271,0.0007253036059436037
427.7197,O II,11,427.71271,0.0007253036059436037
427.7484,O II,11,427.71271,0.0007253036059436037
429.4162,O II,2,429.4845,0.0007063381981120457
429.5989,O II,15,429.61703,0.0005480887809072358
429.692,B II,50,429.61703,0.0005480887809072358
430.6601,O II,10,430.70535,0.0011744965835881098
430.7176,O II,4*,430.70535,0.0011744965835881098
430.7176,O II,4*,430.70535,0.0011744965835881098
430.754,C II,16hql,430.70535,0.0011744965835881098
430.7565,O II,5,430.70535,0.0011744965835881098
434.04663,D I,,433.98749,0.013619663351018796
434.04703,D I,,433.98749,0.013619663351018796
434.05033,D I,,433.98749,0.013619663351018796
434.05337,D I,,433.98749,0.013619663351018796
434.0534,D I,,433.98749,0.013619663351018796
435.2485,O II,21,435.19473,0.0008440507594742526
436.734,B III,100,436.75583,0.000669616830701152
436.7757,O II,9,436.75583,0.000669616830701152
436.8119,O II,20,436.75583,0.000669616830701152
441.4494,C II,29,441.44678,0.0005499841644200399
443.6751,O II,7,443.63358,0.0005622614478657954
460.845,N II,450,460.85114,0.0005484366531050338
461.4429,O II,7,461.3645,0.0007180364109563842
465.945,B IV,1100*,465.92477,0.0006986593364305508
465.945,B IV,1100*,465.92477,0.0006986593364305508
465.945,B IV,1100*,465.92477,0.0006986593364305508
465.945,B IV,1100*,465.92477,0.0006986593364305508
465.945,B IV,1100*,465.92477,0.0006986593364305508
465.945,B IV,1100*,465.92477,0.0006986593364305508
465.945,B IV,1100*,465.92477,0.0006986593364305508
465.945,B IV,1100*,465.92477,0.0006986593364305508
465.96,C IV,200w,465.92477,0.0006986593364305508
474.3896,C I,4200,474.39148,0.0009418903483154123
486.018,N III,90,486.07745,0.028429518074620002
486.034,C I,1100bl(Nd II),486.07745,0.028429518074620002
486.1314,D I,,486.07745,0.028429518074620002
486.13185561,D I,,486.07745,0.028429518074620002
486.13194,D I,,486.07745,0.028429518074620002
486.13221428,D I,,486.07745,0.028429518074620002
486.133190313,D I,,486.07745,0.028429518074620002
486.13329561,D I,,486.07745,0.028429518074620002
486.13589,D I,,486.07745,0.028429518074620002
486.13961,D I,,486.07745,0.028429518074620002
486.13968,D I,,486.07745,0.028429518074620002
570.274,C II,6w*,570.28595,0.0005728353535726402
570.274,C II,6w*,570.28595,0.0005728353535726402
589.0902,C II,16,589.06183,0.002952262244834741
589.1147,C I,2500,589.06183,0.002952262244834741
589.1402,C II,120,589.06183,0.002952262244834741
600.2788,C I,35000,600.35223,0.0006155347184247771
615.062,B II,40*,615.01404,0.0008557537399154761
615.062,B II,40*,615.01404,0.0008557537399154761
615.062,B II,40*,615.01404,0.0008557537399154761
656.0872,O II,7bl,656.12006,0.0037104737182213237
678.1801,C II,40,678.16516,0.003941290961165627
738.3151,O II,1,738.24646,0.0007156891282970496
761.089,N I,185,761.03912,0.0009881064013500553
765.1663,O II,4,765.16815,0.0006666168591696927
768.729,C I,23000bl,768.65656,0.0006893512499977022
786.271,C II,25w*,786.27435,0.0007273848061016716
786.271,C II,25w*,786.27435,0.0007273848061016716
786.271,C II,25w*,786.27435,0.0007273848061016716
786.304,C I,110000bl(Ni),786.27435,0.0007273848061016716
794.533,O I,100,794.56573,0.004199853276639343
794.936,O I,100,794.95563,0.0007209322861741685
794.974,O I,235,794.95563,0.0007209322861741685
814.28,C II,25*,814.22906,0.0009031799079764809
814.28,C II,25*,814.22906,0.0009031799079764809
814.28,C II,25*,814.22906,0.0009031799079764809
821.298,N I,300,821.23462,0.0016189989711147136
823.228,O I,265,823.24634,0.0007287849679381751
823.526,O I,325,823.54852,0.0010084276780587729
823.761,O I,120,823.80042,0.0009649616477980609
