nist_wl_nm,line,nist_intensity,spec_wl_nm,spec_intensity
383.4435,C I,7300,383.49994000643,541170985786.05347
383.54006,D I,,383.49994000643,541170985786.05347
383.54035,D I,,383.49994000643,541170985786.05347
383.54293,D I,,383.49994000643,541170985786.05347
383.54544,D I,,383.49994000643,541170985786.05347
383.54544,D I,,383.49994000643,541170985786.05347
388.90631,D I,,388.86593000643,787774389587.495
388.90661,D I,,388.86593000643,787774389587.495
388.906868414,D I,,388.86593000643,787774389587.495
388.906897246,D I,,388.86593000643,787774389587.495
388.90697517,D I,,388.86593000643,787774389587.495
388.9092,D I,,388.86593000643,787774389587.495
388.91176,D I,,388.86593000643,787774389587.495
388.91177,D I,,388.86593000643,787774389587.495
397.004,C II,7h,396.96283000643,1774908283076.653
397.00848,D I,,396.96283000643,1774908283076.653
397.00879,D I,,396.96283000643,1774908283076.653
397.01152,D I,,396.96283000643,1774908283076.653
397.01421,D I,,396.96283000643,1774908283076.653
397.01422,D I,,396.96283000643,1774908283076.653
398.8007,C I,2600*,398.72564000643,586020751821.8528
398.8007,C I,2600*,398.72564000643,586020751821.8528
400.1021,C II,11,400.17624000643,612302832512.7211
400.12,B III,136,400.17624000643,612302832512.7211
410.11,N I,140,410.13037000643,6193112734083.906
410.17435,D I,,410.13037000643,6193112734083.906
410.17469,D I,,410.13037000643,6193112734083.906
410.17759,D I,,410.13037000643,6193112734083.906
410.18043,D I,,410.13037000643,6193112734083.906
410.18044,D I,,410.13037000643,6193112734083.906
422.3655,C I,6100*,422.41961000643,560643700111.2551
422.3655,C I,6100*,422.41961000643,560643700111.2551
422.4348,C I,9200*,422.41961000643,560643700111.2551
422.4348,C I,9200*,422.41961000643,560643700111.2551
422.4549,C I,6100*,422.41961000643,560643700111.2551
422.4549,C I,6100*,422.41961000643,560643700111.2551
423.81,N II,285,423.75033000643,524116830969.3018
423.824,N II,220,423.75033000643,524116830969.3018
430.754,C II,16hql,430.68188000643,1015286344190.2186
434.04663,D I,,433.99060000643,19573537714288.555
434.04703,D I,,433.99060000643,19573537714288.555
434.05033,D I,,433.99060000643,19573537714288.555
434.05337,D I,,433.99060000643,19573537714288.555
434.0534,D I,,433.99060000643,19573537714288.555
460.845,N II,450,460.85425000643,703556817281.9873
465.155,C III,520,465.12146000643,577048112459.6945
465.945,B IV,1100*,465.92788000643,1055290193724.7347
465.945,B IV,1100*,465.92788000643,1055290193724.7347
465.945,B IV,1100*,465.92788000643,1055290193724.7347
465.945,B IV,1100*,465.92788000643,1055290193724.7347
465.945,B IV,1100*,465.92788000643,1055290193724.7347
465.945,B IV,1100*,465.92788000643,1055290193724.7347
465.945,B IV,1100*,465.92788000643,1055290193724.7347
465.945,B IV,1100*,465.92788000643,1055290193724.7347
465.96,C IV,200w,465.92788000643,1055290193724.7347
473.649,C I,3200,473.71969000643,522218040137.65735
473.6785,C II,25,473.71969000643,522218040137.65735
473.9538,C I,3000,474.01300000643,694804602545.9163
473.9791,C I,6800,474.01300000643,694804602545.9163
474.3896,C I,4200,474.45334000643,1293174063547.5632
484.873,N I,180,484.81772000643,695909074182.0911
486.018,N III,90,486.08056000643,47156720971177.78
486.034,C I,1100bl(Nd II),486.08056000643,47156720971177.78
486.1314,D I,,486.08056000643,47156720971177.78
486.13185561,D I,,486.08056000643,47156720971177.78
486.13194,D I,,486.08056000643,47156720971177.78
486.13221428,D I,,486.08056000643,47156720971177.78
486.133190313,D I,,486.08056000643,47156720971177.78
486.13329561,D I,,486.08056000643,47156720971177.78
486.13589,D I,,486.08056000643,47156720971177.78
486.13961,D I,,486.08056000643,47156720971177.78
486.13968,D I,,486.08056000643,47156720971177.78
487.544,C I,2400bl(Ti II),487.49777000643,717786022389.866
501.158,C I,4700bl(Ti II),501.09604000643,500619538512.8141
501.779,N II,360,501.71762000643,653142251323.9291
502.525,C I,37000*,502.52685000643,694363361938.0947
502.525,C I,37000*,502.52685000643,694363361938.0947
503.731,C II,21hql,503.80566000643,670062384296.1907
505.4924,C I,2700,505.55764000643,514328742537.5816
505.59,C I,1600bl(Fe),505.55764000643,514328742537.5816
516.74,B III,160*,516.74530000643,540729873517.2206
516.74,B III,160*,516.74530000643,540729873517.2206
536.916,C II,6h,536.84009000643,664473482078.3237
537.007,C II,6wh*,537.03998000643,572659434788.7759
537.007,C II,6wh*,537.03998000643,572659434788.7759
537.007,C II,6wh*,537.03998000643,572659434788.7759
539.467,B II,30,539.51153000643,664287918690.7
551.63,C I,"1700d,l",551.59680000643,679514968396.4948
555.4716,C I,2100,555.47851000643,730345348047.3455
570.274,C II,6w*,570.2537200064301,718876532015.2281
570.274,C II,6w*,570.2537200064301,718876532015.2281
572.2366,C I,4800,572.20343000643,937949187751.8228
575.41,N I,700,575.47973000643,624995589286.3872
578.944,C I,2200bl(Cr),578.88244000643,615512673110.1545
587.894,C I,3700p(He I),587.85998000643,586340135341.4503
589.0902,C II,16,589.10150000643,561197421756.2925
589.1147,C I,2500,589.10150000643,561197421756.2925
589.1402,C II,120,589.10150000643,561197421756.2925
592.109,C II,7,592.03296000643,505985864727.1448
597.098,C I,18000,597.16076000643,534617875620.9112
597.238,C I,3000,597.16076000643,534617875620.9112
600.4645,C I,6300,600.39258000643,840217797662.2173
600.7691,C I,23000,600.80243000643,821950483715.4757
601.3901,C I,6400,601.3244600064301,1073739351003.5062
603.963,C II,3h,603.97882000643,725339720049.0349
608.1454,C I,1400,608.1139500064301,652290098444.8156
612.96,B III,89*,612.88488000643,577213016140.434
612.96,B III,89*,612.88488000643,577213016140.434
615.062,B II,40*,615.01715000643,742310592764.4729
615.062,B II,40*,615.01715000643,742310592764.4729
615.062,B II,40*,615.01715000643,742310592764.4729
624.4426,C I,2300,624.39282000643,531218394650.5152
656.273687,D I,,656.20440000643,15362430516368.938
656.2751979,D I,,656.20440000643,15362430516368.938
656.2798684,D I,,656.20440000643,15362430516368.938
678.1801,C II,40,678.16827000643,13182509519058.557
678.2481,C II,19,678.16827000643,13182509519058.557
706.5648,C II,31,706.61883000643,492594704762.80743
707.6815,C I,4100,707.71032000643,542117819822.8085
711.715,C I,110000*,711.65320000643,543924995878.6166
711.715,C I,110000*,711.65320000643,543924995878.6166
722.6232,C I,4500,722.58172000643,613274685069.9132
740.816,N I,160,740.80066000643,692721972578.8335
740.828,N I,265,740.80066000643,692721972578.8335
747.537,C I,8800,747.4908400064301,540386435377.2743
783.9261,C I,7800,783.86834000643,1421224817277.4934
786.271,C II,25w*,786.27746000643,1812176612286.394
786.271,C II,25w*,786.27746000643,1812176612286.394
786.271,C II,25w*,786.27746000643,1812176612286.394
786.304,C I,110000bl(Ni),786.27746000643,1812176612286.394
799.4724,C I,2900,799.45520000643,623255317050.1954
802.0769,C I,6000,802.05627000643,830226281547.5459
803.107,C II,6,803.13830000643,776872674701.1393
803.81,C I,12000w,803.72900000643,709650590834.4562
806.4337,C II,13,806.44177000643,1011136236356.8168
806.4573,C I,21000,806.44177000643,1011136236356.8168
806.4997,C II,16,806.44177000643,1011136236356.8168
808.0701,C I,28000,808.12298000643,718129619943.9194
814.28,C II,25*,814.28204000643,2374818291584.399
814.28,C II,25*,814.28204000643,2374818291584.399
814.28,C II,25*,814.28204000643,2374818291584.399
818.712,N I,400,818.67926000643,486246527432.22784
833.74351,C I,5900000,833.73315000643,859107588316.04
841.573,C II,6h*,841.56079000643,629904764519.6725
841.573,C II,6h*,841.56079000643,629904764519.6725
844.106,N II,550,844.08191000643,860373433456.7332
