nist_wl_nm,line,nist_intensity,spec_wl_nm,spec_intensity
383.4435,C I,7300,383.5064684270701,916862985972.327
383.54006,D I,,383.5064684270701,916862985972.327
383.54035,D I,,383.5064684270701,916862985972.327
383.54293,D I,,383.5064684270701,916862985972.327
383.54544,D I,,383.5064684270701,916862985972.327
383.54544,D I,,383.5064684270701,916862985972.327
388.90631,D I,,388.8724584270701,1487015184823.325
388.90661,D I,,388.8724584270701,1487015184823.325
388.906868414,D I,,388.8724584270701,1487015184823.325
388.906897246,D I,,388.8724584270701,1487015184823.325
388.90697517,D I,,388.8724584270701,1487015184823.325
388.9092,D I,,388.8724584270701,1487015184823.325
388.91176,D I,,388.8724584270701,1487015184823.325
388.91177,D I,,388.8724584270701,1487015184823.325
393.024,C II,21*,393.0806784270701,991209224375.2434
393.024,C II,21*,393.0806784270701,991209224375.2434
393.024,C II,21*,393.0806784270701,991209224375.2434
397.004,C II,7h,396.9693584270701,3204212910842.789
397.00848,D I,,396.9693584270701,3204212910842.789
397.00879,D I,,396.9693584270701,3204212910842.789
397.01152,D I,,396.9693584270701,3204212910842.789
397.01421,D I,,396.9693584270701,3204212910842.789
397.01422,D I,,396.9693584270701,3204212910842.789
400.1021,C II,11,400.1581084270701,1083062726314.8928
400.12,B III,136,400.1581084270701,1083062726314.8928
410.11,N I,140,410.1116284270701,10252916324551.248
410.17435,D I,,410.1116284270701,10252916324551.248
410.17469,D I,,410.1116284270701,10252916324551.248
410.17759,D I,,410.1116284270701,10252916324551.248
410.18043,D I,,410.1116284270701,10252916324551.248
410.18044,D I,,410.1116284270701,10252916324551.248
422.3655,C I,6100*,422.4261384270701,922782651883.078
422.3655,C I,6100*,422.4261384270701,922782651883.078
422.4348,C I,9200*,422.4261384270701,922782651883.078
422.4348,C I,9200*,422.4261384270701,922782651883.078
422.4549,C I,6100*,422.4261384270701,922782651883.078
422.4549,C I,6100*,422.4261384270701,922782651883.078
429.109,C II,20h*,429.0703384270701,801935916840.0978
429.109,C II,20h*,429.0703384270701,801935916840.0978
429.362,C II,63*,429.4411284270701,875441925722.5272
429.362,C II,63*,429.4411284270701,875441925722.5272
