nist_wl_nm,line,nist_intensity,spec_wl_nm,spec_intensity
388.90631,D I,,388.87936086093305,992616706733.5194
388.90661,D I,,388.87936086093305,992616706733.5194
388.906868414,D I,,388.87936086093305,992616706733.5194
388.906897246,D I,,388.87936086093305,992616706733.5194
388.90697517,D I,,388.87936086093305,992616706733.5194
388.9092,D I,,388.87936086093305,992616706733.5194
388.91176,D I,,388.87936086093305,992616706733.5194
388.91177,D I,,388.87936086093305,992616706733.5194
397.004,C II,7h,396.97626086093305,2321106303619.9717
397.00848,D I,,396.97626086093305,2321106303619.9717
397.00879,D I,,396.97626086093305,2321106303619.9717
397.01152,D I,,396.97626086093305,2321106303619.9717
397.01421,D I,,396.97626086093305,2321106303619.9717
397.01422,D I,,396.97626086093305,2321106303619.9717
398.8007,C I,2600*,398.73907086093305,632060978601.126
398.8007,C I,2600*,398.73907086093305,632060978601.126
400.1021,C II,11,400.165010860933,655237970199.7163
400.12,B III,136,400.165010860933,655237970199.7163
410.11,N I,140,410.11853086093305,8126694885431.447
410.17435,D I,,410.11853086093305,8126694885431.447
410.17469,D I,,410.11853086093305,8126694885431.447
410.17759,D I,,410.11853086093305,8126694885431.447
410.18043,D I,,410.11853086093305,8126694885431.447
410.18044,D I,,410.11853086093305,8126694885431.447
422.3655,C I,6100*,422.43304086093303,679975625687.2961
422.3655,C I,6100*,422.43304086093303,679975625687.2961
422.4348,C I,9200*,422.43304086093303,679975625687.2961
422.4348,C I,9200*,422.43304086093303,679975625687.2961
422.4549,C I,6100*,422.43304086093303,679975625687.2961
422.4549,C I,6100*,422.43304086093303,679975625687.2961
430.754,C II,16hql,430.69531086093303,1317772907180.4329
434.04663,D I,,434.004030860933,25803814566204.28
434.04703,D I,,434.004030860933,25803814566204.28
434.05033,D I,,434.004030860933,25803814566204.28
434.05337,D I,,434.004030860933,25803814566204.28
434.0534,D I,,434.004030860933,25803814566204.28
443.27,B II,14*,443.32138086093306,617877558366.9578
443.27,B II,14*,443.32138086093306,617877558366.9578
443.27,B II,14*,443.32138086093306,617877558366.9578
443.398,N II,285,443.32138086093306,617877558366.9578
459.86,B III,25*,459.842740860933,583380510349.8623
459.86,B III,25*,459.842740860933,583380510349.8623
460.845,N II,450,460.86768086093304,827109193718.3644
462.86398,C I,1i,462.867370860933,641012886656.2937
462.874,C II,28h,462.867370860933,641012886656.2937
465.155,C III,520,465.134890860933,847310453827.3937
465.945,B IV,1100*,465.9413108609331,1315322437003.727
465.945,B IV,1100*,465.9413108609331,1315322437003.727
465.945,B IV,1100*,465.9413108609331,1315322437003.727
465.945,B IV,1100*,465.9413108609331,1315322437003.727
465.945,B IV,1100*,465.9413108609331,1315322437003.727
465.945,B IV,1100*,465.9413108609331,1315322437003.727
465.945,B IV,1100*,465.9413108609331,1315322437003.727
465.945,B IV,1100*,465.9413108609331,1315322437003.727
465.96,C IV,200w,465.9413108609331,1315322437003.727
473.592,C II,"37h,bl",473.64517086093304,683748394606.3383
473.649,C I,3200,473.64517086093304,683748394606.3383
473.6785,C II,25,473.64517086093304,683748394606.3383
473.9538,C I,3000,474.02643086093303,775281895567.304
473.9791,C I,6800,474.02643086093303,775281895567.304
474.3896,C I,4200,474.437410860933,1420324088053.6594
485.534,C I,1300,485.46216086093307,769795639482.4753
486.018,N III,90,486.0639008609331,55903334891859.28
486.034,C I,1100bl(Nd II),486.0639008609331,55903334891859.28
486.1314,D I,,486.0639008609331,55903334891859.28
486.13185561,D I,,486.0639008609331,55903334891859.28
486.13194,D I,,486.0639008609331,55903334891859.28
486.13221428,D I,,486.0639008609331,55903334891859.28
486.133190313,D I,,486.0639008609331,55903334891859.28
486.13329561,D I,,486.0639008609331,55903334891859.28
486.13589,D I,,486.0639008609331,55903334891859.28
486.13961,D I,,486.0639008609331,55903334891859.28
486.13968,D I,,486.0639008609331,55903334891859.28
501.779,N II,360,501.69995086093303,844456486498.8801
502.525,C I,37000*,502.540280860933,794118551813.0225
502.525,C I,37000*,502.540280860933,794118551813.0225
505.4924,C I,2700,505.53973086093305,592076273020.2632
505.59,C I,1600bl(Fe),505.53973086093305,592076273020.2632
511.512,C II,17h*,511.43494086093307,757726726052.1326
511.512,C II,17h*,511.43494086093307,757726726052.1326
511.818,C II,10h,511.78387086093306,585255168146.3293
516.74,B III,160*,516.7587308609332,639429523644.1827
516.74,B III,160*,516.7587308609332,639429523644.1827
537.007,C II,6wh*,537.0534108609331,703998657410.1925
537.007,C II,6wh*,537.0534108609331,703998657410.1925
537.007,C II,6wh*,537.0534108609331,703998657410.1925
539.467,B II,30,539.4914508609331,798731582032.0095
551.63,C I,"1700d,l",551.6102308609331,809180110222.9839
551.8175,C I,1100,551.8840908609332,778805692441.3287
555.4716,C I,2100,555.491940860933,852423161957.2676
570.274,C II,6w*,570.2317508609331,839857608266.6976
570.274,C II,6w*,570.2317508609331,839857608266.6976
572.2366,C I,4800,572.2168608609331,1169858160408.613
586.6574,C I,1700,586.707270860933,765258306933.4113
587.894,C I,3700p(He I),587.8369108609331,742706391651.1245
589.0902,C II,16,589.0783708609331,1892180383102.0117
589.1147,C I,2500,589.0783708609331,1892180383102.0117
589.1402,C II,120,589.0783708609331,1892180383102.0117
597.098,C I,18000,597.1371508609332,655550377511.5404
600.7691,C I,23000,600.778620860933,937414693731.4211
601.3901,C I,6400,601.3378908609332,1288400326956.0706
603.963,C II,3h,603.9922508609332,889179280085.9304
608.1454,C I,1400,608.089660860933,751945612899.4803
611.7543,C I,3900,611.834960860933,833354933547.0308
612.96,B III,89*,612.898310860933,638545734452.7937
612.96,B III,89*,612.898310860933,638545734452.7937
615.062,B II,40*,614.9924308609332,1138708069739.5151
615.062,B II,40*,614.9924308609332,1138708069739.5151
615.062,B II,40*,614.9924308609332,1138708069739.5151
678.1801,C II,40,678.181700860933,16559009486222.438
678.2481,C II,19,678.181700860933,16559009486222.438
682.328,C II,16p(N II)*,682.304260860933,657321791584.1896
682.328,C II,16p(N II)*,682.304260860933,657321791584.1896
682.328,C II,16p(N II)*,682.304260860933,657321791584.1896
706.5648,C II,31,706.632260860933,603942353216.8254
707.6815,C I,4100,707.723750860933,717723463444.9542
708.7465,C I,2700,708.816890860933,620971907187.435
711.715,C I,110000*,711.710510860933,643034304569.6515
711.715,C I,110000*,711.710510860933,643034304569.6515
711.7592,C II,42,711.710510860933,643034304569.6515
722.6232,C I,4500,722.550600860933,784371824332.5378
740.816,N I,160,740.814090860933,897370110379.9188
740.828,N I,265,740.814090860933,897370110379.9188
747.537,C I,8800,747.458250860933,644919256588.2096
769.4612,C I,9100,769.3820208609332,1418245913155.0305
783.9261,C I,7800,783.8817708609331,1667097428809.869
785.5023,C I,19000,785.567440860933,614981709249.1368
786.271,C II,25w*,786.2908908609331,2055348416484.1511
786.271,C II,25w*,786.2908908609331,2055348416484.1511
786.271,C II,25w*,786.2908908609331,2055348416484.1511
786.304,C I,110000bl(Ni),786.2908908609331,2055348416484.1511
