nist_wl_nm,line,nist_intensity,spec_wl_nm,spec_intensity
802.0769,C I,6000,802.0697008609332,1206900749143.0027
802.347,C I,16000,802.266360860933,662372231878.5676
803.05,C I,2300d,803.1024808609332,1046910936726.9482
803.107,C II,6,803.1024808609332,1046910936726.9482
803.81,C I,12000w,803.7424308609332,706039541187.4932
806.4337,C II,13,806.4058208609331,1404173882318.2954
806.4573,C I,21000,806.4058208609331,1404173882318.2954
808.0701,C I,28000,808.136410860933,906527585715.4705
814.28,C II,25*,814.2456008609331,3246181863475.5474
814.28,C II,25*,814.2456008609331,3246181863475.5474
814.28,C II,25*,814.2456008609331,3246181863475.5474
841.573,C II,6h*,841.5742208609331,804212975914.5146
841.573,C II,6h*,841.5742208609331,804212975914.5146
