x (cm),n_e (cm^{-3}),T_e (eV),J_sat (A/cm^2),V_sc (eV),J_sat_robust (A/cm^2),x error (cm),n_e error (cm^{-3}),T_e error (eV),J_sat error (A/cm^2),V_sc error (eV)
11.24703,0.0,0.579770518145986,2.5010737055073807e-07,-0.2426632900792701,-0.0008100306964251327,0.3067592601650237,0.0,8.668365916111354,0.0008787265866245769,31.34562107913117
11.09709,0.0,0.5502102754399881,0.0004812307351007035,1.3186237584578775,-0.00014257937633145514,0.4725099487288646,0.0,6.24579382508776,0.0007091612238511975,17.806223953208132
10.916549999999999,0.0,0.4362580881875586,0.0005003183710220179,-1.51755665398384,-0.00031762263174821525,0.32790207002454097,0.0,2.764943787748062,0.0020229474461703678,5.7225500052387295
10.7865,0.0,0.10001741349036043,0.0001875678989183241,-1.015076931303128,-0.0007714272340737865,0.17414945985672017,0.0,1324.2969480460706,0.021246931739641223,10454.773930758529
10.65951,4316113716.028132,1.4643639715115773,-0.0002919928036601065,8.351646945178707,-0.0018053179540005661,0.3928930224530697,14922823767.566032,10.137083454131977,0.0026884462043676397,24.040661402736127
10.47591,1124041041.0297518,3.5114790820313506,-0.00010866826272433278,8.511138900564902,-0.0015379247792473689,0.44978645854859606,5264095635.184332,15.812607820123723,0.0011506156880807085,29.66858022248369
10.324440000000001,5313946498.972096,4.203482106645276,-0.0005562822663057975,14.320243335501663,-0.0019860744042632084,0.1583039368310396,10204888840.133781,10.866950138311886,0.0016961885630184586,27.425181810014415
10.23264,5934521043.348563,5.681228432280094,-0.0007121826028720411,13.284502244075584,-0.0022807819221045125,0.3323027143155277,7965407035.760274,6.245644384577832,0.003443995511182254,15.430861268074755
10.052100000000001,15363558561.809063,3.241709349604402,-0.0014344821033753477,9.20617493368674,-0.003077362891488474,0.42125140251178833,10974717807.063364,3.1815933189364176,0.0009268435796853407,7.529970654409993
9.94194,12978073152.696344,3.1637953084177908,-0.0011990688160140337,4.931888177226583,-0.004236759280531178,0.17843480635487435,11707901354.304016,2.9816088964199996,0.004489357745632138,6.777467169787888
9.80118,25701931843.74671,1.8053695406522414,-0.0018836678812662038,3.7219488099748768,-0.005131704356421564,0.2578588452511794,16896087753.462744,1.545726959197213,0.002084564848387186,3.223357807965879
9.64665,24887675237.323,1.1192990750955112,-0.0015286784893706563,1.7025035973366511,-0.0061864760156007375,0.44805573482906463,22250312684.838856,1.106169745862,0.0024374640629542398,1.7992013410112124
9.50436,31113155791.11681,1.785246774763285,-0.00227027729375661,2.1081124325736247,-0.007448271200006618,0.23682506579516513,22423866996.987255,1.3503841366248612,0.005054734044058334,2.6584445358990867
9.377369999999999,35899330011.45064,1.0040386591696278,-0.0021251232987475168,0.17580576333528533,-0.008304375543725916,0.16266156739105708,33239456233.699898,0.8209567614883477,0.005645926625640522,1.3323578055766707
9.23202,57872887502.20745,0.7605924556649715,-0.003136395289867801,0.07634640983132863,-0.010408220938132673,0.4489775875065622,46357551882.69112,0.6556699859356525,0.0057425832781671585,1.006445916301198
9.06372,70598958024.4158,0.5477410629756538,-0.003488137237158304,-1.717660522680118,-0.01033978581759149,0.28978294201329585,45243968515.80204,0.37210921032387234,0.007520220984712145,0.5199811876159182
8.945910000000001,64372037462.69533,2.3378135088110175,-0.005234286267043758,1.4926150598748014,-0.011888672667638519,0.15365785864259857,34500013178.65541,0.7313607805559665,0.015261040426475983,1.545847924732349
