# Total D retention: 1.560E+20 1/m^2
# DH retention: 8.712E+19 1/m^2
# D2 retention: 3.448E+19 1/m^2
Total desorption (1/m^2),Total desorption error (1/m^2),Et (eV),Et _err (eV)
9.4202682102032e+19,0.0,2.949476381407043,0.0080966982076629
