# Total D retention: 1.540E+20 1/m^2
# DH retention: 8.506E+19 1/m^2
# D2 retention: 3.447E+19 1/m^2
Total desorption (1/m^2),Total desorption error (1/m^2),Et (eV),Et _err (eV),L (m),L error (m),D0 (m^2/s),D0 error (m^2/s),Ed (eV),Ed error (eV)
7.996349928715921e+19,0.0,2.901107474484684,0.00013812695566128852,2.0002067398042886e-06,3.799961016501934e-10,5.999844508439132e-09,1.0891591144829136e-12,0.9999995655072269,8.173846004511098e-05
