# Total D retention: 3.165E+20 1/m^2
# DH retention: 1.704E+20 1/m^2
# D2 retention: 7.301E+19 1/m^2
Total desorption (1/m^2),Total desorption error (1/m^2),Et (eV),Et _err (eV),L (m),L error (m),D0 (m^2/s),D0 error (m^2/s),Ed (eV),Ed error (eV)
1.2936389257124841e+20,0.0,2.743237147530922,0.02218327097433903,4.752932581650213e-06,1.0524658614828268e-06,5.303290390598201e-09,6.613526670024509e-09,1.1509395959006874,0.031170329693007925
