# Total D retention: 7.915E+22 1/m^2
# DH retention: 1.343E+22 1/m^2
# D2 retention: 3.310E+22 1/m^2
Total desorption (1/m^2),Total desorption error (1/m^2),Et (eV),Et _err (eV)
9.908705176932068e+22,0.0,2.1861257275666666,0.0003164184395521019
